name,iso3
Sid Bneijara,MRT
Sid Nagi,MRT
Sid Raiss,MRT
Sidatty Benhameyda,MRT
Sidi Dhaker,MRT
Yahya Athighe,MRT
Zein Zeidane,MRT
Zeine Zeidane,MRT
Aunauth Beejadhur,MUS
B Gujadhur,MUS
Basant Roi,MUS
David Keys,MUS
Donald Cook,MUS
Goorpersad Bunwaree,MUS
Guy So,MUS
Harvesh Seegolam,MUS
Hemlata Gopal,MUS
Indurduth Ramphul,MUS
Jagnaden Coopamah,MUS
Jameel Khadaroo,MUS
Jeffrey Frankel,MUS
Mahendra Punchoo,MUS
Mitrajeet Maraye,MUS
Mohamad Soormally,MUS
Mohammad Namdarkhan,MUS
Nishan Degnarain,MUS
Pierre Dinan,MUS
Rajeev Hasnah,MUS
Rajkamal Taposeea,MUS
Rameshwurlall Roi,MUS
Rameswurlall Roi,MUS
Ramsamy Chinniah,MUS
Ranapartab Tacouri,MUS
Renganaden Padayachy,MUS
Rundheersing Bheenick,MUS
Silvana Tenreyro,MUS
Stefan Gerlach,MUS
Streevarsen Narrainen,MUS
Yandraduth Googoolye,MUS
* Lesshaft,MWI
Alan Perrin,MWI
Chakakala Chaziya,MWI
Charles Chuka,MWI
D Thomson,MWI
Dalitso Kabambe,MWI
E Ngalande,MWI
Elias Ngalande,MWI
Francis Pelekamoyo,MWI
Francis Perekamoya,MWI
George Partridge,MWI
Grant Kabango,MWI
Hans Lesshafft,MWI
John Tembo,MWI
Kisu Simwaka,MWI
Mac Mwale,MWI
Mathews Chikaonda,MWI
Perks Ligoya,MWI
Stephen Hara,MWI
Victor Mbewe,MWI
Wilson Banda,MWI
Abdul Ghaffour,MYS
Abu Yahaya,MYS
Ahmad Don,MYS
Aznan Aziz,MYS
Bakarudin Ishak,MYS
Datuk Ghaffour,MYS
Jessica Lian,MYS
Marzunisham Omar,MYS
Mohd Kadir,MYS
Muhammad Ibrahim,MYS
Nor Yunus,MYS
Ooi Kuan,MYS
Shaik Ghaffour,MYS
Sukhdave Singh,MYS
Tan Don,MYS
Tan Hussein,MYS
Tan Ibrahim,MYS
Tan Sulaiman,MYS
Tan Taha,MYS
Tan Wilcock,MYS
Tan Yunus,MYS
Tun Ali,MYS
W Wilcock,MYS
Yeah Leng,MYS
Zamani Ghani,MYS
Zeti Aziz,MYS
E Karlson,NAM
Ebson Uanguta,NAM
Erik Karlsson,NAM
Ipumba Shiimi,NAM
Ipumbu Shiimi,NAM
Jaafar Ahmad,NAM
Johannes Gawaxab,NAM
Leonie Dunn,NAM
Ls Ipangelwa,NAM
Paul Hartmann,NAM
Tom Alweendo,NAM
Wouter Bernard,NAM
Abdulkadir Ahmed,NER
Adamou Moussa,NER
Aichatou Boulama,NER
Ali Gamatie,NER
Charles Soludo,NER
Godwin Emefiele,NER
Ibrahim Magagi,NER
Joseph Sanusi,NER
Mahamane Anou,NER
Mamadou Diop,NER
Maman Rafa,NER
Paul Ogwuma,NER
Sanusi Sanusi,NER
Sarah Alade,NER
* Nci,NGA
Abdul Garba,NGA
Adebayo Adelabu,NGA
Adedoyin Salami,NGA
Adeola Adenikinju,NGA
Aishah Ahmad,NGA
Alhaji Ahmed,NGA
Alhaji Barau,NGA
Alhaji Maibornu,NGA
Alhaji Otiti,NGA
Alhaji Rasheed,NGA
Aliyu Ahmed,NGA
Aliyu Maibornu,NGA
Anastasia Danielnwaobia,NGA
Anastasia Nwaobia,NGA
Bala Bello,NGA
Charles Soludo,NGA
Chibuike Uche,NGA
Christopher Okafor,NGA
Clement Isong,NGA
Dahiru Balami,NGA
Edward Adamu,NGA
Ernest Ebi,NGA
Folashodun Shonubi,NGA
Godwin Emefiele,NGA
J Sanusi,NGA
John Oshilaja,NGA
Joseph Sanusi,NGA
Kingsley Moghalu,NGA
Kingsley Obiora,NGA
Mahmoud Isadutse,NGA
Mallam Ciroma,NGA
Mallam Talib,NGA
Melvin Ayogu,NGA
Mike Obadan,NGA
Mo Omamegbe,NGA
Mohammed Salisu,NGA
Muhammad Abdullahi,NGA
Murtala Sagagi,NGA
Muslimat Aliyu,NGA
O Vincent,NGA
Obadiah Mallafia,NGA
Ochi Achinivu,NGA
Okorie Uchendu,NGA
Okwu Nnanna,NGA
Ola Vincent,NGA
Oluwole Oduyemi,NGA
Paul Ogwuma,NGA
Philip Ikeazor,NGA
Raymond Omachi,NGA
Robert Asogwa,NGA
Roy Fenton,NGA
S Asabia,NGA
Samuel Olofin,NGA
Sanusi Sanusi,NGA
Sarah Alade,NGA
Shamsudeen Usman,NGA
Shehu Yahaya,NGA
Stan Lawson,NGA
Stephen Oronsaye,NGA
Suleiman Barau,NGA
Tunde Lemo,NGA
Uwatt Uwatt,NGA
Victor Odozi,NGA
Wahir Mshelia,NGA
Alberto Obregon,NIC
Alfredo Aguirre,NIC
Alfredo Downing,NIC
Arturo Porras,NIC
Bruno Palaviccine,NIC
Francisco Matamoros,NIC
Francisco Mayorga,NIC
Gilberto Solorzano,NIC
Gustavo Guerrero,NIC
Ivan Montalvan,NIC
Joaquin Chamorro,NIC
Leonardo Ramirez,NIC
Luis Figueroa,NIC
Mario Lacayo,NIC
Mario Sevilla,NIC
Noel Sanchez,NIC
Raul Solorzano,NIC
Ricardo Parrales,NIC
Roberto Barquero,NIC
Silvio Gomez,NIC
Silvio Marenco,NIC
Silvio Montalvan,NIC
* Schilder,NLD
Abraham Fock,NLD
Alexander Kan,NLD
Annemiek Vlissingen,NLD
Annemieke Nijhof,NLD
Arnold Schilder,NLD
Bas Weel,NLD
Bert Delden,NLD
Cees Lede,NLD
Cindy Oorschot,NLD
Dirk Witteven,NLD
Els Swaab,NLD
Else Bos,NLD
Ewald Kist,NLD
Feike Sijbesma,NLD
Femke Vries,NLD
Flip Klopper,NLD
Fokko Duyne,NLD
Frank Elderson,NLD
Frits Bolkestein,NLD
Gerard Kleisterlee,NLD
Gerard Vissering,NLD
Gita Salden,NLD
Harry Garretsen,NLD
Helene Dort,NLD
Hendrik Croockewit,NLD
Henk Brouwer,NLD
Jaap Manen,NLD
Jacob Fock,NLD
Jan Hodshon,NLD
Jan Hovers,NLD
Jan Sijbrand,NLD
Jaques Teysset,NLD
Jelle Zijlstra,NLD
Jeroen Veer,NLD
Joanne Kellermann,NLD
Job Swank,NLD
Jos Kemenade,NLD
Kees Goudswaard,NLD
Klaas Knot,NLD
Leonardus Trip,NLD
Lex Hoogduin,NLD
Louisa Broek,NLD
Marius Holtrop,NLD
Marius Jonkhart,NLD
Maxima Netherlands,NLD
Meinoud Tonningen,NLD
Nicolaas Pierson,NLD
Nicole Stolk,NLD
Norbertus Berg,NLD
Nout Wellink,NLD
Olaf Sleijpen,NLD
Paul Hogguer,NLD
Peter Elverding,NLD
Pieter Bouw,NLD
Pieter Korteweg,NLD
Richard Doornbosch,NLD
Steven Maijoor,NLD
Tom Swaan,NLD
Wilko Bolt,NLD
Willem Mees,NLD
Willem Muilman,NLD
Wim Duisenberg,NLD
Wim Kuijken,NLD
Wouter Tuinenburg,NLD
Arne Hyttnes,NOR
Asbjorn Rodseth,NOR
Asbjrn Rdseth,NOR
Benedicte Fasmer,NOR
Brit Rugland,NOR
Egil Matsen,NOR
Eirik Waerness,NOR
Eirik Wrness,NOR
Erik Brofoss,NOR
Espen Moen,NOR
Esther Kostol,NOR
Goril Havro,NOR
Gunnar Jahn,NOR
Hans Aasnaes,NOR
Hans Aasns,NOR
Hege Sjo,NOR
Hermod Skanland,NOR
Hilde Myrberg,NOR
Ida Bache,NOR
Ida Helliesen,NOR
Ingebrigt Srfonn,NOR
Jan Martinsen,NOR
Jan Qvigstad,NOR
Jarle Bergo,NOR
Jon Nicolaisen,NOR
Kathryn Baker,NOR
Kjell Storvik,NOR
Kjetil Storesletten,NOR
Knut Wold,NOR
Kristine Landmark,NOR
Kristine Ryssdal,NOR
Liselott Kilaas,NOR
Mats Fevolden,NOR
Mona Sorensen,NOR
Nina Midthjell,NOR
Nina Tronstad,NOR
Pl Longva,NOR
Sigbjorn Johnsen,NOR
Sigbjrn Johnsen,NOR
Steinar Holden,NOR
Steinar Juel,NOR
Svein Gjedrem,NOR
Sylvi Sorfonn,NOR
Sylvi Srfonn,NOR
Thomas Ekeli,NOR
Tore Vamraak,NOR
Torgeir Hoien,NOR
Torstein Moland,NOR
Trond Reinertsen,NOR
Truls Oppedal,NOR
Vivi Lassen,NOR
Ystein Brsum,NOR
Ystein Olsen,NOR
Ystein Thgersen,NOR
Bam Mishra,NPL
Bhekh Thapa,NPL
Bijaya Bhattarai,NPL
Bir Rayamajhi,NPL
Biswo Poudel,NPL
Chiranjibi Nepal,NPL
Ganesh Thapa,NPL
Gopal Kaphle,NPL
Hari Tripathi,NPL
Himalayan Rana,NPL
Kalyana Adhikary,NPL
Kul Sharma,NPL
Laxmi Gautam,NPL
Lekh Bhusal,NPL
Maha Adhikari,NPL
Neelam Timsina,NPL
Pradyuma Rajbhandari,NPL
Ram Pant,NPL
Ramjee Regmi,NPL
Satyendra Shrestha,NPL
Shambhu Kayastha,NPL
Shanta Subedi,NPL
Shiba Shrestha,NPL
Sri Poudyal,NPL
Surendra Pradhan,NPL
Tilak Rawal,NPL
Vidyadhar Mallik,NPL
Yadav Pant,NPL
Yuba Khatiwada,NPL
Marcus Stephen,NRU
Adrian Orr,NZL
Alan Bollard,NZL
Alan Low,NZL
Christian Hawkesby,NZL
Dick Wilks,NZL
Donald Brash,NZL
Edward Fussell,NZL
Geoff Bascand,NZL
Gilbert Wilson,NZL
Graene Wheeler,NZL
Grant Spencer,NZL
Murray Sherwin,NZL
Peter Nicholl,NZL
Raymond White,NZL
Roderick Carr,NZL
Spencer Russell,NZL
William Ward,NZL
Abdul Khayata,OMN
Hamood Zadjali,OMN
Qaboos Said,OMN
Salim Habsi,OMN
Sayyid Said,OMN
Sayyida Busaidi,OMN
Tahir Amri,OMN
Yahya Jabri,OMN
Yahya Naseeb,OMN
Yusuf Nimatallah,OMN
Abdul Dawood,PAK
Abdul Qadir,PAK
Aftab Kazi,PAK
Ardeshir Marker,PAK
Asad Umar,PAK
Ashraf Wathra,PAK
Ghulam Khan,PAK
Imtiaz Hanfi,PAK
Inayat Hussain,PAK
Ishrat Hussain,PAK
Jameel Ahmad,PAK
Kassim Parekh,PAK
Kazi Muktadir,PAK
Mahbubur Raschid,PAK
Mansur Khan,PAK
Muhammad Lodhi,PAK
Muhammad Yaqub,PAK
Murtaza Syed,PAK
Nawid Ahsan,PAK
Osman Ali,PAK
Reza Baqir,PAK
Riaz Riazuddin,PAK
Saeed Ahmad,PAK
Saleem Ullah,PAK
Salman Siddique,PAK
Shahid Kardar,PAK
Shahkurullah Durrani,PAK
Shamshad Akhtar,PAK
Shujaat Hasnie,PAK
Sima Kamil,PAK
Syed Raza,PAK
Tahira Raza,PAK
Tariq Bajwa,PAK
Tawfiq Husain,PAK
Vasim Jafarey,PAK
Yaseen Anwar,PAK
Yasin Anwar,PAK
Zafar Masud,PAK
Zaffar Khan,PAK
Zahid Hussain,PAK
Alfonso Nava,PER
Alfredo Ferreyros,PER
Andres Dasso,PER
Carlos Dasso,PER
Carlos Mimbela,PER
Carlos Pastor,PER
Clemente Dartnell,PER
Daniel Olaechea,PER
Daniel Rosenberg,PER
Drago Wagner,PER
Eduardo Jimenez,PER
Elmer Bustinza,PER
Emilio Barreto,PER
Enrique Bellido,PER
Fernando Schwalb,PER
Francisco Varela,PER
German Chavez,PER
German Guzman,PER
Gianfranco Zuniga,PER
Gonzalo Nunez,PER
Gustavo Fukusaki,PER
Javier Dangelo,PER
Javier Ruete,PER
Jorge Alvarez,PER
Jose Ku,PER
Jose Leon,PER
Jose Urresti,PER
Julio Flores,PER
Kurt Farfan,PER
Leonel Ramirez,PER
Luis Minaya,PER
Luis Ugarte,PER
Manuel Loredo,PER
Oscar Masias,PER
Pedro Espantoso,PER
Pedro Labo,PER
Rafael Rey,PER
Richard Duarte,PER
Roxana Caceres,PER
Waldo Bellido,PER
Alberto Romulo,PHL
Alfonso Calalang,PHL
Amando Jr,PHL
Amando Tetangco,PHL
Andres Castillo,PHL
Anita Aquino,PHL
Antonino Alindogan,PHL
Antonio Abacan,PHL
Armando Suratos,PHL
Benjamin Diokno,PHL
Carlos Iii,PHL
Cesar Purisima,PHL
Chuchi Fonacier,PHL
Diwa Guinigundo,PHL
Eli Remolona,PHL
Elizabeth Genia,PHL
Fe Barin,PHL
Felipe Medalla,PHL
Gabriel Singson,PHL
Gregorio Licaros,PHL
Ignacio Bunye,PHL
Jaime Laya,PHL
Jose Cuisa,PHL
Jose Fernandez,PHL
Jose Jr,PHL
Juan Quintos,PHL
Juan Zuniga,PHL
Juanita Amatong,PHL
Mamerto Tangonan,PHL
Maria Tuanoamador,PHL
Melito Salazar,PHL
Miguel Sr,PHL
Nelly Villafuerte,PHL
Nestor Jr,PHL
Peter Favila,PHL
Rafael Buenaventura,PHL
Raul Boncan,PHL
Romeo Bernardo,PHL
Romulo Neri,PHL
Valentin Araneta,PHL
Vicente Valdepenas,PHL
Zeno Abenoja,PHL
Benny Acting,PNG
Benny Popoitai,PNG
Henry Torobert,PNG
Koiari Tarata,PNG
Loi Bakani,PNG
Martin Jordan,PNG
Mekere Morauta,PNG
Morea Vele,PNG
Wilson Kamit,PNG
Adam Glapinski,POL
Adam Zebrowski,POL
Andrzej Kazmierczak,POL
Andrzej Rzonca,POL
Andrzej Topinski,POL
Andrzej Wojtyna,POL
Cezary Jozefiak,POL
Cezary Kochalski,POL
Dariusz Rosati,POL
Edward Drozniak,POL
Elzbieta Chojnaduch,POL
Epaminondas Osiatynski,POL
Eryk On,POL
Eugeniusz Gatnar,POL
Gabriela Masowska,POL
Grazyna Ancyparowicz,POL
Grzegorz Wojtowicz,POL
Halina Skatrenkner,POL
Hanna Gronkiewiczwaltz,POL
Henryk Wnorowski,POL
Ireneusz Dabrowski,POL
Iwona Duda,POL
Jan Czekaj,POL
Jan Winiecki,POL
Janusz Krzyzewski,POL
Jerzy Kropiwnicki,POL
Jerzy Osiatynski,POL
Jerzy Pruski,POL
Jerzy Zyzynski,POL
Krzysztof Rybinski,POL
Leonard Siemiatkowski,POL
Leszek Balcerowicz,POL
Ludwik Kotecki,POL
Marcin Zarzecki,POL
Marek Belka,POL
Marek Dabrowski,POL
Miros Pietrewicz,POL
Piotr Wiesiolek,POL
Przemysaw Litwiniuk,POL
Rafa Sura,POL
Slawomir Skrzypek,POL
Stanisaw Majewski,POL
Stanisaw Nieckarz,POL
Stanisaw Owsiak,POL
Ukasz Hardt,POL
W Czkowski,POL
Wiesaw Janczyk,POL
Wieslawa Ziolkowska,POL
Witold Bien,POL
Witold Trampczynski,POL
Wladyslaw Baka,POL
Wojciech Aczkowski,POL
Zdzisaw Pakua,POL
Zdzislaw Appointed,POL
Zdzislaw Pakula,POL
Zyta Gilowska,POL
Alvaro Pereira,PRT
Ana Serra,PRT
Antnio Varela,PRT
Antonio Barbosa,PRT
Antonio Sousa,PRT
Carlos Cano,PRT
Carlos Costa,PRT
Clara Raposo,PRT
Elisa Ferreira,PRT
Francisca Guedes,PRT
Francisca Oliveira,PRT
Helder Rosalino,PRT
Helena Adegas,PRT
Hlder Rosalino,PRT
Joo Tomaz,PRT
Jose Lopes,PRT
Luis Beleza,PRT
Luis Santos,PRT
Luis Sousa,PRT
Lus Santos,PRT
Manuel Nunes,PRT
Mrio Centeno,PRT
Rafael Duque,PRT
Rui Pinto,PRT
Tavares Moreira,PRT
Teodora Cardoso,PRT
Vitor Constancio,PRT
Vitor Pessoa,PRT
Angel Gonzalez,PRY
Carlos Spalding,PRY
Carlos Valdovinos,PRY
Cesar Acosta,PRY
Cesar Martinez,PRY
Crispiniano Silva,PRY
Diego Legalcanisa,PRY
Dionisio Benitez,PRY
Epifanio Fleitas,PRY
Ernesto Argana,PRY
Fernando Facetti,PRY
Fernando Filartiga,PRY
German Irigoyen,PRY
Hermes Ginard,PRY
Humberto Colman,PRY
Jacinto Mallada,PRY
Jorge Corvalan,PRY
Jorge Ferrari,PRY
Jorge Mendoza,PRY
Jose Paez,PRY
Jose Sienra,PRY
Juan Chavez,PRY
Juan Vely,PRY
Liana Caballero,PRY
Luis Doria,PRY
Mario Pastore,PRY
Monica Perez,PRY
Monica Santos,PRY
Pedro Mayor,PRY
Rafael Valenzuela,PRY
Raul Bogado,PRY
Roland Wenninger,PRY
Samuel Aswell,PRY
Santiago Palacios,PRY
Venicio Guerreros,PRY
Washington Silva,PRY
Amin Haddad,PSE
Azzam Shawwa,PSE
Feras Milhem,PSE
Fouad Bseiso,PSE
George Alabed,PSE
Jihad Alwazir,PSE
Shehada Hussein,PSE
Yahya Shunnar,PSE
Abdulla Thani,QAT
Abdullah Alattiyah,QAT
Abdullah Althani,QAT
Al Attiya,QAT
Bandar Althani,QAT
Majid Alsaad,QAT
Agnes Nagy,ROU
Alexandru Nazare,ROU
Anton Moisescu,ROU
Aura Socol,ROU
Aurel Vijoli,ROU
Bogdan Olteanu,ROU
Coloman Maiorescu,ROU
Constantin Tataranu,ROU
Cosmin Marinescu,ROU
Cristian Popa,ROU
Csaba Blint,ROU
Daniel Daianu,ROU
Decebal Urdea,ROU
Emil Ghizari,ROU
Eugen Dijmarescu,ROU
Eugen Interim,ROU
Eugen Nicolaescu,ROU
Florea Dumitrescu,ROU
Florin Georgescu,ROU
Gheorghe Gherghina,ROU
Leonardo Badea,ROU
Liviu Voinea,ROU
Maria Ene,ROU
Marin Dinu,ROU
Marin Lupu,ROU
Mugur Isrescu,ROU
Napoleon Pop,ROU
Nicolae Danila,ROU
Petre Balaceanu,ROU
Silviu Cerna,ROU
Tiberiu Mosoiu,ROU
Vasile Malinschi,ROU
Vasile Rauta,ROU
Virgiliu Stoenescu,ROU
Alexander Khandruyev,RUS
Alexander Stieglitz,RUS
Alexey Grichmanov,RUS
Alexey Guznov,RUS
Alexey Konshin,RUS
Alexey Poskonov,RUS
Alexey Tsismen,RUS
Alexey Ulyukayev,RUS
Alexey Voilukov,RUS
Alexey Yu,RUS
Alexey Zabotkin,RUS
Andrei Zverev,RUS
Andrey Kozlov,RUS
Andrey Kruzhalov,RUS
Aron Sheinman,RUS
Dmitry Skobelkin,RUS
Dmitry Tulin,RUS
Eduard Pleske,RUS
Elizaveta Danilova,RUS
Elvira Nebiullina,RUS
Evgeniy Lamanskiy,RUS
Gennadiy Melikyan,RUS
Gennady Melikyan,RUS
Georgy Luntovsky,RUS
Georgy Matyukhin,RUS
Georgy Pyatakov,RUS
German Zubarev,RUS
Ivan Shipov,RUS
Konstantin Korischenko,RUS
Konstantin Shor,RUS
Ksenia Yudaeva,RUS
Lev Maryasin,RUS
Lyudmila Gudenko,RUS
Miefodiy Svieshnikov,RUS
Mikhail Mamuta,RUS
Mikhail Sukhov,RUS
Moissei Kalmanovich,RUS
N Bulganin,RUS
Nadezhda Ivanova,RUS
Nikolai Bulganin,RUS
Nikolai Garetovsky,RUS
Nikolai Sokolov,RUS
Nikolai Tumanov,RUS
Oleg Vyugin,RUS
Olga Polyakova,RUS
Olga Skorobogatova,RUS
Philipp Gabunia,RUS
Ruslan Vesterovskiy,RUS
Sergey Ignatyev,RUS
Sergey Shvetsov,RUS
Serguey Dubinin,RUS
Solomon Kruglikov,RUS
Tatyana Paramonova,RUS
Vasily Popov,RUS
Vasily Pozdyshev,RUS
Viktor Dementsev,RUS
Viktor Gerashchenko,RUS
Viktor Guerashchenko,RUS
Viktor Melnikov,RUS
Vladimir Alkhimov,RUS
Vladimir Chistyukhin,RUS
Vladislav Kontorovich,RUS
Yakov Golev,RUS
Yuliy Zhukovskiy,RUS
Yury Isaev,RUS
Zulfia Kakhrumanova,RUS
Augustin Ruzindana,RWA
Claver Gatete,RWA
Denis Ntirugirimbabazi,RWA
Francois Kanimba,RWA
Francois Mutemberezi,RWA
Gerard Niyitegeka,RWA
Jean Birara,RWA
Johan Brandon,RWA
John Rwangombwa,RWA
Justin Nsengiyumva,RWA
Masaya Hattori,RWA
Monique Nsanzabanganwa,RWA
Soraya Hakuziyaremye,RWA
Abdulaziz Alquraishi,SAU
Abdulrahman Alhamidy,SAU
Ahmed Alkholifey,SAU
Anwar Ali,SAU
Ayman Alsayari,SAU
Fahad Almubarak,SAU
George Blowers,SAU
Hamad Sayari,SAU
Ibrahim Alnassar,SAU
Khaled Juffali,SAU
Muhammed Aljasser,SAU
Ralph Standish,SAU
Ziad Alyousef,SAU
Abdall Ahmed,SDN
Abdelateef Hassan,SDN
Abdelrahim Mayrgani,SDN
Abdelrahman Hashim,SDN
Awad Aburiesh,SDN
Badr Abbas,SDN
Burai Ahmed,SDN
Elsayid Elfeel,SDN
Elshaik Elshaikh,SDN
Elsheikh Belail,SDN
Faroug Elmagbool,SDN
Hazim Babiker,SDN
Hussein Albasha,SDN
Hussein Jangool,SDN
Hussein Jangoul,SDN
Ibrahim Nimir,SDN
Ismail Hamad,SDN
Mahdi Elshaikh,SDN
Mamoun Beheiry,SDN
Mohamed Alabdein,SDN
Mohamed Elzubair,SDN
Mohamed Elzubeir,SDN
Sabir Elhassan,SDN
Sabir Hassan,SDN
Adama Diaw,SEN
Adama Sow,SEN
Aliou Faye,SEN
Oulimata Sarr,SEN
Alvin Tan,SGP
Barney Lau,SGP
Chaly Kheong,SGP
Chan Keong,SGP
Chan Onn,SGP
Chao Tin,SGP
Chee Tat,SGP
Chia Jiun,SGP
Edward Robinson,SGP
Gan Yong,SGP
Goh Swee,SGP
Goh Tong,SGP
Heng Keat,SGP
Hon Sen,SGP
John Palmer,SGP
Koh Guan,SGP
Lam Leong,SGP
Lawrence Wong,SGP
Lee Loong,SGP
Lee Tieng,SGP
Lim Guan,SGP
Lim Kiang,SGP
Lim Onn,SGP
Lim Teck,SGP
Lucien Kuai,SGP
Ng Sin,SGP
Ong Kung,SGP
Peter Kwee,SGP
Philip Pillai,SGP
Quek Tiat,SGP
Ravi Menon,SGP
Richard Hu,SGP
Shane Tregillis,SGP
Sundaresh Menon,SGP
Susan Soh,SGP
Tan Chuan,SGP
Tan How,SGP
Tan Leng,SGP
Teo Kian,SGP
Teo Lian,SGP
Tharman Shanmugaratnan,SGP
Vijaya Rajah,SGP
Walter Ming,SGP
Yeo Sim,SGP
Anthony Hughes,SLB
Barry Longmuir,SLB
Denton Rarawa,SLB
Gane Simbe,SLB
John Palfrey,SLB
Luke Forau,SLB
Philip Coney,SLB
Rick Houenipwela,SLB
Abdul Turay,SLE
Arthur Johnson,SLE
Christian Kargbo,SLE
Gordon Hall,SLE
Ibrahim Stevens,SLE
James Koroma,SLE
James Rogers,SLE
Jim Fornah,SLE
Joseph Tucker,SLE
Kaifala Marah,SLE
Kelfala Kallon,SLE
Melvin Tucker,SLE
Mohamed Fofana,SLE
Momodu Kargbo,SLE
Patrick Conteh,SLE
Samuel Bangura,SLE
Samuel Nicolcole,SLE
Samura Kamara,SLE
Sheku Sesay,SLE
Stephen Swaray,SLE
Tapsiru Dainkeh,SLE
Victor Bruce,SLE
Alberto Bonilla,SLV
Alfonso Beatriz,SLV
Carlos Canessa,SLV
Carlos Paredes,SLV
Douglas Fuentes,SLV
Edgardo Contreras,SLV
Gino Bettaglio,SLV
Guillermo Quehl,SLV
Luis Duran,SLV
Luz Portillo,SLV
Manuel Harrison,SLV
Marta Rivera,SLV
Maurice Rusconi,SLV
Mauricio Gallardo,SLV
Nicolas Martinez,SLV
Oscar Melgar,SLV
Pedro Delgado,SLV
Rafael Barraza,SLV
Roberto Milla,SLV
Victor Hurtarte,SLV
Antonio Valenti,SMR
Berardi Orietta,SMR
Biagio Bossone,SMR
Catia Tomasetti,SMR
Renato Clarizia,SMR
Abdi Abicar,SOM
Abdi Mohamed,SOM
Abdirahman Abdullahi,SOM
Abdullahi Addow,SOM
Abdullahi Ali,SOM
Abdurahman Herzi,SOM
Abdusalam Omer,SOM
Ali Amalow,SOM
Bashir Isse,SOM
In Abeyance,SOM
Mahmamud Ulusow,SOM
Mahmud Nur,SOM
Mohamud Ahmed,SOM
Omar Omar,SOM
Yussur Abrar,SOM
Ana Gligorijevic,SRB
Bojan Markovi,SRB
Bojan Markovic,SRB
Dejan Soskik,SRB
Diana Dragutinovic,SRB
Dragana Stani,SRB
Dusan Stojanovic,SRB
Kori Udovickikori,SRB
Mira Ericjovic,SRB
Mlaan Dinkic,SRB
Radovan Jelasic,SRB
Veselin Pjei,SRB
Vesna Arsic,SRB
Zeljko Jovi,SRB
Zeljko Jovic,SRB
Addis Othow,SSD
Andrew Madut,SSD
Dier Ngor,SSD
Elijah Aleng,SSD
Gamal Wani,SSD
James Garang,SSD
Johnny Damian,SSD
Kornelio Mayik,SSD
Moses Deng,SSD
Othom Ajak,SSD
Adelino David,STP
Alvaro Santiago,STP
Americo Barros,STP
Americo Ramos,STP
Arlindo Carvalho,STP
Carlos Sousa,STP
Ginesio Mata,STP
Helio Almeida,STP
Hildeberto Seca,STP
Luis Sousa,STP
Manuel Mendes,STP
Maria Silveira,STP
Prudencio Rita,STP
Victor Correia,STP
Andre Telting,SUR
Gillmore Hoefdraad,SUR
Glenn Gersie,SUR
Henk Goedschalk,SUR
Jules Sedney,SUR
Maurice Roemer,SUR
Robert Trikt,SUR
Rudolf Groenman,SUR
Victor Miranda,SUR
Elena Kohutikova,SVK
Ivan Sramko,SVK
Jan Toth,SVK
Jozef Makuch,SVK
Jozef Mudrik,SVK
Karol Mrva,SVK
Ladislav Balko,SVK
Marian Jusko,SVK
Marian Tkac,SVK
Martin Barto,SVK
Milan Horvath,SVK
Milena Korenova,SVK
Peter Kazimir,SVK
Peter Sevcovic,SVK
Tibor Kasiak,SVK
Udovit Odor,SVK
Viliam Ostrozlik,SVK
Vladimir Dvoracek,SVK
Vladimir Masar,SVK
Andrej Rant,SVN
Bostjan Jazbec,SVN
Botjan Vasle,SVN
Bozo Jasovic,SVN
Darko Bohnec,SVN
France Arhar,SVN
Ivan Ribnikar,SVN
Marko Kranjec,SVN
Mitja Gaspari,SVN
Primo Dolenc,SVN
Primoz Dolenc,SVN
Tina Umer,SVN
Tina Zumer,SVN
Aino Bunge,SWE
Anna Breman,SWE
Anna Seim,SWE
Bengt Dennis,SWE
Carl Nordlander,SWE
Cecilia Skingsley,SWE
Erik Theden,SWE
Goran Hjelm,SWE
Henry Ohlsson,SWE
Irma Rosenberg,SWE
Karolina Ekholm,SWE
Kerstin Hessius,SWE
Kerstin Jochnick,SWE
Klas Book,SWE
Krister Wickman,SWE
Kristina Persson,SWE
Lars Heikensten,SWE
Lars Nyberg,SWE
Lars Svensson,SWE
Lars Wohlin,SWE
Martin Flodn,SWE
Mats Lemne,SWE
Per Asbrink,SWE
Per Jansson,SWE
Stefan Ingves,SWE
Susanne Eberstein,SWE
Svante Oberg,SWE
Urban Bckstrm,SWE
Villy Bergstrom,SWE
A Ockenden,SWZ
Ethan Mayisela,SWZ
H Oliver,SWZ
James Nxumalo,SWZ
Martin Dlamini,SWZ
Phil Mnisi,SWZ
S Mdluli,SWZ
Aboo Aumeeruddy,SYC
Caroline Abel,SYC
Francis Changleng,SYC
Francis Leng,SYC
Guy Morel,SYC
Jennifer Morel,SYC
Norman Weber,SYC
Pierre Laporte,SYC
Abdulkader Husrieh,SYR
Adib Accad,SYR
Duraid Durgam,SYR
Duraid Durgham,SYR
Hazem Karfoul,SYR
Hisham Mutawalli,SYR
Hosni Sawaf,SYR
Izzat Traboulsi,SYR
Maysaa Sabreen,SYR
Mohammad Kabbarah,SYR
Mohammad Sharif,SYR
Mohammed Hazima,SYR
Nasouh Dakkak,SYR
Nourallah Nourallah,SYR
Rifaat Akkad,SYR
Taysir Alarbini,SYR
Abbas Tolli,TCD
Yvon Bangui,TCD
Abdoulaye Fadiga,TGO
Jean Compaore,TGO
