PName_original,PName,iso3,first,last,iso3Birth,Start_year,End_year,Start_month,End_month,Position,Sex,Birth_year,Education,BA_or_MA,MBA,PhD,CountryBirth,CityBirth,name
Miranda Goeltom,Miranda Goeltom,IDN,miranda,goeltom,IDN,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Miranda Goeltom
Miranda Goeltom,Miranda Goeltom,IDN,miranda,goeltom,IDN,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Miranda Goeltom
Ardhayadi M,Ardhayadi M,IDN,ardhayadi,m,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Ardhayadi M
Siti Chalimah Fadrijah,Siti Fadrijah,IDN,siti,fadrijah,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Siti Fadrijah
S Rochadi,S Rochadi,IDN,s,rochadi,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,S Rochadi
Hartadi A. Sarwono,Hartadi Sarwono,IDN,hartadi,sarwono,IDN,,,,,President / Governor,0.0,,,,,,,,Hartadi Sarwono
Budi Mulya,Budi Mulya,IDN,budi,mulya,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Budi Mulya
Budi Mulya,Budi Mulya,IDN,budi,mulya,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Budi Mulya
Ronald Waas,Ronald Waas,IDN,ronald,waas,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Ronald Waas
* Hendar,* Hendar,IDN,*,hendar,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,* Hendar
Agus D.W. Martowardojo,Agus Martowardojo,IDN,agus,martowardojo,IDN,,,,,President / Governor,0.0,,,,,,,,Agus Martowardojo
Halim Alamsyah,Halim Alamsyah,IDN,halim,alamsyah,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Halim Alamsyah
Halim Alamsyah,Halim Alamsyah,IDN,halim,alamsyah,IDN,,,,,President / Governor,0.0,,,,,,,,Halim Alamsyah
Halim Alamsyah,Halim Alamsyah,IDN,halim,alamsyah,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Halim Alamsyah
Erwin Rijanto,Erwin Rijanto,IDN,erwin,rijanto,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Erwin Rijanto
Erwin Rijanto,Erwin Rijanto,IDN,erwin,rijanto,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Erwin Rijanto
* Sugeng,* Sugeng,IDN,*,sugeng,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,* Sugeng
Budi Rochadi,Budi Rochadi,IDN,budi,rochadi,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Budi Rochadi
Rosmaya Hadi,Rosmaya Hadi,IDN,rosmaya,hadi,IDN,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Rosmaya Hadi
Perry Warjiyo,Perry Warjiyo,IDN,perry,warjiyo,IDN,,,,,President / Governor,0.0,,,,,,,,Perry Warjiyo
Muliaman D. Hadad,Muliaman Hadad,IDN,muliaman,hadad,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Muliaman Hadad
Muliaman D. Hadad,Muliaman Hadad,IDN,muliaman,hadad,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Muliaman Hadad
Filianingsih Hendarta,Filianingsih Hendarta,IDN,filianingsih,hendarta,IDN,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Filianingsih Hendarta
Juda Agung,Juda Agung,IDN,juda,agung,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Juda Agung
Mirza Adityaswara,Mirza Adityaswara,IDN,mirza,adityaswara,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Mirza Adityaswara
Doni Primanto Joewono,Doni Joewono,IDN,doni,joewono,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Doni Joewono
Aida S. Budiman,Aida Budiman,IDN,aida,budiman,IDN,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Aida Budiman
Dody Waluyo,Dody Waluyo,IDN,dody,waluyo,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Dody Waluyo
Soetikno Slamet,Soetikno Slamet,IDN,soetikno,slamet,IDN,,,,,President / Governor,0.0,,,,,,,,Soetikno Slamet
Saleh,Rachmat Saleh,IDN,rachmat,saleh,IDN,,,,,President / Governor,0.0,,,,,,,,Rachmat Saleh
Osborne Smith,Osborne Smith,IND,osborne,smith,IND,,,,,President / Governor,0.0,,,,,,,,Osborne Smith
Sir Benegal Rama Rau,Benegal Rau,IND,benegal,rau,IND,,,,,President / Governor,0.0,,,,,,,,Benegal Rau
James Braid Taylor,James Taylor,IND,james,taylor,IND,,,,,Board member,0.0,,,,,,,,James Taylor
James Braid Taylor,James Taylor,IND,james,taylor,IND,,,,,President / Governor,0.0,,,,,,,,James Taylor
Sikandar Hayat Khan,Sikandar Khan,IND,sikandar,khan,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Sikandar Khan
C. D. Deshmukh,C Deshmukh,IND,c,deshmukh,IND,,,,,Board member,0.0,,,,,,,,C Deshmukh
C. D. Deshmukh,C Deshmukh,IND,c,deshmukh,IND,,,,,President / Governor,0.0,,,,,,,,C Deshmukh
Dattatreya Gopal Karve,Dattatreya Karve,IND,dattatreya,karve,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Dattatreya Karve
K. G. Ambegaonkar,K Ambegaonkar,IND,k,ambegaonkar,IND,,,,,Board member,0.0,,,,,,,,K Ambegaonkar
K. G. Ambegaonkar,K Ambegaonkar,IND,k,ambegaonkar,IND,,,,,President / Governor,0.0,,,,,,,,K Ambegaonkar
P. C. Bhattacharya,P Bhattacharya,IND,p,bhattacharya,IND,,,,,President / Governor,0.0,,,,,,,,P Bhattacharya
J.J. Anjaria,J Anjaria,IND,j,anjaria,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,J Anjaria
Adarkar,B Adarkar,IND,b,adarkar,IND,,,,,President / Governor,0.0,,,,,,,,B Adarkar
Jha,Lakshmi Jha,IND,lakshmi,jha,IND,,,,,President / Governor,0.0,,,,,,,,Lakshmi Jha
S Jagannathan,Sarukkai Jagannathan,IND,sarukkai,jagannathan,IND,,,,,President / Governor,0.0,,,,,,,,Sarukkai Jagannathan
S.P. Talwar,S Talwar,IND,s,talwar,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,S Talwar
Dr. IG Patel,I Patel,IND,i,patel,IND,,,,,President / Governor,0.0,,,,,,,,I Patel
R N Malhotra,Ram Malhotra,IND,ram,malhotra,IND,,,,,President / Governor,0.0,,,,,,,,Ram Malhotra
M Narasimham,M Narasimham,IND,m,narasimham,IND,,,,,President / Governor,0.0,,,,,,,,M Narasimham
Sardara Singh Johl,Sardara Johl,IND,sardara,johl,IND,,,,,President / Governor,0.0,,,,,,,,Sardara Johl
A Ghosh,Amitav Ghosh,IND,amitav,ghosh,IND,,,,,Board member,0.0,,,,,,,,Amitav Ghosh
A Ghosh,Amitav Ghosh,IND,amitav,ghosh,IND,,,,,President / Governor,0.0,,,,,,,,Amitav Ghosh
S Venkitaramanan,Sri Venkitaramanan,IND,sri,venkitaramanan,IND,,,,,President / Governor,0.0,,,,,,,,Sri Venkitaramanan
V. S. Vyas,V Vyas,IND,v,vyas,IND,,,,,Board member,0.0,,,,,,,,V Vyas
A. Vaidyanathan,A Vaidyanathan,IND,a,vaidyanathan,IND,,,,,Board member,0.0,,,,,,,,A Vaidyanathan
Rabindra Kishen Hazari,Rabindra Hazari,IND,rabindra,hazari,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Rabindra Hazari
Dr. Manmohan Singh,Manmohan Singh,IND,manmohan,singh,IND,,,,,President / Governor,0.0,,,,,,,,Manmohan Singh
Dr. C Rangarajan,Chakravarthi Rangarajan,IND,chakravarthi,rangarajan,IND,,,,,President / Governor,0.0,,,,,,,,Chakravarthi Rangarajan
Ela Bhatt,Ela Bhatt,IND,ela,bhatt,IND,,,,,Board member,1.0,,,,,,,,Ela Bhatt
Ashok S. Ganguly,Ashok Ganguly,IND,ashok,ganguly,IND,,,,,Board member,0.0,,,,,,,,Ashok Ganguly
Mihir Rakshit,Mihir Rakshit,IND,mihir,rakshit,IND,,,,,Board member,0.0,,,,,,,,Mihir Rakshit
Jamshed Jiji Irani,Jamshed Irani,IND,jamshed,irani,IND,,,,,Board member,0.0,,,,,,,,Jamshed Irani
Suresh Krishna,Suresh Krishna,IND,suresh,krishna,IND,,,,,Board member,0.0,,,,,,,,Suresh Krishna
Suresh Kumar Neotia,Suresh Neotia,IND,suresh,neotia,IND,,,,,Board member,0.0,,,,,,,,Suresh Neotia
D. R. Mehta,D Mehta,IND,d,mehta,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,D Mehta
Ratan N. Tata,Ratan Tata,IND,ratan,tata,IND,,,,,Board member,0.0,,,,,,,,Ratan Tata
Yezdi Hirji Malegam,Yezdi Malegam,IND,yezdi,malegam,IND,,,,,Board member,0.0,,,,,,,,Yezdi Malegam
Prithvi Nath Dhar,Prithvi Dhar,IND,prithvi,dhar,IND,,,,,Board member,0.0,,,,,,,,Prithvi Dhar
K. Madhava Rao,Madhava Rao,IND,madhava,rao,IND,,,,,Board member,0.0,,,,,,,,Madhava Rao
Suresh Tendulkar,Suresh Tendulkar,IND,suresh,tendulkar,IND,,,,,Board member,0.0,,,,,,,,Suresh Tendulkar
D. Jayavarthanavelu,D Jayavarthanavelu,IND,d,jayavarthanavelu,IND,,,,,Board member,0.0,,,,,,,,D Jayavarthanavelu
Dr. Y V Reddy,Y Reddy,IND,y,reddy,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Y Reddy
Dr. Bimal Jalan,Bimal Jalan,IND,bimal,jalan,IND,,,,,President / Governor,0.0,,,,,,,,Bimal Jalan
Dr. Y V Reddy,Yaga Reddy,IND,yaga,reddy,IND,,,,,President / Governor,0.0,,,,,,,,Yaga Reddy
K. J. Udeshi,K Udeshi,IND,k,udeshi,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,K Udeshi
S. Narayan,S Narayan,IND,s,narayan,IND,,,,,Board member,0.0,,,,,,,,S Narayan
Anil Kakodkar,Anil Kakodkar,IND,anil,kakodkar,IND,,,,,Board member,0.0,,,,,,,,Anil Kakodkar
Dr. IG Patel,Amrita Patel,IND,amrita,patel,IND,,,,,Board member,1.0,,,,,,,,Amrita Patel
Kishori Udeshi,Kishori Udeshi,IND,kishori,udeshi,IND,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Kishori Udeshi
Vepa Kamesam,Vepa Kamesam,IND,vepa,kamesam,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Vepa Kamesam
Vepa Kamesam,Vepa Kamesam,IND,vepa,kamesam,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Vepa Kamesam
Azim Premji,Azim Premji,IND,azim,premji,IND,,,,,Board member,0.0,,,,,,,,Azim Premji
N. R. Narayana,N Narayana,IND,n,narayana,IND,,,,,Board member,0.0,,,,,,,,N Narayana
Lakshmi Chand,Lakshmi Chand,IND,lakshmi,chand,IND,,,,,Board member,0.0,,,,,,,,Lakshmi Chand
Indira Rajaraman,Indira Rajaraman,IND,indira,rajaraman,IND,,,,,Board member,1.0,,,,,,,,Indira Rajaraman
V Leeladhar,V Leeladhar,IND,v,leeladhar,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,V Leeladhar
V. Leeladhar,V Leeladhar,IND,v,leeladhar,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,V Leeladhar
Ashok Jha,Ashok Jha,IND,ashok,jha,IND,,,,,Board member,0.0,,,,,,,,Ashok Jha
Kiran Karnik,Kiran Karnik,IND,kiran,karnik,IND,,,,,Board member,0.0,,,,,,,,Kiran Karnik
Y.C. Deveshwar,Y Deveshwar,IND,y,deveshwar,IND,,,,,Board member,0.0,,,,,,,,Y Deveshwar
Sudhir Mankad,Sudhir Mankad,IND,sudhir,mankad,IND,,,,,Board member,0.0,,,,,,,,Sudhir Mankad
Shri Kamesam,Shri Kamesam,IND,shri,kamesam,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Shri Kamesam
Rakesh Mohan,Rakesh Mohan,IND,rakesh,mohan,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Rakesh Mohan
Rakesh Mohan,Rakesh Mohan,IND,rakesh,mohan,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Rakesh Mohan
Shyamala Gopinath,Shyamala Gopinath,IND,shyamala,gopinath,IND,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Shyamala Gopinath
Shyamala Gopinath,Shyamala Gopinath,IND,shyamala,gopinath,IND,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Shyamala Gopinath
D. Subbarao,Duvvuri Subbarao,IND,duvvuri,subbarao,IND,,,,,President / Governor,0.0,,,,,,,,Duvvuri Subbarao
Ashok Chawla,Ashok Chawla,IND,ashok,chawla,IND,,,,,Board member,0.0,,,,,,,,Ashok Chawla
N C Sen Gupta,Dipankar Gupta,IND,dipankar,gupta,IND,,,,,Board member,0.0,,,,,,,,Dipankar Gupta
Damodar Acharya,Damodar Acharya,IND,damodar,acharya,IND,,,,,Board member,0.0,,,,,,,,Damodar Acharya
Bharat Doshi,Bharat Doshi,IND,bharat,doshi,IND,,,,,Board member,0.0,,,,,,,,Bharat Doshi
Usha Thorat,Usha Thorat,IND,usha,thorat,IND,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Usha Thorat
Usha Thorat,Usha Thorat,IND,usha,thorat,IND,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Usha Thorat
Shashi Rekha Rajagopalan,Shashi Rajagopalan,IND,shashi,rajagopalan,IND,,,,,Board member,1.0,,,,,,,,Shashi Rajagopalan
Najeeb Jung,Najeeb Jung,IND,najeeb,jung,IND,,,,,Board member,0.0,,,,,,,,Najeeb Jung
Rajiv Kumar,Rajiv Kumar,IND,rajiv,kumar,IND,,,,,Board member,0.0,,,,,,,,Rajiv Kumar
Jaime Caruana,Jaime Caruana,IND,jaime,caruana,ESP,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Jaime Caruana
Shri Leeladhar,Shri Leeladhar,IND,shri,leeladhar,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Shri Leeladhar
Kamalesh Chandra Chakrabarty,Kamalesh Chakrabarty,IND,kamalesh,chakrabarty,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Kamalesh Chakrabarty
D. K. Mittal,D Mittal,IND,d,mittal,IND,,,,,Board member,0.0,,,,,,,,D Mittal
Shashanka Bhide,Shashanka Bhide,IND,shashanka,bhide,IND,,,,,Board member,0.0,,,,,,,,Shashanka Bhide
Ravindra H. Dholakia,Ravindra Dholakia,IND,ravindra,dholakia,IND,,,,,Board member,0.0,,,,,,,,Ravindra Dholakia
S.S. Mundra,S Mundra,IND,s,mundra,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,S Mundra
Ashok Gulati,Ashok Gulati,IND,ashok,gulati,IND,,,,,Board member,0.0,,,,,,,,Ashok Gulati
Revathy Iyer,Revathy Iyer,IND,revathy,iyer,IND,,,,,Board member,1.0,,,,,,,,Revathy Iyer
Revathy Iyer,Revathy Iyer,IND,revathy,iyer,IND,,,,,Board member,1.0,,,,,,,,Revathy Iyer
Shri Khan,Shri Khan,IND,shri,khan,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Shri Khan
Arvind Mayaram,Arvind Mayaram,IND,arvind,mayaram,IND,,,,,Board member,0.0,,,,,,,,Arvind Mayaram
Anand Mahindra,Anand Mahindra,IND,anand,mahindra,IND,,,,,Board member,0.0,,,,,,,,Anand Mahindra
R. Gandhi,R Gandhi,IND,r,gandhi,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,R Gandhi
Shaktikanta Das,Shaktikanta Das,IND,shaktikanta,das,IND,,,,,Board member,0.0,,,,,,,,Shaktikanta Das
V  S Das,V  S Das,IND,v  s,das,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,V  S Das
S Goyal,S Goyal,IND,s,goyal,IND,,,,,Board member,0.0,,,,,,,,S Goyal
S  S Mundra,S  S Mundra,IND,s  s,mundra,IND,,,,,Board member,0.0,,,,,,,,S  S Mundra
Ajay Tyagi,Ajay Tyagi,IND,ajay,tyagi,IND,,,,,Board member,0.0,,,,,,,,Ajay Tyagi
Pami Dua,Pami Dua,IND,pami,dua,IND,,,,,Board member,1.0,,,,,,,,Pami Dua
Nagesh Kumar,Nagesh Kumar,IND,nagesh,kumar,IND,,,,,Board member,0.0,,,,,,,,Nagesh Kumar
Subir Gokarn,Subir Gokarn,IND,subir,gokarn,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Subir Gokarn
Subir Gokarn,Subir Gokarn,IND,subir,gokarn,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Subir Gokarn
Shri Kanungo,Shri Kanungo,IND,shri,kanungo,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Shri Kanungo
Jayanth R. Varma,Jayanth Varma,IND,jayanth,varma,IND,,,,,Board member,0.0,,,,,,,,Jayanth Varma
Shri Subhash Chandra Garg,Shri Garg,IND,shri,garg,IND,,,,,Board member,0.0,,,,,,,,Shri Garg
Michael Patra,Michael Patra,IND,michael,patra,IND,,,,,Board member,0.0,,,,,,,,Michael Patra
Mahesh Jain,Mahesh Jain,IND,mahesh,jain,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Mahesh Jain
M. Rajeshwar Rao,Rajeshwar Rao,IND,rajeshwar,rao,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Rajeshwar Rao
Mridul Saggar,Mridul Saggar,IND,mridul,saggar,IND,,,,,Board member,0.0,,,,,,,,Mridul Saggar
Dr. IG Patel,Urjit Patel,IND,urjit,patel,IND,,,,,Board member,0.0,,,,,,,,Urjit Patel
Dr. IG Patel,Urjit Patel,IND,urjit,patel,IND,,,,,President / Governor,0.0,,,,,,,,Urjit Patel
Sadhana Varma,Sadhana Varma,IND,sadhana,varma,IND,,,,,Board member,1.0,,,,,,,,Sadhana Varma
T. Rabi Sankar,Rabi Sankar,IND,rabi,sankar,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Rabi Sankar
Nachiket Mor,Nachiket Mor,IND,nachiket,mor,IND,,,,,Board member,0.0,,,,,,,,Nachiket Mor
Swaminathan Janakiraman,Swaminathan Janakiraman,IND,swaminathan,janakiraman,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Swaminathan Janakiraman
Rajiv Ranjan,Rajiv Ranjan,IND,rajiv,ranjan,IND,,,,,Board member,0.0,,,,,,,,Rajiv Ranjan
Shirish Chandra Murmu,Shirish Murmu,IND,shirish,murmu,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Shirish Murmu
Kumar Mangalam Birla,Kumar Birla,IND,kumar,birla,IND,,,,,President / Governor,0.0,,,,,,,,Kumar Birla
Sachin Chaturvedi,Sachin Chaturvedi,IND,sachin,chaturvedi,IND,,,,,Board member,0.0,,,,,,,,Sachin Chaturvedi
Chetan Ghate,Chetan Ghate,IND,chetan,ghate,IND,,,,,Board member,0.0,,,,,,,,Chetan Ghate
Shri Sabharwal,Shri Sabharwal,IND,shri,sabharwal,IND,,,,,Board member,0.0,,,,,,,,Shri Sabharwal
Poonam Gupta,Poonam Gupta,IND,poonam,gupta,IND,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Poonam Gupta
Viral V. Acharya,Viral Acharya,IND,viral,acharya,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Viral Acharya
Manilal Balabhai Nanavati,Manilal Nanavati,IND,manilal,nanavati,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Manilal Nanavati
Wajahat Hussain,Wajahat Hussain,IND,wajahat,hussain,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Wajahat Hussain
W.T. McCallum,W Mccallum,IND,w,mccallum,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,W Mccallum
N. Sundaresan,N Sundaresan,IND,n,sundaresan,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,N Sundaresan
Ram Nath,Ram Nath,IND,ram,nath,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Ram Nath
Borra Venkatappaiah,Borra Venkatappaiah,IND,borra,venkatappaiah,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Borra Venkatappaiah
M.V. Rangachari,M Rangachari,IND,m,rangachari,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,M Rangachari
C.S. Divekar,C Divekar,IND,c,divekar,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,C Divekar
M.R. Bhide,M Bhide,IND,m,bhide,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,M Bhide
P.N. Damry,P Damry,IND,p,damry,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,P Damry
S.S. Shiralkar,S Shiralkar,IND,s,shiralkar,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,S Shiralkar
R.K. Sheshadri,R Sheshadri,IND,r,sheshadri,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,R Sheshadri
P.R. Nangia,P Nangia,IND,p,nangia,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,P Nangia
M. Ramakrishnayya,M Ramakrishnayya,IND,m,ramakrishnayya,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,M Ramakrishnayya
M.V. Hate,M Hate,IND,m,hate,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,M Hate
R.K. Kaul,R Kaul,IND,r,kaul,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,R Kaul
P.D. Ojha,P Ojha,IND,p,ojha,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,P Ojha
R. Janakiraman,R Janakiraman,IND,r,janakiraman,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,R Janakiraman
S.S. Tarapore,S Tarapore,IND,s,tarapore,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,S Tarapore
Vipin Malik,Vipin Malik,IND,vipin,malik,IND,,,,,President / Governor,0.0,,,,,,,,Vipin Malik
S.P. Talwar,S Talwar,IND,s,talwar,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,S Talwar
N C Sen Gupta,R Gupta,IND,r,gupta,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,R Gupta
Jagdish Capoor,Jagdish Capoor,IND,jagdish,capoor,IND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Jagdish Capoor
Dr. Y V Reddy,Erasu Reddy,IND,erasu,reddy,IND,,,,,Board member,0.0,,,,,,,,Erasu Reddy
M.L. Shahare,M Shahare,IND,m,shahare,IND,,,,,Board member,0.0,,,,,,,,M Shahare
Dr. Manmohan Singh,K Singh,IND,k,singh,IND,,,,,Board member,0.0,,,,,,,,K Singh
N C Sen Gupta,D Gupta,IND,d,gupta,IND,,,,,Board member,0.0,,,,,,,,D Gupta
U.R. Rao,U Rao,IND,u,rao,IND,,,,,Board member,0.0,,,,,,,,U Rao
Karidia Sanon,Karidia Sanon,IND,karidia,sanon,IND,,,,,Board member,0.0,,,,,,,,Karidia Sanon
R. Gopalan,R Gopalan,IND,r,gopalan,IND,,,,,Board member,0.0,,,,,,,,R Gopalan
G. M. Rao,G Rao,IND,g,rao,IND,,,,,Board member,0.0,,,,,,,,G Rao
Subhash Sheoratan Mundra,Subhash Mundra,IND,subhash,mundra,IND,,,,,Board member,0.0,,,,,,,,Subhash Mundra
Arnab Roy,Arnab Roy,IND,arnab,roy,IND,,,,,Board member,0.0,,,,,,,,Arnab Roy
Ashima Goyal,Ashima Goyal,IND,ashima,goyal,IND,,,,,Board member,1.0,,,,,,,,Ashima Goyal
Saugata Bhattacharya,Saugata Bhattacharya,IND,saugata,bhattacharya,IND,,,,,Board member,0.0,,,,,,,,Saugata Bhattacharya
Kesavan Ramachandran,Kesavan Ramachandran,IND,kesavan,ramachandran,IND,,,,,Board member,0.0,,,,,,,,Kesavan Ramachandran
Joseph Brennan,Joseph Brennan,IRL,joseph,brennan,IRL,,,,,President / Governor,0.0,,,,,,,,Joseph Brennan
James J. McElligott,James Mcelligott,IRL,james,mcelligott,IRL,,,,,President / Governor,0.0,,,,,,,,James Mcelligott
Maurice Moynihan,Maurice Moynihan,IRL,maurice,moynihan,IRL,,,,,President / Governor,0.0,,,,,,,,Maurice Moynihan
T. K. Whitaker,T Whitaker,IRL,t,whitaker,IRL,,,,,President / Governor,0.0,,,,,,,,T Whitaker
Charles Henry Murray,Charles Murray,IRL,charles,murray,IRL,,,,,President / Governor,0.0,,,,,,,,Charles Murray
Tomás F. Ó Cofaigh,Tomas Cofaigh,IRL,tomas,cofaigh,IRL,,,,,President / Governor,0.0,,,,,,,,Tomas Cofaigh
Maurice F. Doyle,Maurice Doyle,IRL,maurice,doyle,IRL,,,,,President / Governor,0.0,,,,,,,,Maurice Doyle
Martin O'Donoghue,Martin Odonoghue,IRL,martin,odonoghue,IRL,,,,,Board member,0.0,,,,,,,,Martin Odonoghue
Maurice O'Connell,Maurice Oconnell,IRL,maurice,oconnell,IRL,,,,,President / Governor,0.0,,,,,,,,Maurice Oconnell
Tony Grimes,Tony Grimes,IRL,tony,grimes,IRL,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Tony Grimes
Brian Hillery,Brian Hillery,IRL,brian,hillery,IRL,,,,,Board member,0.0,,,,,,,,Brian Hillery
Liam Barron,Liam Barron,IRL,liam,barron,IRL,,,,,Board member,0.0,,,,,,,,Liam Barron
Jim Farrell,Jim Farrell,IRL,jim,farrell,IRL,,,,,Board member,0.0,,,,,,,,Jim Farrell
Des Geraghty,Des Geraghty,IRL,des,geraghty,IRL,,,,,Board member,0.0,,,,,,,,Des Geraghty
John Hurley,John Hurley,IRL,john,hurley,IRL,,,,,President / Governor,0.0,,,,,,,,John Hurley
Deirdre Purcell,Deirdre Purcell,IRL,deirdre,purcell,IRL,,,,,Board member,1.0,,,,,,,,Deirdre Purcell
Max Watson,Max Watson,IRL,max,watson,IRL,,,,,Board member,0.0,,,,,,,,Max Watson
Liam O'Reilly,Liam Oreilly,IRL,liam,oreilly,IRL,,,,,Board member,0.0,,,,,,,,Liam Oreilly
Patrick Honohan,Patrick Honohan,IRL,patrick,honohan,IRL,,,,,President / Governor,0.0,,,,,,,,Patrick Honohan
John Fitzgerald,John Fitzgerald,IRL,john,fitzgerald,IRL,,,,,Board member,0.0,,,,,,,,John Fitzgerald
David Begg,David Begg,IRL,david,begg,IRL,,,,,Board member,0.0,,,,,,,,David Begg
David Doyle,David Doyle,IRL,david,doyle,IRL,,,,,Board member,0.0,,,,,,,,David Doyle
Eoin Ryan,Eoin Ryan,IRL,eoin,ryan,IRL,,,,,Board member,0.0,,,,,,,,Eoin Ryan
Patrick Neary,Patrick Neary,IRL,patrick,neary,IRL,,,,,Board member,0.0,,,,,,,,Patrick Neary
John Trethowan,John Trethowan,IRL,john,trethowan,IRL,,,,,Board member,0.0,,,,,,,,John Trethowan
Stefan Gerlach,Stefan Gerlach,IRL,stefan,gerlach,IRL,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Stefan Gerlach
Patricia Byron,Patricia Byron,IRL,patricia,byron,IRL,,,,,Board member,1.0,,,,,,,,Patricia Byron
