PName_original,PName,iso3,first,last,iso3Birth,Start_year,End_year,Start_month,End_month,Position,Sex,Birth_year,Education,BA_or_MA,MBA,PhD,CountryBirth,CityBirth,name
Hans Genberg,Hans Genberg,HKG,hans,genberg,HKG,,,,,Board member,0.0,,,,,,,,Hans Genberg
James K. Vardaman Jr.,James Jr,HKG,james,jr,HKG,,,,,Board member,0.0,,,,,,,,James Jr
Stefan Gannon,Stefan Gannon,HKG,stefan,gannon,HKG,,,,,Board member,0.0,,,,,,,,Stefan Gannon
Amy Yip,Amy Yip,HKG,amy,yip,HKG,,,,,Board member,1.0,,,,,,,,Amy Yip
Norman Chan Tak-iam,Norman Takiam,HKG,norman,takiam,HKG,,,,,President / Governor,0.0,,,,,,,,Norman Takiam
Yiu-kwan Choi,Yiukwan Choi,HKG,yiukwan,choi,HKG,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Yiukwan Choi
Norman Chan Tak-lam,Norman Taklam,HKG,norman,taklam,HKG,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Norman Taklam
Vincent Lee,Vincent Lee,HKG,vincent,lee,HKG,,,,,Board member,0.0,,,,,,,,Vincent Lee
John Nugée,John Nugee,HKG,john,nugee,HKG,,,,,Board member,0.0,,,,,,,,John Nugee
Peter Pang Sing-Tong,Peter Singtong,HKG,peter,singtong,HKG,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Peter Singtong
Stefan Gerlach,Stefan Gerlach,HKG,stefan,gerlach,HKG,,,,,Board member,0.0,,,,,,,,Stefan Gerlach
Esmond Lee,Esmond Lee,HKG,esmond,lee,HKG,,,,,Board member,0.0,,,,,,,,Esmond Lee
Simon Topping,Simon Topping,HKG,simon,topping,HKG,,,,,Board member,0.0,,,,,,,,Simon Topping
Francis Chu,Francis Chu,HKG,francis,chu,HKG,,,,,Board member,0.0,,,,,,,,Francis Chu
Raymond Li,Raymond Li,HKG,raymond,li,HKG,,,,,Board member,0.0,,,,,,,,Raymond Li
Edmond Lau,Edmond Lau,HKG,edmond,lau,HKG,,,,,Board member,0.0,,,,,,,,Edmond Lau
Eddie Yue Wai-man,Eddie Yue,HKG,eddie,yue,HKG,,,,,President / Governor,0.0,,,,,,,,Eddie Yue
Dong He,Dong He,HKG,dong,he,HKG,,,,,Board member,0.0,,,,,,,,Dong He
Arthur Yuen,Arthur Yuen,HKG,arthur,yuen,HKG,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Arthur Yuen
Eddie Yue Wai-man,Eddie Yue,HKG,eddie,yue,HKG,,,,,President / Governor,0.0,,,,,,,,Eddie Yue
Karen Kemp,Karen Kemp,HKG,karen,kemp,HKG,,,,,Board member,1.0,,,,,,,,Karen Kemp
Howard Lee,Howard Lee,HKG,howard,lee,HKG,,,,,Board member,0.0,,,,,,,,Howard Lee
Linda So,Linda So,HKG,linda,so,HKG,,,,,Board member,1.0,,,,,,,,Linda So
Darryl Chan,Darryl Chan,HKG,darryl,chan,HKG,,,,,Board member,0.0,,,,,,,,Darryl Chan
Darryl Chan,Darryl Chan,HKG,darryl,chan,HKG,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Darryl Chan
Anthony Latter,Anthony Latter,HKG,anthony,latter,HKG,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Anthony Latter
Peter Pang,Peter Pang,HKG,peter,pang,HKG,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Peter Pang
Lillian Cheung,Lillian Cheung,HKG,lillian,cheung,HKG,,,,,Board member,1.0,,,,,,,,Lillian Cheung
Colin Pou,Colin Pou,HKG,colin,pou,HKG,,,,,President / Governor,0.0,,,,,,,,Colin Pou
Elizabeth Coupe,Elizabeth Coupe,HKG,elizabeth,coupe,HKG,,,,,Board member,1.0,,,,,,,,Elizabeth Coupe
Archie Ng,Archie Ng,HKG,archie,ng,HKG,,,,,Board member,0.0,,,,,,,,Archie Ng
David Carse,David Carse,HKG,david,carse,HKG,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,David Carse
Marian Li Chan Sien-Mun,Marian Sienmun,HKG,marian,sienmun,HKG,,,,,Board member,1.0,,,,,,,,Marian Sienmun
Guy M Meredith,Guy Meredith,HKG,guy,meredith,HKG,,,,,Board member,0.0,,,,,,,,Guy Meredith
Christopher Munn,Christopher Munn,HKG,christopher,munn,HKG,,,,,Board member,0.0,,,,,,,,Christopher Munn
Nelson Man,Nelson Man,HKG,nelson,man,HKG,,,,,Board member,0.0,,,,,,,,Nelson Man
Meena Datwani,Meena Datwani,HKG,meena,datwani,HKG,,,,,Board member,1.0,,,,,,,,Meena Datwani
Grace Lau,Grace Lau,HKG,grace,lau,HKG,,,,,Board member,1.0,,,,,,,,Grace Lau
Norman Chan,Raymond Chan,HKG,raymond,chan,HKG,,,,,Board member,0.0,,,,,,,,Raymond Chan
Daryl HO,Daryl Ho,HKG,daryl,ho,HKG,,,,,Board member,0.0,,,,,,,,Daryl Ho
Colin POU,Colin Pou,HKG,colin,pou,HKG,,,,,Board member,0.0,,,,,,,,Colin Pou
Carias Pineda,Carias Pineda,HND,carias,pineda,HND,,,,,President / Governor,0.0,,,,,,,,Carias Pineda
Ramon Villeda Bermudez,Ramon Bermudez,HND,ramon,bermudez,HND,,,,,Board member,0.0,,,,,,,,Ramon Bermudez
Emin Barjum,Emin Barjum,HND,emin,barjum,HND,,,,,President / Governor,0.0,,,,,,,,Emin Barjum
Ricardo Maduro,Ricardo Maduro,HND,ricardo,maduro,HND,,,,,President / Governor,0.0,,,,,,,,Ricardo Maduro
Noe Pino,Hugo Pino,HND,hugo,pino,HND,,,,,President / Governor,0.0,,,,,,,,Hugo Pino
Edwin Araque Bonilla,Edwin Bonilla,HND,edwin,bonilla,HND,,,,,President / Governor,0.0,,,,,,,,Edwin Bonilla
Edwin Araque Bonlila,Edwin Bonlila,HND,edwin,bonlila,HND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Edwin Bonlila
Gabriela Núñez Ennabe de Reyes,Gabriela Reyes,HND,gabriela,reyes,HND,,,,,President / Governor,1.0,,,,,,,,Gabriela Reyes
Rebeca Santos,Rebeca Santos,HND,rebeca,santos,HND,,,,,President / Governor,1.0,,,,,,,,Rebeca Santos
Dr. Marlon Tábora Muñoz,Marlon Munoz,HND,marlon,munoz,HND,,,,,President / Governor,0.0,,,,,,,,Marlon Munoz
Wilfredo Rodriguez,Wilfredo Rodriguez,HND,wilfredo,rodriguez,HND,,,,,President / Governor,0.0,,,,,,,,Wilfredo Rodriguez
Roberto Lagos Mondragon,Roberto Mondragon,HND,roberto,mondragon,HND,,,,,President / Governor,0.0,,,,,,,,Roberto Mondragon
Roberto Ramírez Ordóñez,Roberto Ordonez,HND,roberto,ordonez,HND,,,,,President / Governor,0.0,,,,,,,,Roberto Ordonez
Alberto Galeano,Alberto Galeano,HND,alberto,galeano,HND,,,,,President / Governor,0.0,,,,,,,,Alberto Galeano
Bueso,Guillermo Bueso,HND,guillermo,bueso,HND,,,,,President / Governor,0.0,,,,,,,,Guillermo Bueso
Martinez Silva,Praxedes Silva,HND,praxedes,silva,HND,,,,,President / Governor,0.0,,,,,,,,Praxedes Silva
Gonzalo Carías,Gonzalo Carias,HND,gonzalo,carias,HND,,,,,President / Governor,0.0,,,,,,,,Gonzalo Carias
Mahomar,* Mahomar,HND,*,mahomar,HND,,,,,President / Governor,0.0,,,,,,,,* Mahomar
Victoria Asfura de Diaz,Victoria Diaz,HND,victoria,diaz,HND,,,,,President / Governor,1.0,,,,,,,,Victoria Diaz
Manuel Fontecha Ferrari,Manuel Ferrari,HND,manuel,ferrari,HND,,,,,Board member,0.0,,,,,,,,Manuel Ferrari
María Elena Mondragón,Maria Mondragon,HND,maria,mondragon,HND,,,,,President / Governor,1.0,,,,,,,,Maria Mondragon
Suyapa C. Funes Castro,Suyapa Castro,HND,suyapa,castro,HND,,,,,Board member,0.0,,,,,,,,Suyapa Castro
Armando Aguilar Cruz,Armando Cruz,HND,armando,cruz,HND,,,,,Board member,0.0,,,,,,,,Armando Cruz
Sandra de Midences,Sandra Midences,HND,sandra,midences,HND,,,,,President / Governor,1.0,,,,,,,,Sandra Midences
María Elena Mondragón,Maria Mondragon,HND,maria,mondragon,HND,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Maria Mondragon
Renan Sagastume Fernandez,Renan Fernandez,HND,renan,fernandez,HND,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Renan Fernandez
Ricardo Enrique Marichal Matuty,Ricardo Matuty,HND,ricardo,matuty,HND,,,,,Board member,0.0,,,,,,,,Ricardo Matuty
Manuel de Jesús Bautista Flores,Manuel Flores,HND,manuel,flores,HND,,,,,Board member,0.0,,,,,,,,Manuel Flores
Manuel de Jesús Bautista Flores,Manuel Flores,HND,manuel,flores,HND,,,,,President / Governor,0.0,,,,,,,,Manuel Flores
Manuel de Jesus Bautista,Manuel Bautista,HND,manuel,bautista,HND,,,,,Board member,0.0,,,,,,,,Manuel Bautista
Gabriela Núñez Ennabe de Reyes,Mayra Reyes,HND,mayra,reyes,HND,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Mayra Reyes
Ante Cicin-Šain,Ante Cicinsain,HRV,ante,cicinsain,HRV,,,,,President / Governor,0.0,,,,,,,,Ante Cicinsain
Pero Jurkovic,Pero Jurkovic,HRV,pero,jurkovic,HRV,,,,,President / Governor,0.0,,,,,,,,Pero Jurkovic
Gorazd Nikic,Gorazd Nikic,HRV,gorazd,nikic,HRV,,,,,Board member,0.0,,,,,,,,Gorazd Nikic
Ivan Milas,Ivan Milas,HRV,ivan,milas,HRV,,,,,Board member,0.0,,,,,,,,Ivan Milas
Bozidar Jelcic,Bozidar Jelcic,HRV,bozidar,jelcic,HRV,,,,,Board member,0.0,,,,,,,,Bozidar Jelcic
Branimir Lokin,Branimir Lokin,HRV,branimir,lokin,HRV,,,,,Board member,0.0,,,,,,,,Branimir Lokin
Jure Šimović,Jure Simovic,HRV,jure,simovic,HRV,,,,,Board member,0.0,,,,,,,,Jure Simovic
Vlado Leko,Vlado Leko,HRV,vlado,leko,HRV,,,,,Board member,0.0,,,,,,,,Vlado Leko
Željko Rohatinski,Zeljko Rohatinski,HRV,zeljko,rohatinski,HRV,,,,,President / Governor,0.0,,,,,,,,Zeljko Rohatinski
Silvije Orsag,Silvije Orsag,HRV,silvije,orsag,HRV,,,,,Board member,0.0,,,,,,,,Silvije Orsag
Marko Škreb,Marko Skreb,HRV,marko,skreb,HRV,,,,,President / Governor,0.0,,,,,,,,Marko Skreb
Edo Maleti,Edo Maleti,HRV,edo,maleti,HRV,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Edo Maleti
Relja Martic,Relja Martic,HRV,relja,martic,HRV,,,,,President / Governor,0.0,,,,,,,,Relja Martic
Boris Cota,Boris Cota,HRV,boris,cota,HRV,,,,,Board member,0.0,,,,,,,,Boris Cota
Bojan Fras,Bojan Fras,HRV,bojan,fras,HRV,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Bojan Fras
Boris Vujcic,Boris Vujcic,HRV,boris,vujcic,HRV,,,,,President / Governor,0.0,,,,,,,,Boris Vujcic
Boris Vuji,Boris Vuji,HRV,boris,vuji,HRV,,,,,President / Governor,0.0,,,,,,,,Boris Vuji
Neven Barbaroša,Neven Barbarosa,HRV,neven,barbarosa,HRV,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Neven Barbarosa
Sandra Svaljek,Sandra Svaljek,HRV,sandra,svaljek,HRV,,,,,Board member,1.0,,,,,,,,Sandra Svaljek
Sandra Svaljek,Sandra Svaljek,HRV,sandra,svaljek,HRV,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Sandra Svaljek
Sandra Švaljek,Sandra Valjek,HRV,sandra,valjek,HRV,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Sandra Valjek
Sandra Švaljek,Sandra Svaljek,HRV,sandra,svaljek,HRV,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Sandra Svaljek
Zdravko Rogic,Zdravko Rogic,HRV,zdravko,rogic,HRV,,,,,Board member,0.0,,,,,,,,Zdravko Rogic
Michael Faulend,Michael Faulend,HRV,michael,faulend,HRV,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Michael Faulend
Vedran Oi,Vedran Oi,HRV,vedran,oi,HRV,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Vedran Oi
Damir Novotny,Damir Novotny,HRV,damir,novotny,HRV,,,,,Board member,0.0,,,,,,,,Damir Novotny
Mate Babic,Mate Babic,HRV,mate,babic,HRV,,,,,Board member,0.0,,,,,,,,Mate Babic
Tomislav Presecan,Tomislav Presecan,HRV,tomislav,presecan,HRV,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Tomislav Presecan
Adolf Matejka,Adolf Matejka,HRV,adolf,matejka,HRV,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Adolf Matejka
Željko Lovrinčević,Zeljko Lovrincevic,HRV,zeljko,lovrincevic,HRV,,,,,Board member,0.0,,,,,,,,Zeljko Lovrincevic
Vedran Šošić,Vedran Sosic,HRV,vedran,sosic,HRV,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Vedran Sosic
Leger,Marcel Leger,HTI,marcel,leger,HTI,,,,,President / Governor,0.0,,,,,,,,Marcel Leger
Charles Beaulieu,Charles Beaulieu,HTI,charles,beaulieu,HTI,,,,,President / Governor,0.0,,,,,,,,Charles Beaulieu
Claude,Bonivert Claude,HTI,bonivert,claude,HTI,,,,,President / Governor,0.0,,,,,,,,Bonivert Claude
Delatour,Leslie Delatour,HTI,leslie,delatour,HTI,,,,,President / Governor,0.0,,,,,,,,Leslie Delatour
Jean,Fritz Jean,HTI,fritz,jean,HTI,,,,,President / Governor,0.0,,,,,,,,Fritz Jean
Jean Dubois,Jean Dubois,HTI,jean,dubois,HTI,,,,,President / Governor,0.0,,,,,,,,Jean Dubois
Nathanaël Benjamin,Nathanael Benjamin,HTI,nathanael,benjamin,HTI,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Nathanael Benjamin
Andre,Antonio Andre,HTI,antonio,andre,HTI,,,,,President / Governor,0.0,,,,,,,,Antonio Andre
Martineau,Gerard Martineau,HTI,gerard,martineau,HTI,,,,,President / Governor,0.0,,,,,,,,Gerard Martineau
Andre,Antonio Andre,HTI,antonio,andre,HTI,,,,,President / Governor,0.0,,,,,,,,Antonio Andre
Nolte,Allan Nolte,HTI,allan,nolte,HTI,,,,,President / Governor,0.0,,,,,,,,Allan Nolte
Sanon,Jean Sanon,HTI,jean,sanon,HTI,,,,,President / Governor,0.0,,,,,,,,Jean Sanon
Millet,Onill Millet,HTI,onill,millet,HTI,,,,,President / Governor,0.0,,,,,,,,Onill Millet
Joseph Lagroue,Joseph Lagroue,HTI,joseph,lagroue,HTI,,,,,President / Governor,0.0,,,,,,,,Joseph Lagroue
Vilgrain,Jacques Vilgrain,HTI,jacques,vilgrain,HTI,,,,,President / Governor,0.0,,,,,,,,Jacques Vilgrain
Pothel,Serge Pothel,HTI,serge,pothel,HTI,,,,,President / Governor,0.0,,,,,,,,Serge Pothel
Perodin,Roger Perodin,HTI,roger,perodin,HTI,,,,,President / Governor,0.0,,,,,,,,Roger Perodin
Perodin,Roger Perodin,HTI,roger,perodin,HTI,,,,,President / Governor,0.0,,,,,,,,Roger Perodin
Venel Joseph,Venel Joseph,HTI,venel,joseph,HTI,,,,,President / Governor,0.0,,,,,,,,Venel Joseph
Magloire,Raymond Magloire,HTI,raymond,magloire,HTI,,,,,President / Governor,0.0,,,,,,,,Raymond Magloire
Charles Castel,Charles Castel,HTI,charles,castel,HTI,,,,,President / Governor,0.0,,,,,,,,Charles Castel
Ronald Gabriel,Ronald Gabriel,HTI,ronald,gabriel,HTI,,,,,President / Governor,0.0,,,,,,,,Ronald Gabriel
Sándor Popovics,Sandor Popovics,HUN,sandor,popovics,HUN,,,,,President / Governor,0.0,,,,,,,,Sandor Popovics
Béla Imrédy,Bela Imredy,HUN,bela,imredy,HUN,,,,,President / Governor,0.0,,,,,,,,Bela Imredy
László Háy,Laszlo Hay,HUN,laszlo,hay,HUN,,,,,President / Governor,0.0,,,,,,,,Laszlo Hay
László Andor,Laszlo Andor,HUN,laszlo,andor,HUN,,,,,President / Governor,0.0,,,,,,,,Laszlo Andor
Imre Oltványi,Imre Oltvanyi,HUN,imre,oltvanyi,HUN,,,,,President / Governor,0.0,,,,,,,,Imre Oltvanyi
László Temesváry,Laszlo Temesvary,HUN,laszlo,temesvary,HUN,,,,,President / Governor,0.0,,,,,,,,Laszlo Temesvary
Béla Sulyok,Bela Sulyok,HUN,bela,sulyok,HUN,,,,,President / Governor,0.0,,,,,,,,Bela Sulyok
Artúr Kárász,Artur Karasz,HUN,artur,karasz,HUN,,,,,President / Governor,0.0,,,,,,,,Artur Karasz
Dr Andor László,Andor Laszlo,HUN,andor,laszlo,HUN,,,,,President / Governor,0.0,,,,,,,,Andor Laszlo
Dr Mátyás Timár,Matyas Timar,HUN,matyas,timar,HUN,,,,,President / Governor,0.0,,,,,,,,Matyas Timar
Alexandre Lamfalussy,Alexandre Lamfalussy,HUN,alexandre,lamfalussy,HUN,,,,,Board member,0.0,,,,,,,,Alexandre Lamfalussy
Csaba Csáki,Csaba Csaki,HUN,csaba,csaki,HUN,,,,,Board member,0.0,,,,,,,,Csaba Csaki
Béla Kádár,Bela Kadar,HUN,bela,kadar,HUN,,,,,Board member,0.0,,,,,,,,Bela Kadar
György Szapáry,Gyorgy Szapary,HUN,gyorgy,szapary,HUN,,,,,President / Governor,0.0,,,,,,,,Gyorgy Szapary
Gusztav Bager,Gusztav Bager,HUN,gusztav,bager,HUN,,,,,Board member,0.0,,,,,,,,Gusztav Bager
Csaba Csáki,Csaba Csaki,HUN,csaba,csaki,HUN,,,,,President / Governor,0.0,,,,,,,,Csaba Csaki
Dr Ferenc Bartha,Ferenc Bartha,HUN,ferenc,bartha,HUN,,,,,President / Governor,0.0,,,,,,,,Ferenc Bartha
György Kopits,Gyorgy Kopits,HUN,gyorgy,kopits,HUN,,,,,President / Governor,0.0,,,,,,,,Gyorgy Kopits
György Kopits,Gyorgy Kopits,HUN,gyorgy,kopits,HUN,,,,,Board member,0.0,,,,,,,,Gyorgy Kopits
Ferenc Gerhardt,Ferenc Gerhardt,HUN,ferenc,gerhardt,HUN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Ferenc Gerhardt
János Béla Cinkotai,Janos Cinkotai,HUN,janos,cinkotai,HUN,,,,,President / Governor,0.0,,,,,,,,Janos Cinkotai
Gyorgy Kocziszky,Gyorgy Kocziszky,HUN,gyorgy,kocziszky,HUN,,,,,Board member,0.0,,,,,,,,Gyorgy Kocziszky
P_x0013_eter _x0013_Akos Bod,Peter Bod,HUN,peter,bod,HUN,,,,,President / Governor,0.0,,,,,,,,Peter Bod
Dr Zsigmond Járai,Zsigmond Jarai,HUN,zsigmond,jarai,HUN,,,,,President / Governor,0.0,,,,,,,,Zsigmond Jarai
Péter Bihari,Peter Bihari,HUN,peter,bihari,HUN,,,,,President / Governor,0.0,,,,,,,,Peter Bihari
Péter Bihari,Peter Bihari,HUN,peter,bihari,HUN,,,,,Board member,0.0,,,,,,,,Peter Bihari
Henrik Auth,Henrik Auth,HUN,henrik,auth,HUN,,,,,President / Governor,0.0,,,,,,,,Henrik Auth
Gábor Oblath,Gabor Oblath,HUN,gabor,oblath,HUN,,,,,Board member,0.0,,,,,,,,Gabor Oblath
Judit Neményi,Judit Nemenyi,HUN,judit,nemenyi,HUN,,,,,President / Governor,1.0,,,,,,,,Judit Nemenyi
Werner Riecke,Werner Riecke,HUN,werner,riecke,HUN,,,,,President / Governor,0.0,,,,,,,,Werner Riecke
Mihaly Patai,Mihaly Patai,HUN,mihaly,patai,HUN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Mihaly Patai
Surányi György,Suranyi Gyorgy,HUN,suranyi,gyorgy,HUN,,,,,President / Governor,0.0,,,,,,,,Suranyi Gyorgy
Istvan Nagy,Istvan Nagy,HUN,istvan,nagy,HUN,,,,,Board member,0.0,,,,,,,,Istvan Nagy
Dr György Surányi,Gyorgy Suranyi,HUN,gyorgy,suranyi,HUN,,,,,President / Governor,0.0,,,,,,,,Gyorgy Suranyi
Péter Adamecz,Peter Adamecz,HUN,peter,adamecz,HUN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Peter Adamecz
Andras Simor,Andras Simor,HUN,andras,simor,HUN,,,,,President / Governor,0.0,,,,,,,,Andras Simor
Peter Gottfried,Peter Gottfried,HUN,peter,gottfried,HUN,,,,,Board member,0.0,,,,,,,,Peter Gottfried
Ilona Hardy,Ilona Hardy,HUN,ilona,hardy,HUN,,,,,Board member,1.0,,,,,,,,Ilona Hardy
Ilona Hardy,Ilona Hardy,HUN,ilona,hardy,HUN,,,,,Board member,1.0,,,,,,,,Ilona Hardy
Gyrgy Matolcsy,Gyrgy Matolcsy,HUN,gyrgy,matolcsy,HUN,,,,,President / Governor,0.0,,,,,,,,Gyrgy Matolcsy
Ferenc Karvalits,Ferenc Karvalits,HUN,ferenc,karvalits,HUN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Ferenc Karvalits
Júlia Király,Julia Kiraly,HUN,julia,kiraly,HUN,,,,,President / Governor,1.0,,,,,,,,Julia Kiraly
Ferenc Karvalits,Ferenc Karvalits,HUN,ferenc,karvalits,HUN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Ferenc Karvalits
Gyula Pleschinger,Gyula Pleschinger,HUN,gyula,pleschinger,HUN,,,,,Board member,0.0,,,,,,,,Gyula Pleschinger
Éva Búza,Eva Buza,HUN,eva,buza,HUN,,,,,Board member,1.0,,,,,,,,Eva Buza
Mihály Varga,Mihaly Varga,HUN,mihaly,varga,HUN,,,,,President / Governor,0.0,,,,,,,,Mihaly Varga
Andrea Bártfai-Mager,Andrea Bartfaimager,HUN,andrea,bartfaimager,HUN,,,,,Board member,1.0,,,,,,,,Andrea Bartfaimager
Andrea Mager,Andrea Mager,HUN,andrea,mager,HUN,,,,,Board member,1.0,,,,,,,,Andrea Mager
Peter Tari,Peter Tari,HUN,peter,tari,HUN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Peter Tari
Kolos Kardkovacs,Kolos Kardkovacs,HUN,kolos,kardkovacs,HUN,,,,,Board member,0.0,,,,,,,,Kolos Kardkovacs
Zoltán Kovács,Zoltan Kovacs,HUN,zoltan,kovacs,HUN,,,,,Board member,0.0,,,,,,,,Zoltan Kovacs
Márton Nagy,Marton Nagy,HUN,marton,nagy,HUN,,,,,Board member,0.0,,,,,,,,Marton Nagy
Bianka Parragh,Bianka Parragh,HUN,bianka,parragh,HUN,,,,,Board member,1.0,,,,,,,,Bianka Parragh
László Windisch,Laszlo Windisch,HUN,laszlo,windisch,HUN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Laszlo Windisch
Barnabás Virág,Barnabas Virag,HUN,barnabas,virag,HUN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Barnabas Virag
Dániel Palotai,Daniel Palotai,HUN,daniel,palotai,HUN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Daniel Palotai
Csaba Kandracs,Csaba Kandracs,HUN,csaba,kandracs,HUN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Csaba Kandracs
Lipót Baranyai,Lipot Baranyai,HUN,lipot,baranyai,HUN,,,,,President / Governor,0.0,,,,,,,,Lipot Baranyai
Gyula Pósch,Gyula Posch,HUN,gyula,posch,HUN,,,,,President / Governor,0.0,,,,,,,,Gyula Posch
Ernő Csejkey,Erno Csejkey,HUN,erno,csejkey,HUN,,,,,President / Governor,0.0,,,,,,,,Erno Csejkey
Ferenc Jeszenszky,Ferenc Jeszenszky,HUN,ferenc,jeszenszky,HUN,,,,,President / Governor,0.0,,,,,,,,Ferenc Jeszenszky
János Vörös,Janos Voros,HUN,janos,voros,HUN,,,,,President / Governor,0.0,,,,,,,,Janos Voros
Dénes Szántó,Denes Szanto,HUN,denes,szanto,HUN,,,,,President / Governor,0.0,,,,,,,,Denes Szanto
Tímár Mátyás,Timar Matyas,HUN,timar,matyas,HUN,,,,,President / Governor,0.0,,,,,,,,Timar Matyas
Tamás Káró,Tamas Karo,HUN,tamas,karo,HUN,,,,,Board member,0.0,,,,,,,,Tamas Karo
Vilmos Bihari,Vilmos Bihari,HUN,vilmos,bihari,HUN,,,,,Board member,0.0,,,,,,,,Vilmos Bihari
Zoltán Kurali,Zoltan Kurali,HUN,zoltan,kurali,HUN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Zoltan Kurali
Sjafruddin Prawiranegara,Sjafruddin Prawiranegara,IDN,sjafruddin,prawiranegara,IDN,,,,,President / Governor,0.0,,,,,,,,Sjafruddin Prawiranegara
* Soemarno,* Soemarno,IDN,*,soemarno,IDN,,,,,President / Governor,0.0,,,,,,,,* Soemarno
Lukman Hakim,Lukman Hakim,IDN,lukman,hakim,IDN,,,,,President / Governor,0.0,,,,,,,,Lukman Hakim
Jusuf Muda Dalam,Jusuf Dalam,IDN,jusuf,dalam,IDN,,,,,President / Governor,0.0,,,,,,,,Jusuf Dalam
Radius Prawiro,Radius Prawiro,IDN,radius,prawiro,IDN,,,,,President / Governor,0.0,,,,,,,,Radius Prawiro
Siregar,Arifin Siregar,IDN,arifin,siregar,IDN,,,,,President / Governor,0.0,,,,,,,,Arifin Siregar
Mooy,Adrianus Mooy,IDN,adrianus,mooy,IDN,,,,,President / Governor,0.0,,,,,,,,Adrianus Mooy
Djiwandono,Soedradjad Djiwandono,IDN,soedradjad,djiwandono,IDN,,,,,President / Governor,0.0,,,,,,,,Soedradjad Djiwandono
Darmin Nasution,Anwar Nasution,IDN,anwar,nasution,IDN,,,,,President / Governor,0.0,,,,,,,,Anwar Nasution
Sabirin,Syrahil Sabirin,IDN,syrahil,sabirin,IDN,,,,,President / Governor,0.0,,,,,,,,Syrahil Sabirin
Boediono,* Boediono,IDN,*,boediono,IDN,,,,,President / Governor,0.0,,,,,,,,* Boediono
Aulia Tantowi Pohan,Aulia Pohan,IDN,aulia,pohan,IDN,,,,,President / Governor,0.0,,,,,,,,Aulia Pohan
Siti Ch. Fadjrijah,Siti Fadjrijah,IDN,siti,fadjrijah,IDN,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Siti Fadjrijah
Burhanuddin Abdullah,Burhanuddin Abdullah,IDN,burhanuddin,abdullah,IDN,,,,,President / Governor,0.0,,,,,,,,Burhanuddin Abdullah
Miranda Swaray Goeltom,Miranda Goeltom,IDN,miranda,goeltom,IDN,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Miranda Goeltom
Burhanuddin Abdullah,Burhanuddin Abdullah,IDN,burhanuddin,abdullah,IDN,,,,,President / Governor,0.0,,,,,,,,Burhanuddin Abdullah
Achjar Iljas,Achjar Iljas,IDN,achjar,iljas,IDN,,,,,President / Governor,0.0,,,,,,,,Achjar Iljas
Maulana Ibrahim,Maulana Ibrahim,IDN,maulana,ibrahim,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Maulana Ibrahim
Darmin Nasution,Darmin Nasution,IDN,darmin,nasution,IDN,,,,,President / Governor,0.0,,,,,,,,Darmin Nasution
Darmin Nasution,Darmin Nasution,IDN,darmin,nasution,IDN,,,,,President / Governor,0.0,,,,,,,,Darmin Nasution
Miranda Gultom,Miranda Gultom,IDN,miranda,gultom,IDN,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Miranda Gultom
Maman H. Somantri,Maman Somantri,IDN,maman,somantri,IDN,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Maman Somantri
