iso3,country,name,position,start_year,end_year,status
TUN,Tunisia,Chedly Ayari,President / Governor,2012,2018,Histórico
TUN,Tunisia,Marouane El Abassi,President / Governor,2018,En cargo,Actual
TUR,Turkey,Mehmet Naim Talu,President / Governor,1966,1971,Histórico
TUR,Turkey,Memduh Güpgüpoğlu,President / Governor,1971,1975,Histórico
TUR,Turkey,Cafer Tayyar Sadıklar,President / Governor,1976,1978,Histórico
TUR,Turkey,I. Hakki Aydınoğlu,President / Governor,1978,1981,Histórico
TUR,Turkey,Osman Şıklar,President / Governor,1981,1984,Histórico
TUR,Turkey,Yavuz Canevi,President / Governor,1984,1986,Histórico
TUR,Turkey,Rüşdü Saracoğlu,President / Governor,1987,1993,Histórico
TUR,Turkey,Nihat Bülent Gültekin,President / Governor,1993,1994,Histórico
TUR,Turkey,Ş. Yaman Törüner,President / Governor,1994,1995,Histórico
TUR,Turkey,N. Süreyya Serdengeçti,President / Governor,2001,2006,Histórico
TUR,Turkey,Durmuş Yilmaz,President / Governor,2006,2011,Histórico
TUR,Turkey,Erdem Başçı,President / Governor,2011,2016,Histórico
TUR,Turkey,Murat Çetinkaya,President / Governor,2016,2019,Histórico
TUR,Turkey,Murat Uysal,President / Governor,2019,2020,Histórico
TUR,Turkey,Şahap Kavcıoğlu,President / Governor,2021,2023,Histórico
TUR,Turkey,Hafize Gaye Erkan,President / Governor,2023,En cargo,Actual
UGA,Uganda,Joseph Mary Mubiru,President / Governor,1966,1971,Histórico
UGA,Uganda,Simeon Moses Kiingi,President / Governor,1971,1973,Histórico
UGA,Uganda,Onegi- Obel,President / Governor,1973,1978,Histórico
UGA,Uganda,Charles N. Kikonyogo,President / Governor,1979,1979,Histórico
UGA,Uganda,Nkojo Gideon,President / Governor,1979,1980,Histórico
UGA,Uganda,Leo Kibirango,President / Governor,1980,1981,Histórico
UGA,Uganda,Suleiman Kiggundu,President / Governor,1986,1990,Histórico
UGA,Uganda,Charles N. Kikonyogo,President / Governor,1990,2000,Histórico
UGA,Uganda,Michael Atingi-Ego,President / Governor,2022,En cargo,Actual
UKR,Ukraine,Volodymyr Matvienko,President / Governor,1991,1992,Histórico
UKR,Ukraine,Hetman Vadym Petrovych,President / Governor,1992,1993,Histórico
UKR,Ukraine,Viktor Yushchenko,President / Governor,1993,1999,Histórico
UKR,Ukraine,Sergei Tigipko,President / Governor,2002,2004,Histórico
UKR,Ukraine,Volodymyr S. Stelmakh,President / Governor,2004,2011,Histórico
UKR,Ukraine,Sergiy Arbuzov,President / Governor,2011,2013,Histórico
UKR,Ukraine,Ivor Sorkin,President / Governor,2013,2014,Histórico
UKR,Ukraine,Stepan Kubiv,President / Governor,2014,2014,Histórico
UKR,Ukraine,Valeria Oleksiyivna Hontareva,President / Governor,2014,2017,Histórico
UKR,Ukraine,Yakiv Smolii,President / Governor,2017,2018,Histórico
UKR,Ukraine,Yakiv Smolii,President / Governor,2018,2020,Histórico
UKR,Ukraine,Kyrylo Shevchenko,President / Governor,2020,2022,Histórico
UKR,Ukraine,Andriy Pyshnyy,President / Governor,2022,En cargo,Actual
GBR,United Kingdom,Leslie Kenneth O'Brien,President / Governor,1966,1973,Histórico
GBR,United Kingdom,Gordon William Humphreys Richardson,President / Governor,1973,1983,Histórico
GBR,United Kingdom,Robert Leigh-Pemberton,President / Governor,1983,1993,Histórico
GBR,United Kingdom,Edward Alan John George,President / Governor,1993,2003,Histórico
GBR,United Kingdom,Mervyn Allister King,President / Governor,2003,2013,Histórico
GBR,United Kingdom,Mark Carney,President / Governor,2013,2020,Histórico
GBR,United Kingdom,Andrew Bailey,President / Governor,2020,En cargo,Actual
USA,United States,William McChesney Martin Jr,President / Governor,1951,1970,Histórico
USA,United States,Arthur F. Burns,President / Governor,1970,1878,Histórico
USA,United States,G. William Miller,President / Governor,1978,1979,Histórico
USA,United States,Paul A. Volcker,President / Governor,1979,1987,Histórico
USA,United States,Alan Greenspan,President / Governor,1987,2006,Histórico
USA,United States,Ben S. Bernanke,President / Governor,2006,2014,Histórico
USA,United States,Jerome Powell,President / Governor,2018,En cargo,Actual
URY,Uruguay,Enrique Iglesias,President / Governor,1967,1969,Histórico
URY,Uruguay,Carlos Snguinetti,President / Governor,1969,1970,Histórico
URY,Uruguay,Armando R. Malet,President / Governor,1970,1970,Histórico
URY,Uruguay,Nilo R. Marquez,President / Governor,1970,1971,Histórico
URY,Uruguay,Jorge Echevarria Leunda,President / Governor,1971,1972,Histórico
URY,Uruguay,Juan Pedro Amestoy,President / Governor,1972,1973,Histórico
URY,Uruguay,Carlos E. Ricci,President / Governor,1973,1974,Histórico
URY,Uruguay,José Gil Diaz,President / Governor,1974,1982,Histórico
URY,Uruguay,José María Puppo,President / Governor,1982,1984,Histórico
URY,Uruguay,Juan Carlos Protasi,President / Governor,1984,1985,Histórico
URY,Uruguay,Ricardo Pascale,President / Governor,1985,1990,Histórico
URY,Uruguay,Ramón P. Diaz,President / Governor,1990,1993,Histórico
URY,Uruguay,Enrique Braga,President / Governor,1993,1995,Histórico
URY,Uruguay,Ricardo Pascale,President / Governor,1995,1996,Histórico
URY,Uruguay,Humberto Capote,President / Governor,1996,2000,Histórico
URY,Uruguay,César Rodríguez Batlle,President / Governor,2000,2002,Histórico
URY,Uruguay,Julio de Brun,President / Governor,2002,2005,Histórico
URY,Uruguay,Walter Cancela,President / Governor,2005,2008,Histórico
URY,Uruguay,Mario Bergara Duque,President / Governor,2008,2013,Histórico
URY,Uruguay,Alberto Graña,President / Governor,2014,2015,Histórico
URY,Uruguay,Mario Bergara Duque,President / Governor,2015,2018,Histórico
URY,Uruguay,Alberto Graña,President / Governor,2018,2020,Histórico
URY,Uruguay,Diego Labat,President / Governor,2020,En cargo,Actual
VUT,Vanuatu,John A. Howard,President / Governor,1981,1982,Histórico
VUT,Vanuatu,Patrick Noel,President / Governor,1983,1984,Histórico
VUT,Vanuatu,Edward Fillingham,President / Governor,1985,1987,Histórico
VUT,Vanuatu,Franklyn Kere (MS),President / Governor,1988,1992,Histórico
VUT,Vanuatu,Virani (MS),President / Governor,1992,1993,Histórico
VUT,Vanuatu,Sampson Ngwele (MS),President / Governor,1993,1997,Histórico
VUT,Vanuatu,Andrew Kausiama (MS),President / Governor,1998,2003,Histórico
VUT,Vanuatu,Simeon Malachi Athy,President / Governor,2013,En cargo,Actual
VEN,"Venezuela, RB",Benito Raúl Losada,President / Governor,1968,1971,Histórico
VEN,"Venezuela, RB",Alfredo Lafée,President / Governor,1971,1976,Histórico
VEN,"Venezuela, RB",Benito Raúl Losada,President / Governor,1976,1979,Histórico
VEN,"Venezuela, RB",Carlos Rafael Silva,President / Governor,1979,1981,Histórico
VEN,"Venezuela, RB",Benito Raúl Losada,President / Governor,1984,1986,Histórico
VEN,"Venezuela, RB",Hernán Anzola,President / Governor,1986,1987,Histórico
VEN,"Venezuela, RB",Mauricio García Araujo,President / Governor,1987,1989,Histórico
VEN,"Venezuela, RB",Pedro R. Tinoco,President / Governor,1989,1992,Histórico
VEN,"Venezuela, RB",Miguel Rodríguez,President / Governor,1992,1992,Histórico
VEN,"Venezuela, RB",Ruth de Krivoy,President / Governor,1992,1994,Histórico
VEN,"Venezuela, RB",Antonio Casas González,President / Governor,1994,2000,Histórico
VEN,"Venezuela, RB",Diego Luis Castellanos Escalona,President / Governor,2000,2005,Histórico
VEN,"Venezuela, RB",Gastón Luis Parra Luzardo,President / Governor,2005,2009,Histórico
VEN,"Venezuela, RB",Edmée Betancourt de García,President / Governor,2013,2013,Histórico
VEN,"Venezuela, RB",Eudomar Tovar,President / Governor,2013,2014,Histórico
VEN,"Venezuela, RB",Nelson José Merentes Diaz,President / Governor,2014,2017,Histórico
VEN,"Venezuela, RB",José Ricardo Sanguino Cárdenas,President / Governor,2017,2017,Histórico
VEN,"Venezuela, RB",Calixto José Ortega Sánchez,President / Governor,2018,En cargo,Actual
VNM,Vietnam,Ta Hoang Co,President / Governor,1964,1974,Histórico
VNM,Vietnam,Dang Viet Chau,President / Governor,1974,1976,Histórico
VNM,Vietnam,Tran Duong,President / Governor,1977,1981,Histórico
VNM,Vietnam,Nguyen Duy Gia,President / Governor,1981,1986,Histórico
VNM,Vietnam,Lu Minh Châu,President / Governor,1986,1989,Histórico
VNM,Vietnam,Cao Sy Kiêm,President / Governor,1989,1997,Histórico
VNM,Vietnam,Nguyen Tan Dung,President / Governor,1998,1999,Histórico
VNM,Vietnam,Le Duc Thuy,President / Governor,1999,2007,Histórico
VNM,Vietnam,Nguyen Van Giau,President / Governor,2007,2011,Histórico
VNM,Vietnam,Le Minh Hung,President / Governor,2016,2020,Histórico
VNM,Vietnam,Nguyen Thi Hong,President / Governor,2020,En cargo,Actual
YEM,"Yemen, Rep.",Alawi Saleh al-Salami,President / Governor,1994,1997,Histórico
YEM,"Yemen, Rep.",Ahmed Abdul Rahman Al-Samawi,President / Governor,1997,2010,Histórico
YEM,"Yemen, Rep.",Monasser Al Quaiti,President / Governor,2016,2018,Histórico
YEM,"Yemen, Rep.",Mohamed Mansour Zemam,President / Governor,2018,2019,Histórico
YEM,"Yemen, Rep.",Ahmed Obaid Al-Fadhli,President / Governor,2019,2021,Histórico
ZMB,Zambia,R.C.H. Hallet,President / Governor,1964,1967,Histórico
ZMB,Zambia,J.B. Zulu,President / Governor,1967,1970,Histórico
ZMB,Zambia,V.S. Musakanya,President / Governor,1970,1972,Histórico
ZMB,Zambia,Bitwell R. Kuwani,President / Governor,1972,1976,Histórico
ZMB,Zambia,Luke J. Mwananshiku,President / Governor,1976,1981,Histórico
ZMB,Zambia,Bitwell R. Kuwani,President / Governor,1981,1984,Histórico
ZMB,Zambia,David A.R. Phiri,President / Governor,1984,1986,Histórico
ZMB,Zambia,Leonard Chivuno,President / Governor,1986,1987,Histórico
ZMB,Zambia,Francis X. Nkhoma,President / Governor,1987,1989,Histórico
ZMB,Zambia,Jacques A. Boussieres,President / Governor,1990,1992,Histórico
ZMB,Zambia,Dominic C. Mulaisho,President / Governor,1992,1995,Histórico
ZMB,Zambia,Jacob Mwanza,President / Governor,1995,2002,Histórico
ZMB,Zambia,Caleb Mailoni Fundanga,President / Governor,2002,2011,Histórico
ZMB,Zambia,Michael Mikayeli Gondwe,President / Governor,2011,2015,Histórico
ZMB,Zambia,Christopher M. Mvunga,President / Governor,2020,2021,Histórico
ZMB,Zambia,Denny H. Kalyalya (reinstated),President / Governor,2021,En cargo,Actual
ZWE,Zimbabwe,Anthony Grafftey-Smith (died),President / Governor,1956,1960,Histórico
ZWE,Zimbabwe,Richards,President / Governor,1960,1964,Histórico
ZWE,Zimbabwe,Bruce,President / Governor,1964,1976,Histórico
ZWE,Zimbabwe,Desmond Krogh (Reserve Bank of Rhodesia),President / Governor,1976,1980,Histórico
ZWE,Zimbabwe,Desmond Krogh (Reserve Bank of Zimbabwe),President / Governor,1980,1983,Histórico
ZWE,Zimbabwe,Charles Chikaura,President / Governor,2003,2003,Histórico
ZWE,Zimbabwe,Charity Dhliwayo,President / Governor,2013,2014,Histórico
ZWE,Zimbabwe,John Panonetsa Mangudya,President / Governor,2014,En cargo,Actual
