iso3,country,name,position,start_year,end_year,status
IDN,Indonesia,Adrianus Mooy,President / Governor,1988,1993,Histórico
IDN,Indonesia,J. Soedradjad Djiwandono,President / Governor,1993,1998,Histórico
IDN,Indonesia,Syahril Sabirin,President / Governor,1998,2003,Histórico
IDN,Indonesia,Burhanuddin Abdullah,President / Governor,2003,2008,Histórico
IDN,Indonesia,Boediono,President / Governor,2008,2009,Histórico
IDN,Indonesia,Miranda Goeltom,President / Governor,2009,2009,Histórico
IDN,Indonesia,Darmin Nasution,President / Governor,2009,2010,Histórico
IDN,Indonesia,Darmin Nasution,President / Governor,2010,2013,Histórico
IDN,Indonesia,Agus Dermawan Wintarto Martowardojo,President / Governor,2013,2018,Histórico
IDN,Indonesia,Perry Warjiyo,President / Governor,2018,En cargo,Actual
IRN,"Iran, Islamic Rep.",Mehdi Samiei,President / Governor,1970,1971,Histórico
IRN,"Iran, Islamic Rep.",Mohammad Yeganeh,President / Governor,1973,1975,Histórico
IRN,"Iran, Islamic Rep.",Hassan-Ali Mehran,President / Governor,1975,1978,Histórico
IRN,"Iran, Islamic Rep.",Yousef Khoshkish,President / Governor,1978,1979,Histórico
IRN,"Iran, Islamic Rep.",Mahammad-Ali Molavi,President / Governor,1979,1979,Histórico
IRN,"Iran, Islamic Rep.",Alireza Nowbari,President / Governor,1979,1981,Histórico
IRN,"Iran, Islamic Rep.",Mohsen Nourbakhsh,President / Governor,1981,1986,Histórico
IRN,"Iran, Islamic Rep.",Majid Ghasemi,President / Governor,1986,1989,Histórico
IRN,"Iran, Islamic Rep.",Mohammad-Hossain Adeli,President / Governor,1989,1994,Histórico
IRN,"Iran, Islamic Rep.",Mohsen Nourbakhsh,President / Governor,1994,2003,Histórico
IRN,"Iran, Islamic Rep.",Ebrahim Sheibany,President / Governor,2003,2007,Histórico
IRN,"Iran, Islamic Rep.",Tahmasb Mazaheri,President / Governor,2007,2008,Histórico
IRN,"Iran, Islamic Rep.",Mahmoud Bahmani,President / Governor,2008,2013,Histórico
IRN,"Iran, Islamic Rep.",Valiollah Seif,President / Governor,2013,2018,Histórico
IRN,"Iran, Islamic Rep.",Abdolnaser Hemmati,President / Governor,2018,2021,Histórico
IRN,"Iran, Islamic Rep.",Akbar Komijani,President / Governor,2021,2021,Histórico
IRN,"Iran, Islamic Rep.",Ali Salehabadi,President / Governor,2021,2022,Histórico
IRN,"Iran, Islamic Rep.",Mohammad Reza Farzin,President / Governor,2022,En cargo,Actual
IRQ,Iraq,Abdulhassan Zalzalah,President / Governor,1968,1973,Histórico
IRQ,Iraq,Fawzi al-Qaisi,President / Governor,1973,1975,Histórico
IRQ,Iraq,Ahmed Abdullbaqy,President / Governor,1975,1976,Histórico
IRQ,Iraq,Salah al-Din al-Sheikhli,President / Governor,1976,1976,Histórico
IRQ,Iraq,Fakhri Kadouri,President / Governor,1976,1978,Histórico
IRQ,Iraq,Ezz al-Din Mohamed Saleem al-Bahrani,President / Governor,1978,1979,Histórico
IRQ,Iraq,Hassan Tawfiq Al-Najafi,President / Governor,1979,1984,Histórico
IRQ,Iraq,Hikmat Mizban Ibrahim,President / Governor,1984,1987,Histórico
IRQ,Iraq,Subhi Nadhem Frankool,President / Governor,1989,1991,Histórico
IRQ,Iraq,Tariq Taleb al-Takmachi,President / Governor,1991,1994,Histórico
IRQ,Iraq,Essam Rasheed Howaish,President / Governor,1994,2003,Histórico
IRQ,Iraq,Sinan Al Shabibi,President / Governor,2003,2012,Histórico
IRQ,Iraq,Abdulbasit Turki,President / Governor,2012,2014,Histórico
IRQ,Iraq,Ali Mohsen al-Alaq,President / Governor,2014,2020,Histórico
IRQ,Iraq,Mustafa Ghalib Mukheef,President / Governor,2020,2023,Histórico
IRQ,Iraq,Ali Mohsen Ismail Al-Alaq,President / Governor,2023,En cargo,Actual
IRL,Ireland,Thomas K. Whitaker,President / Governor,1969,1976,Histórico
IRL,Ireland,Charles H. Murray,President / Governor,1976,1981,Histórico
IRL,Ireland,Tomas O'Cofaigh,President / Governor,1981,1987,Histórico
IRL,Ireland,Maurice F. Doyle,President / Governor,1987,1994,Histórico
IRL,Ireland,Maurice O'Connell,President / Governor,1994,2002,Histórico
IRL,Ireland,John Hurley,President / Governor,2002,2009,Histórico
IRL,Ireland,Patrick Honohan,President / Governor,2009,2015,Histórico
IRL,Ireland,Philip Lane,President / Governor,2015,2019,Histórico
IRL,Ireland,Gabriel Makhlouf,President / Governor,2019,En cargo,Actual
ISR,Israel,David Horowitz,President / Governor,1954,1971,Histórico
ISR,Israel,Moshe Sanbar,President / Governor,1971,1976,Histórico
ISR,Israel,Arnon Gafny,President / Governor,1976,1981,Histórico
ISR,Israel,Moshe Mandelbaum,President / Governor,1982,1986,Histórico
ISR,Israel,Michael Bruno,President / Governor,1986,1991,Histórico
ISR,Israel,Jacob Frenkel,President / Governor,1991,2000,Histórico
ISR,Israel,David Klein,President / Governor,2000,2005,Histórico
ISR,Israel,Stanley Fischer,President / Governor,2005,2013,Histórico
ISR,Israel,Karnit Flug,President / Governor,2013,2018,Histórico
ISR,Israel,Amir Yaron,President / Governor,2018,En cargo,Actual
ITA,Italy,Guido Carli,President / Governor,1960,1975,Histórico
ITA,Italy,Paolo Baffi,President / Governor,1975,1979,Histórico
ITA,Italy,Carlo Azeglio Ciampi,President / Governor,1979,1993,Histórico
ITA,Italy,Antonio Fazio,President / Governor,1993,2005,Histórico
ITA,Italy,Mario Draghi,President / Governor,2005,2011,Histórico
ITA,Italy,Ignazio Visco,President / Governor,2011,En cargo,Actual
JAM,Jamaica,George Arthur Brown (first term),President / Governor,1967,1977,Histórico
JAM,Jamaica,W. J. Wilson,President / Governor,1977,1977,Histórico
JAM,Jamaica,Herbert Samuel Walker,President / Governor,1977,1981,Histórico
JAM,Jamaica,Owen Jefferson,President / Governor,1981,1982,Histórico
JAM,Jamaica,Horace George Barber,President / Governor,1983,1985,Histórico
JAM,Jamaica,Headley Brown,President / Governor,1985,1989,Histórico
JAM,Jamaica,Owen Jefferson,President / Governor,1989,1989,Histórico
JAM,Jamaica,George Arthur Brown,President / Governor,1989,1992,Histórico
JAM,Jamaica,Roderick Rainford,President / Governor,1992,1993,Histórico
JAM,Jamaica,Jacques Bussieres,President / Governor,1993,1996,Histórico
JAM,Jamaica,Derick Latibeaudiere,President / Governor,1996,2009,Histórico
JAM,Jamaica,Brian Wynter,President / Governor,2009,2019,Histórico
JAM,Jamaica,Richard Owen Byles,President / Governor,2019,En cargo,Actual
JPN,Japan,Tadashi Sasaki,President / Governor,1969,1974,Histórico
JPN,Japan,Teiichiro Morinaga,President / Governor,1974,1979,Histórico
JPN,Japan,Haruo Mayekawa,President / Governor,1979,1984,Histórico
JPN,Japan,Satoshi Sumita,President / Governor,1984,1989,Histórico
JPN,Japan,Yasushi Mieno,President / Governor,1989,1994,Histórico
JPN,Japan,Yasuo Matsushita,President / Governor,1994,1998,Histórico
JPN,Japan,Masaru Hayami,President / Governor,1998,2003,Histórico
JPN,Japan,Toshihiko Fukui,President / Governor,2003,2008,Histórico
JPN,Japan,Masaaki Shirakawa,President / Governor,2008,2013,Histórico
JPN,Japan,Haruhiko Kuroda,President / Governor,2013,2023,Histórico
JPN,Japan,Kazuo Ueda,President / Governor,2023,En cargo,Actual
JOR,Jordan,Khalil Al-Salem,President / Governor,1963,1973,Histórico
JOR,Jordan,Mohammad Said Al-Nabulsi (first term),President / Governor,1973,1985,Histórico
JOR,Jordan,Hussein Al-Qasim (resigned),President / Governor,1985,1989,Histórico
JOR,Jordan,Mohammad Said Al-Nabulsi,President / Governor,1989,1995,Histórico
JOR,Jordan,Ziad Fariz (first term),President / Governor,1996,2000,Histórico
JOR,Jordan,Ummaya Salah Toukan,President / Governor,2000,2010,Histórico
JOR,Jordan,Faris Abdel Hamid Sharaf,President / Governor,2010,2012,Histórico
JOR,Jordan,Ziad Fariz,President / Governor,2012,2022,Histórico
JOR,Jordan,Adel Al-Sharkas,President / Governor,2022,En cargo,Actual
KAZ,Kazakhstan,Vasiliy Bondarenko,President / Governor,1957,1984,Histórico
KAZ,Kazakhstan,Boris Ryabov,President / Governor,1984,1992,Histórico
KAZ,Kazakhstan,Galym Baynazarov,President / Governor,1992,1993,Histórico
KAZ,Kazakhstan,Daulet Sembayev,President / Governor,1993,1996,Histórico
KAZ,Kazakhstan,Uraz Dzhandosov,President / Governor,1996,1998,Histórico
KAZ,Kazakhstan,Kadyrzhan Damitov,President / Governor,1998,1999,Histórico
KAZ,Kazakhstan,Grigori Marchenko,President / Governor,1999,2004,Histórico
KAZ,Kazakhstan,Anvar Saidenov,President / Governor,2004,2009,Histórico
KAZ,Kazakhstan,Grigoriy Aleksandrovich Marchenko,President / Governor,2009,2013,Histórico
KAZ,Kazakhstan,Kairat Nematovich Kelimbetov,President / Governor,2013,2015,Histórico
KAZ,Kazakhstan,Daniyar Akishev,President / Governor,2015,2019,Histórico
KAZ,Kazakhstan,Erbolat Dossaev,President / Governor,2019,2022,Histórico
KAZ,Kazakhstan,Galymzhan Pirmatov,President / Governor,2022,En cargo,Actual
KEN,Kenya,Duncan Ndegwa,President / Governor,1967,1982,Histórico
KEN,Kenya,Philip Ndegwa,President / Governor,1982,1988,Histórico
KEN,Kenya,Eric Cheruiyot Kotut,President / Governor,1988,1993,Histórico
KEN,Kenya,Micah Cheserem,President / Governor,1993,2001,Histórico
KEN,Kenya,Nahashon Ngige Nyagah,President / Governor,2001,2003,Histórico
KEN,Kenya,Andrew Mullei,President / Governor,2003,2007,Histórico
KEN,Kenya,Njuguna S. Ndung,President / Governor,2007,2015,Histórico
KEN,Kenya,Patrick Ngugi Njoroge,President / Governor,2015,En cargo,Actual
KOR,"Korea, Rep.",Suh Jinsoo,President / Governor,1967,1970,Histórico
KOR,"Korea, Rep.",Kim Sungwhan,President / Governor,1970,1978,Histórico
KOR,"Korea, Rep.",Shin Byonghyun,President / Governor,1978,1980,Histórico
KOR,"Korea, Rep.",Kim Joonsung,President / Governor,1980,1982,Histórico
KOR,"Korea, Rep.",Hah Yeungki,President / Governor,1982,1983,Histórico
KOR,"Korea, Rep.",Choi Changnak,President / Governor,1983,1986,Histórico
KOR,"Korea, Rep.",Park Sungsang,President / Governor,1986,1988,Histórico
KOR,"Korea, Rep.",Kim Kun,President / Governor,1988,1992,Histórico
KOR,"Korea, Rep.",Cho Soon,President / Governor,1992,1993,Histórico
KOR,"Korea, Rep.",Kim Myungho,President / Governor,1993,1995,Histórico
KOR,"Korea, Rep.",Lee Kyungshik,President / Governor,1995,1998,Histórico
KOR,"Korea, Rep.",Chon Cholhwan,President / Governor,1998,2002,Histórico
KOR,"Korea, Rep.",Park Seung,President / Governor,2002,2006,Histórico
KOR,"Korea, Rep.",Lee Seongtae,President / Governor,2006,2010,Histórico
KOR,"Korea, Rep.",Kim Choongsoo,President / Governor,2010,2014,Histórico
KOR,"Korea, Rep.",Lee Juyeol,President / Governor,2014,2022,Histórico
KOR,"Korea, Rep.",Chang Yong,President / Governor,2022,En cargo,Actual
KWT,Kuwait,Hamza A. Hussein,President / Governor,1973,1983,Histórico
KWT,Kuwait,Abdulwahab Al-Tammar,President / Governor,1983,1986,Histórico
KWT,Kuwait,Salem Abdulaziz Al Sabah,President / Governor,1986,2012,Histórico
KWT,Kuwait,Mohammad Y. Al-Hashel,President / Governor,2012,2022,Histórico
KWT,Kuwait,Basel Ahmad Al-Haroon,President / Governor,2022,En cargo,Actual
KGZ,Kyrgyz Republic,Marat O. Alapaev,President / Governor,2006,2010,Histórico
KGZ,Kyrgyz Republic,Baktygyl Jeenbaeva,President / Governor,2010,2011,Histórico
KGZ,Kyrgyz Republic,Zina Asankojoeva,President / Governor,2011,2014,Histórico
KGZ,Kyrgyz Republic,Tolkunbek Abdygulov,President / Governor,2014,2021,Histórico
KGZ,Kyrgyz Republic,Kubanychbek Bokontayev,President / Governor,2021,En cargo,Actual
LAO,Lao PDR,Thongchane Ouphalavanh,President / Governor,1968,1977,Histórico
LAO,Lao PDR,Khamphoui Keobouarapha,President / Governor,1980,1980,Histórico
LAO,Lao PDR,Shod Phetlasy,President / Governor,1980,1982,Histórico
LAO,Lao PDR,Bousabong Souvannavong,President / Governor,1983,1987,Histórico
LAO,Lao PDR,Nhouphant Sitphaxay,President / Governor,1987,1988,Histórico
LAO,Lao PDR,Pany Yatohtoh,President / Governor,1988,1992,Histórico
LAO,Lao PDR,Bousabong Souvannavong,President / Governor,1992,1995,Histórico
LAO,Lao PDR,Pany Yatohtoh,President / Governor,1995,1997,Histórico
LAO,Lao PDR,Cheuang Sombounkhan,President / Governor,1997,1999,Histórico
LAO,Lao PDR,Soukan Mahalath,President / Governor,1999,2001,Histórico
LAO,Lao PDR,Phouphet Khamphounvong,President / Governor,2001,2002,Histórico
LAO,Lao PDR,Chansy Phosikham,President / Governor,2002,2003,Histórico
LAO,Lao PDR,Phoumy Thippavone,President / Governor,2003,2005,Histórico
LAO,Lao PDR,Phouphet Khamphounvong,President / Governor,2006,2011,Histórico
LAO,Lao PDR,Sonexay Sitphaxay,President / Governor,2018,2022,Histórico
LAO,Lao PDR,Bounleua Sinxayvoravong,President / Governor,2022,En cargo,Actual
LVA,Latvia,Artūrs Graudiņš,President / Governor,1990,1990,Histórico
LVA,Latvia,Pāvils Sakss,President / Governor,1990,1991,Histórico
LVA,Latvia,Einars Repše,President / Governor,1991,2001,Histórico
LVA,Latvia,Ilmārs Rimšēvičs,President / Governor,2001,2019,Histórico
LVA,Latvia,Mārtiņš Kazāks,President / Governor,2019,En cargo,Actual
LBN,Lebanon,Philippe Takla,President / Governor,1963,1967,Histórico
LBN,Lebanon,Elias Sarkis,President / Governor,1967,1976,Histórico
LBN,Lebanon,Joseph Oughourlian (ad interim),President / Governor,1976,1978,Histórico
LBN,Lebanon,Michel El-Khoury,President / Governor,1978,1985,Histórico
LBN,Lebanon,Edmond Naim,President / Governor,1985,1991,Histórico
LBN,Lebanon,Michel El-Khoury,President / Governor,1991,1993,Histórico
LBN,Lebanon,Riad Salamé,President / Governor,1993,En cargo,Actual
LSO,Lesotho,Stefan Schönberg,President / Governor,1982,1985,Histórico
LSO,Lesotho,Erik Lennart Karlsson,President / Governor,1985,1988,Histórico
LSO,Lesotho,Anthony Mothae Maruping,President / Governor,1988,1998,Histórico
LSO,Lesotho,Stephen Mustapha Swaray,President / Governor,1998,2001,Histórico
LSO,Lesotho,Motlatsi Matekane,President / Governor,2001,2006,Histórico
LSO,Lesotho,Retselisitsoe Matlanyane,President / Governor,2012,2021,Histórico
LSO,Lesotho,Lehlomela Mohapi,President / Governor,2022,2022,Histórico
LSO,Lesotho,Emmanuel Letete,President / Governor,2022,En cargo,Actual
LBY,Libya,Ali Aneizi,President / Governor,1955,1961,Histórico
LBY,Libya,Khalil Bennani,President / Governor,1961,1969,Histórico
LBY,Libya,Kassem Sherlala,President / Governor,1969,1981,Histórico
LBY,Libya,Rajab Msallati,President / Governor,1981,1986,Histórico
LBY,Libya,Muhammad Rajab,President / Governor,1987,1990,Histórico
LBY,Libya,Abdulhafid Zelitni,President / Governor,1990,1996,Histórico
LBY,Libya,Taher Jehaimi,President / Governor,1996,2001,Histórico
LBY,Libya,Ahmed Menesi,President / Governor,2001,2006,Histórico
LBY,Libya,Farhat Bengdara,President / Governor,2006,2011,Histórico
LBY,Libya,Saddek Omar Elkaber (Siddiq Kabir),President / Governor,2011,En cargo,Actual
LTU,Lithuania,Bronius Povilaitis,President / Governor,1990,1990,Histórico
LTU,Lithuania,Vilius Baldisis,President / Governor,1990,1993,Histórico
LTU,Lithuania,Romualdas Visokavicius,President / Governor,1993,1993,Histórico
LTU,Lithuania,Kazys Ratkevicius,President / Governor,1993,1996,Histórico
LTU,Lithuania,Reinoldijus Sarkinas,President / Governor,1996,2011,Histórico
LTU,Lithuania,Vitas Vasiliauskas,President / Governor,2011,2021,Histórico
LTU,Lithuania,Gediminas Šimkus,President / Governor,2021,En cargo,Actual
LUX,Luxembourg,Yves Mersch,President / Governor,1998,2012,Histórico
LUX,Luxembourg,Gaston Reinesch,President / Governor,2013,En cargo,Actual
MAC,"Macao, China",Carlos Alberto Samora Bitoque Vargas Mogo,President / Governor,1980,1981,Histórico
MAC,"Macao, China",José António Iglésias da Silva Tomás,President / Governor,1981,1985,Histórico
MAC,"Macao, China",Manuel Alcindo Antunes Frasquilho,President / Governor,1985,1989,Histórico
MAC,"Macao, China",José Carlos Rodrigues Nunes,President / Governor,1990,1996,Histórico
MAC,"Macao, China",Maria Manuela Morgado Santiago Baptista,President / Governor,1996,1999,Histórico
MAC,"Macao, China",Teng Lin Seng,President / Governor,1999,2017,Histórico
MAC,"Macao, China",Chan Sau San,President / Governor,2017,En cargo,Actual
MKD,"Macedonia, FYR",Ljube Trpeski,President / Governor,1997,2004,Histórico
MKD,"Macedonia, FYR",Petar Goshev,President / Governor,2004,2011,Histórico
MKD,"Macedonia, FYR",Dimitar Bogov,President / Governor,2011,2018,Histórico
MKD,"Macedonia, FYR",Anita Angelovska Bezhoska,President / Governor,2018,En cargo,Actual
MDG,Madagascar,Léon Maxime Rajaobelina,President / Governor,1973,1983,Histórico
MDG,Madagascar,Richard Randriamaholy,President / Governor,1984,1988,Histórico
MDG,Madagascar,Blandin Razafimanjato,President / Governor,1988,1993,Histórico
MDG,Madagascar,Raoul Joelson Ravelomanana,President / Governor,1993,1995,Histórico
MDG,Madagascar,Gaston Edouard Ravelojaona,President / Governor,1996,2007,Histórico
MDG,Madagascar,Frederic Rasamoely,President / Governor,2007,2012,Histórico
MDG,Madagascar,Guy Ratovondrahona,President / Governor,2012,2013,Histórico
MDG,Madagascar,Vonimanitra Razafimbelo,President / Governor,2013,2014,Histórico
MDG,Madagascar,Alain Rasolofondraibe,President / Governor,2014,2019,Histórico
MDG,Madagascar,Henri Rabarijohn,President / Governor,2019,2023,Histórico
MDG,Madagascar,Aivo Andrianarivelo,President / Governor,2023,En cargo,Actual
MWI,Malawi,John Tembo,President / Governor,1970,1984,Histórico
MWI,Malawi,Chakakala Chaziya,President / Governor,1984,1986,Histórico
MWI,Malawi,Stephen Chimwemwe Hara,President / Governor,1986,1988,Histórico
MWI,Malawi,Hans Joachim Lesshafft,President / Governor,1988,1992,Histórico
MWI,Malawi,Francis Perekamoya,President / Governor,1992,1995,Histórico
MWI,Malawi,Mathews Chikaonda,President / Governor,1995,2000,Histórico
MWI,Malawi,Elias Ngalande,President / Governor,2000,2005,Histórico
MWI,Malawi,Victor Mbewe,President / Governor,2005,2009,Histórico
MWI,Malawi,Perks Ligoya,President / Governor,2009,2012,Histórico
MWI,Malawi,Charles Chuka,President / Governor,2012,2017,Histórico
MWI,Malawi,Dalitso Kabambe,President / Governor,2017,2020,Histórico
MWI,Malawi,Wilson Banda,President / Governor,2020,En cargo,Actual
MYS,Malaysia,Tun Ismail bin Mohamed Ali,President / Governor,1962,1980,Histórico
MYS,Malaysia,Abdul Aziz bin Taha,President / Governor,1980,1985,Histórico
MYS,Malaysia,Jaffar bin Hussein,President / Governor,1985,1994,Histórico
MYS,Malaysia,Ahmad bin Mohd Don,President / Governor,1994,1998,Histórico
MYS,Malaysia,Ali Abul Hassan bin Sulaiman,President / Governor,1998,2000,Histórico
MYS,Malaysia,Zeti Akhtar Aziz,President / Governor,2000,2016,Histórico
MYS,Malaysia,Muhammad bin Ibrahim,President / Governor,2016,2018,Histórico
MYS,Malaysia,Nor Shamsiah binti Mohd Yunus,President / Governor,2018,En cargo,Actual
MDV,Maldives,Maumoon Abdul Gayoom,President / Governor,1981,2004,Histórico
MDV,Maldives,Mohamed Jaleel,President / Governor,2004,2005,Histórico
MDV,Maldives,Qasim Ibrahim,President / Governor,2005,2007,Histórico
MDV,Maldives,Abdullah Jihad,President / Governor,2007,2008,Histórico
MDV,Maldives,Fazeel Najeeb,President / Governor,2008,2013,Histórico
MDV,Maldives,Azeema Adam,President / Governor,2014,2017,Histórico
MDV,Maldives,Ahmed Naseer,President / Governor,2017,2019,Histórico
MDV,Maldives,Ali Hashim,President / Governor,2019,En cargo,Actual
MLT,Malta,Philip L. Hogg,President / Governor,1968,1972,Histórico
MLT,Malta,Borge Andersen,President / Governor,1972,1973,Histórico
MLT,Malta,R. J. A. Earland,President / Governor,1973,1974,Histórico
MLT,Malta,Lino Spiteri,President / Governor,1974,1981,Histórico
MLT,Malta,Henry C. de Gabriele,President / Governor,1981,1986,Histórico
MLT,Malta,Anthony P. Galdes,President / Governor,1987,1993,Histórico
MLT,Malta,Francis J. Vassallo,President / Governor,1993,1997,Histórico
MLT,Malta,Emanuel Ellul,President / Governor,1997,1999,Histórico
MLT,Malta,Michael C. Bonello,President / Governor,1999,2011,Histórico
MLT,Malta,Josef Bonnici,President / Governor,2011,2016,Histórico
MLT,Malta,Mario Vella,President / Governor,2016,2020,Histórico
MLT,Malta,Edward Scicluna,President / Governor,2021,En cargo,Actual
MUS,Mauritius,Aunauth Beejadhur,President / Governor,1967,1972,Histórico
MUS,Mauritius,Goorpersad Bunwaree,President / Governor,1973,1982,Histórico
MUS,Mauritius,Indurduth Ramphul,President / Governor,1982,1996,Histórico
MUS,Mauritius,Mitrajeet Dhaneshwar Maraye,President / Governor,1996,1998,Histórico
MUS,Mauritius,Rameswurlall Basant Roi,President / Governor,1998,2006,Histórico
MUS,Mauritius,Yandraduth Googoolye,President / Governor,2007,2007,Histórico
MUS,Mauritius,Rundheersing Bheenick,President / Governor,2007,2010,Histórico
MUS,Mauritius,Yandraduth Googoolye,President / Governor,2010,2010,Histórico
MUS,Mauritius,Rundheersing Bheenick,President / Governor,2010,2014,Histórico
MUS,Mauritius,Rameswurlall Basant Roi,President / Governor,2014,2017,Histórico
MUS,Mauritius,Yandraduth Googoolye,President / Governor,2018,2020,Histórico
MUS,Mauritius,Harvesh Kumar Seegolam,President / Governor,2020,En cargo,Actual
MEX,Mexico,Ernesto Fernández Hurtado,President / Governor,1970,1976,Histórico
MEX,Mexico,Gustavo Romero Kolbeck,President / Governor,1976,1982,Histórico
MEX,Mexico,Miguel Mancera Aguayo,President / Governor,1982,1982,Histórico
MEX,Mexico,Carlos Tello Macias,President / Governor,1982,1982,Histórico
MEX,Mexico,Guillermo Ortiz Martinez,President / Governor,1998,2009,Histórico
MEX,Mexico,Agustin Carstens,President / Governor,2010,2017,Histórico
MEX,Mexico,Alejandro Díaz de León Carrillo,President / Governor,2017,2021,Histórico
MEX,Mexico,Victoria Rodríguez Ceja,President / Governor,2022,En cargo,Actual
MNG,Mongolia,P. Tumur,President / Governor,1965,1975,Histórico
MNG,Mongolia,D. Danzan,President / Governor,1975,1981,Histórico
MNG,Mongolia,G. Khuderchuluun,President / Governor,1981,1991,Histórico
MNG,Mongolia,N. Jargalsaikhan,President / Governor,1991,1992,Histórico
MNG,Mongolia,D. Molomjamts,President / Governor,1992,1996,Histórico
MNG,Mongolia,J. Unenbat,President / Governor,1996,2000,Histórico
MNG,Mongolia,O. Chuluunbat,President / Governor,2000,2006,Histórico
MNG,Mongolia,L. Purevdorj,President / Governor,2009,2012,Histórico
MNG,Mongolia,Nadmid Bayartsaikhan,President / Governor,2016,2019,Histórico
MNG,Mongolia,Byadran Lkhagvasuren,President / Governor,2019,En cargo,Actual
MNE,Montenegro,Ljubiša Krgović,President / Governor,2001,2010,Histórico
MNE,Montenegro,Radoje Žugić,President / Governor,2010,2012,Histórico
MNE,Montenegro,Milojica Dakić,President / Governor,2013,2016,Histórico
MNE,Montenegro,Radoje Žugić,President / Governor,2016,En cargo,Actual
MAR,Morocco,Moulay Hassan Ben El Mehdi,President / Governor,1969,1985,Histórico
MAR,Morocco,Ahmed Bennani,President / Governor,1985,1989,Histórico
MAR,Morocco,Mohamed Seqat,President / Governor,1989,2003,Histórico
MAR,Morocco,Abdellatif Jouahri,President / Governor,2003,En cargo,Actual
MOZ,Mozambique,Alberto Cassimo,President / Governor,1975,1978,Histórico
MOZ,Mozambique,Sergio Viera,President / Governor,1978,1981,Histórico
MOZ,Mozambique,Prakash Ratilal,President / Governor,1981,1986,Histórico
MOZ,Mozambique,Eneas Comiche,President / Governor,1986,1991,Histórico
MOZ,Mozambique,Adriano Afonso Maleiane,President / Governor,1991,2006,Histórico
MOZ,Mozambique,Ernesto Gouveia Gove,President / Governor,2006,2016,Histórico
MOZ,Mozambique,Rogerio Lucas Zandamela,President / Governor,2016,En cargo,Actual
MMR,Myanmar,Kyaw Nyein,President / Governor,1954,1968,Histórico
MMR,Myanmar,Kyaw Nyunt,President / Governor,1971,1975,Histórico
MMR,Myanmar,Aye Hlaing,President / Governor,1975,1981,Histórico
MMR,Myanmar,Aung Sint,President / Governor,1981,1985,Histórico
MMR,Myanmar,Kyaw Myint,President / Governor,1985,1986,Histórico
MMR,Myanmar,Maung Maung Hla,President / Governor,1986,1987,Histórico
MMR,Myanmar,Maung Maung Han,President / Governor,1988,1992,Histórico
MMR,Myanmar,Kyi Aye,President / Governor,1992,1997,Histórico
MMR,Myanmar,Kyaw Kyaw Maung,President / Governor,1997,2007,Histórico
MMR,Myanmar,Than Nyein,President / Governor,2007,2013,Histórico
MMR,Myanmar,Kyaw Kyaw Maung,President / Governor,2013,2021,Histórico
MMR,Myanmar,Than Nyein,President / Governor,2021,2022,Histórico
MMR,Myanmar,Than Than Swe,President / Governor,2022,En cargo,Actual
NAM,Namibia,Wouter Bernard,President / Governor,1990,1991,Histórico
NAM,Namibia,Erik Lennart Karlsson,President / Governor,1991,1993,Histórico
NAM,Namibia,Jafaar bin Ahmad,President / Governor,1994,1996,Histórico
NAM,Namibia,Tom Alweendo,President / Governor,1997,2010,Histórico
NAM,Namibia,Ipumbu Shiimi,President / Governor,2010,2020,Histórico
NAM,Namibia,Johannes !Gawaxab,President / Governor,2020,En cargo,Actual
NPL,Nepal,Yadav Prasad Pant,President / Governor,1968,1973,Histórico
NPL,Nepal,Kul Shekhar Sharma,President / Governor,1973,1978,Histórico
NPL,Nepal,Kalyana Bikram Adhikary,President / Governor,1979,1984,Histórico
NPL,Nepal,Ganesh Bahadur Thapa,President / Governor,1985,1990,Histórico
NPL,Nepal,Hari Shankar Tripathi,President / Governor,1990,1995,Histórico
NPL,Nepal,Satyendra Pyara Shrestha,President / Governor,1995,2000,Histórico
NPL,Nepal,Tilak Bahadur Rawal,President / Governor,2000,2000,Histórico
NPL,Nepal,Deependra Purush Dhakal,President / Governor,2000,2001,Histórico
NPL,Nepal,Tilak Bahadur Rawal,President / Governor,2001,2005,Histórico
NPL,Nepal,Bijaya Nath Bhattarai,President / Governor,2005,2007,Histórico
NPL,Nepal,Krishana Bahadur Manandhar,President / Governor,2007,2009,Histórico
NPL,Nepal,Deependra Bahadur Kshetry,President / Governor,2009,2009,Histórico
NPL,Nepal,Yuba Raj Khatiwada,President / Governor,2010,2015,Histórico
NPL,Nepal,Chiranjibi Nepal,President / Governor,2015,2020,Histórico
NPL,Nepal,Maha Prasad Adhikari,President / Governor,2020,En cargo,Actual
ANT,Netherlands Antilles,V.A. Servage,President / Governor,1970,1977,Histórico
ANT,Netherlands Antilles,J.G.J. van Delden,President / Governor,1977,1981,Histórico
ANT,Netherlands Antilles,P.C. Timmermans,President / Governor,1981,1983,Histórico
ANT,Netherlands Antilles,L. Wong,President / Governor,1983,1986,Histórico
ANT,Netherlands Antilles,V.A. Servage,President / Governor,1986,1991,Histórico
ANT,Netherlands Antilles,Alberto Romero,President / Governor,2017,2017,Histórico
ANT,Netherlands Antilles,Leila Matroos-Lasten,President / Governor,2017,2019,Histórico
ANT,Netherlands Antilles,Bob Traa,President / Governor,2019,2019,Histórico
ANT,Netherlands Antilles,Richard Doornbosch,President / Governor,2020,En cargo,Actual
NLD,"Netherlands, The",Jelle Zijlstra,President / Governor,1967,1982,Histórico
