PName_original;PName;iso3;first;last;iso3Birth;Start_year;End_year;Start_month;End_month;Position;Sex;Birth_year;Education;BA_or_MA;MBA;PhD;CountryBirth;CityBirth;Position_original;Birth_month;Wikipedia_title;Wikipedia_person_url;Wikipedia_qid;Wikipedia_match_score;Wikipedia_match_reason;Wikipedia_match_status;Wikipedia_match_reliable
Eduardo Henrique de Mello Motta Loyo;Eduardo Loyo;BRA;eduardo;loyo;BRA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Rodrigo Telles da Rocha Azevedo;Rodrigo Azevedo;BRA;rodrigo;azevedo;BRA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Mário Gomes Torós;Mario Toros;BRA;mario;toros;BRA;;;;;2;0;1922;;;;;Italy;Pagnacco;President / Governor;12;Mario Toros;https://en.wikipedia.org/wiki/Mario_Toros;Q3849154;48.0;exact_title|name_similarity:1.00|econ_context|role_hint;matched;1
Reinaldo Le Grazie;Reinaldo Grazie;BRA;reinaldo;grazie;BRA;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Alexandre Schwartsman;Alexandre Schwartsman;BRA;alexandre;schwartsman;BRA;;;;;2;0;1963;2;;;;Brazil;São Paulo;President / Governor;2;Alexandre Schwartsman;https://en.wikipedia.org/wiki/Alexandre_Schwartsman;Q15126857;47.0;exact_title|name_similarity:1.00|econ_context|country_hint;matched;1
Alexandre Antonio Tombini;Alexandre Tombini;BRA;alexandre;tombini;BRA;2011;2016;1;6;0;0;1963;3;Sc. University of Illinois;;;Brazil;Porto Alegre;Board member;12;Alexandre Tombini;https://en.wikipedia.org/wiki/Alexandre_Tombini;Q3376150;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Alexandre Antonio Tombini;Alexandre Tombini;BRA;alexandre;tombini;BRA;2011;2016;1;6;0;0;1963;3;Sc. University of Illinois;;;Brazil;Porto Alegre;Board member;12;Alexandre Tombini;https://en.wikipedia.org/wiki/Alexandre_Tombini;Q3376150;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Paulo Sérgio Cavalheiro;Paulo Cavalheiro;BRA;paulo;cavalheiro;BRA;;;;;1;0;1934;;;;;;;Vice-president / Deputy-governor;5;Paulo Cavalheiro;https://en.wikipedia.org/wiki/Paulo_Cavalheiro;Q58892300;39.0;exact_title|name_similarity:1.00|country_hint;matched;1
Paulo Picchetti;Paulo Picchetti;BRA;paulo;picchetti;BRA;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Luiz Fernando Figueiredo;Luiz Figueiredo;BRA;luiz;figueiredo;BRA;;;;;2;0;1955;1;;;;Brazil;Rio de Janeiro;President / Governor;7;Luiz Alberto Figueiredo;https://en.wikipedia.org/wiki/Luiz_Alberto_Figueiredo;Q14699824;21.894736842105264;partial_title|name_similarity:0.79|country_hint;matched;1
Luiz Fernando Figueiredo;Luiz Figueiredo;BRA;luiz;figueiredo;BRA;;;;;1;0;1955;1;;;;Brazil;Rio de Janeiro;Vice-president / Deputy-governor;7;Luiz Alberto Figueiredo;https://en.wikipedia.org/wiki/Luiz_Alberto_Figueiredo;Q14699824;21.894736842105264;partial_title|name_similarity:0.79|country_hint;matched;1
Carlos Hamilton Vasconcelos Araújo;Carlos Araujo;BRA;carlos;araujo;BRA;;;;;2;0;1981;;;;;Argentina;Mendoza;President / Governor;11;Carlos Araujo;https://en.wikipedia.org/wiki/Carlos_Araujo;Q5041788;35.0;exact_title|name_similarity:1.00;matched;1
Mário Magalhães Carvalho Mesquita;Mario Mesquita;BRA;mario;mesquita;BRA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Tony Volpon;Tony Volpon;BRA;tony;volpon;BRA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Ilan Goldfajn;Ilan Goldfajn;BRA;ilan;goldfajn;BRA;2016;2019;6;2;2;0;1966;6;;;"Federal University of Rio de; Catholic University of Rio; Massachusetts Institute of Technology";Israel;Haifa;President / Governor;3;Ilan Goldfajn;https://en.wikipedia.org/wiki/Ilan_Goldfajn;Q25439494;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Mauricio Moura;Mauricio Moura;BRA;mauricio;moura;BRA;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Roberto Neto;Roberto Neto;BRA;roberto;neto;BRA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Sérgio Darcy da Silva Alves;Sergio Alves;BRA;sergio;alves;BRA;;;;;2;0;1970;;;;;Brazil;Recife;President / Governor;4;Sérgio Alves;https://en.wikipedia.org/wiki/Sérgio_Alves;Q10376096;39.0;exact_title|name_similarity:1.00|country_hint;matched;1
Paulo Vieira da Cunha;Paulo Cunha;BRA;paulo;cunha;BRA;;;;;2;0;;;;;;;;President / Governor;;Paulo Cunha (businessman);https://en.wikipedia.org/wiki/Paulo_Cunha_(businessman);Q10346617;41.47058823529411;strong_title|name_similarity:0.65|econ_context|country_hint|role_hint;rejected;0
Otavio Damaso;Otavio Damaso;BRA;otavio;damaso;BRA;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Ferreira;Isaac Ferreira;BRA;isaac;ferreira;BRA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Ferreira;Isaac Ferreira;BRA;isaac;ferreira;BRA;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Joao Mello;Joao Mello;BRA;joao;mello;BRA;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Carolina Barros;Carolina Barros;BRA;carolina;barros;BRA;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Ailton de Aquino Santos;Ailton Santos;BRA;ailton;santos;BRA;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Rodrigo Alves Teixeira;Rodrigo Teixeira;BRA;rodrigo;teixeira;BRA;;;;;0;0;1978;;;;;Brazil;Belo Horizonte;Board member;6;Rodrigo Teixeira;https://en.wikipedia.org/wiki/Rodrigo_Teixeira;Q7357431;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Tiago Couto Berriel;Tiago Berriel;BRA;tiago;berriel;BRA;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Fernanda Guardado;Fernanda Guardado;BRA;fernanda;guardado;BRA;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Diogo Abry Guillen;Diogo Guillen;BRA;diogo;guillen;BRA;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Renato Goncalves;Renato Goncalves;BRA;renato;goncalves;BRA;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Bruno Serra Fernandes;Bruno Fernandes;BRA;bruno;fernandes;BRA;;;;;0;0;1978;;;;;Brazil;Rio de Janeiro;Board member;4;Bruno F. Fernandes;https://en.wikipedia.org/wiki/Bruno_F._Fernandes;Q15704621;36.375;partial_title|name_similarity:0.94|econ_context|country_hint|role_hint;matched;1
Gabriel Galipolo;Gabriel Galipolo;BRA;gabriel;galipolo;BRA;2023;2023;5;7;0;0;1982;2;Catholic University of São;;;Brazil;São Paulo;Board member;4;Gabriel Galípolo;https://en.wikipedia.org/wiki/Gabriel_Galípolo;Q118333955;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Gabriel Galípolo;Gabriel Galipolo;BRA;gabriel;galipolo;BRA;2023;2023;5;7;2;0;1982;2;Catholic University of São;;;Brazil;São Paulo;President / Governor;4;Gabriel Galípolo;https://en.wikipedia.org/wiki/Gabriel_Galípolo;Q118333955;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Ary Burguer;Ary Burguer;BRA;ary;burguer;BRA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Luiz Augusto de Oliveira Candiota;Luiz Candiota;BRA;luiz;candiota;BRA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
João Antônio Fleury Teixeira;Joao Teixeira;BRA;joao;teixeira;BRA;;;;;0;0;;;;;;;;Board member;;João Teixeira de Faria;https://en.wikipedia.org/wiki/João_Teixeira_de_Faria;Q576918;29.42857142857143;strong_title|name_similarity:0.74|country_hint;rejected;0
Meirelles;Anthero Meirelles;BRA;anthero;meirelles;BRA;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Altamir Lopes;Altamir Lopes;BRA;altamir;lopes;BRA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Carlos Viana de Carvalho;Carlos Carvalho;BRA;carlos;carvalho;BRA;;;;;0;0;1957;;;;;Brazil;Rio de Janeiro;Board member;3;Carlos Carvalho;https://en.wikipedia.org/wiki/Carlos_Carvalho;Q79423309;39.0;exact_title|name_similarity:1.00|country_hint;matched;1
Renato Dias de Brito Gomes;Renato Gomes;BRA;renato;gomes;BRA;;;;;1;0;1981;;;;;Brazil;João Pessoa;Vice-president / Deputy-governor;1;Renato Gomes;https://en.wikipedia.org/wiki/Renato_Gomes;Q2143612;39.0;exact_title|name_similarity:1.00|country_hint;matched;1
Dr. Courtney Blackman;Courtney Blackman;BRB;courtney;blackman;BRB;;;;;2;0;1933;6;;;"University of the; Interamerican University of Puerto; Columbia University";Barbados;Barbados;President / Governor;3;Courtney Blackman;https://en.wikipedia.org/wiki/Courtney_Blackman;Q5178581;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Dr Kurgleigh King;Kurleigh King;BRB;kurleigh;king;BRB;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
DeLisle Worrell;De Worrell;BRB;de;worrell;BRB;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
DeLisle Worrell;Delisle Worrell;BRB;delisle;worrell;BRB;2009;2017;11;3;2;0;1945;6;;;Gill University;Barbados;Barbados;President / Governor;;DeLisle Worrell;https://en.wikipedia.org/wiki/DeLisle_Worrell;Q19372427;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Carlos Holder;Carlos Holder;BRB;carlos;holder;BRB;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Darcy Boyce;Darcy Boyce;BRB;darcy;boyce;BRB;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Elson Gaskin;Elson Gaskin;BRB;elson;gaskin;BRB;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Cleviston Haynes;Cleviston Haynes;BRB;cleviston;haynes;BRB;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Dr Greenidge;Dr Greenidge;BRB;dr;greenidge;BRB;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Mr. Calvin Springer;Calvin Springer;BRB;calvin;springer;BRB;;;;;2;0;;;;;;;;President / Governor;;Calvin S. Hall;https://en.wikipedia.org/wiki/Calvin_S._Hall;Q1027727;18.714285714285715;name_similarity:0.57|econ_context|role_hint;rejected;0
Mr. Winston Cox;Winston Cox;BRB;winston;cox;BRB;;;;;2;0;;;;;;;;President / Governor;;Joseph Winston Cox;https://en.wikipedia.org/wiki/Joseph_Winston_Cox;Q6288027;30.58620689655172;partial_title|name_similarity:0.76|econ_context|role_hint;rejected;0
Marion Williams;Marion Williams;BRB;marion;williams;BRB;;;;;2;1;1927;;;;;United States;Miami;President / Governor;8;Marion Williams;https://en.wikipedia.org/wiki/Marion_Williams;Q4470088;35.0;exact_title|name_similarity:1.00;matched;1
Kevin Greenidge;Kevin Greenidge;BRB;kevin;greenidge;BRB;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Haji Mohd Roselan bin Haij Mohd Daud;Haji Daud;BRN;haji;daud;BRN;;;;;0;0;;;;;;;;Board member;;Mohammad bin Daud;https://en.wikipedia.org/wiki/Mohammad_bin_Daud;Q117042830;16.153846153846153;shared_last_name|name_similarity:0.62|country_hint;rejected;0
Haji Mohd Roselan bin Haij Mohd Daud;Haji Daud;BRN;haji;daud;BRN;;;;;0;0;;;;;;;;Board member;;Mohammad bin Daud;https://en.wikipedia.org/wiki/Mohammad_bin_Daud;Q117042830;16.153846153846153;shared_last_name|name_similarity:0.62|country_hint;rejected;0
Khairuddin bin Haji Abdul Hamid;Khairuddin Hamid;BRN;khairuddin;hamid;BRN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Dr. Haji Abdul Manaf bin Haji Metussin;Haji Metussin;BRN;haji;metussin;BRN;;;;;2;0;;;;;;;;President / Governor;;Abdul Manaf Metussin;https://en.wikipedia.org/wiki/Abdul_Manaf_Metussin;Q113630374;29.060606060606062;shared_last_name|name_similarity:0.61|econ_context|country_hint|role_hint;rejected;0
Haji Hisham bin Haji Mohd Hanifah;Haji Hanifah;BRN;haji;hanifah;BRN;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Haji Ahmaddin bin Haji Abdul Rahman;Haji Rahman;BRN;haji;rahman;BRN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Prince Billah;Prince Billah;BRN;prince;billah;BRN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Abdul Ibrahim;Abdul Ibrahim;BRN;abdul;ibrahim;BRN;;;;;0;0;;;;;;;;Board member;;Abdul Ibrahim (politician);https://en.wikipedia.org/wiki/Abdul_Ibrahim_(politician);Q108062292;30.027027027027028;strong_title|name_similarity:0.70|role_hint;rejected;0
Mohd Rosli bin Haji Sabtu;Mohd Sabtu;BRN;mohd;sabtu;BRN;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Dayang Naimah binti Md.Ali;Dayang Md;BRN;dayang;md;BRN;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Mohammad Yasmin bin Haji Umar;Mohammad Umar;BRN;mohammad;umar;BRN;;;;;0;0;;;;;;;;Board member;;Mohammad Umar (Sindh cricketer);https://en.wikipedia.org/wiki/Mohammad_Umar_(Sindh_cricketer);Q85786039;24.19047619047619;strong_title|name_similarity:0.62;rejected;0
Rashidah binti Haji Sabtu;Rashidah Sabtu;BRN;rashidah;sabtu;BRN;;;;;1;1;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Lyonpo Kinzang Dorji;Lyonpo Dorji;BTN;lyonpo;dorji;BTN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
H. E. Lyonpo Yeshey Zimba;Lyonpo Zimba;BTN;lyonpo;zimba;BTN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
H. E. Lyonpo Yeshey Zimba;Lyonpo Zimba;BTN;lyonpo;zimba;BTN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
H.E. Daw Tezin;H Tezin;BTN;h;tezin;BTN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Dasho Penjore;Dasho Penjore;BTN;dasho;penjore;BTN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Ashi Sonam Choden Wangchuck;Ashi Wangchuck;BTN;ashi;wangchuck;BTN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Dasho Bap Kesang;Dasho Kesang;BTN;dasho;kesang;BTN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Sonam Wangchuk;Dasho Wangchuk;BTN;dasho;wangchuk;BTN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Lyonpo Wangdi Norbu;Lyonpo Norbu;BTN;lyonpo;norbu;BTN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Lyonpo Wangdi Norbu;Lyonpo Norbu;BTN;lyonpo;norbu;BTN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Daw Tenzin;Dasho Tenzin;BTN;dasho;tenzin;BTN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Dasho Yangchen Tshogyel;Dasho Tshogyel;BTN;dasho;tshogyel;BTN;;;;;2;1;;;;;;;;President / Governor;;;;;;;rejected;0
"Jean-Baptiste Compaoré
";Jean Compaore;BUR;jean;compaore;BUR;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
N Fidzani;N Fidzani;BWA;n;fidzani;BWA;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
T. Seretse;T Seretse;BWA;t;seretse;BWA;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Charles Kikonyogo	;Charles Kikonyogo;BWA;charles;kikonyogo;BWA;;;;;2;0;;;;;;;;President / Governor;;Charles Kikonyogo Nyonyintono;https://en.wikipedia.org/wiki/Charles_Kikonyogo_Nyonyintono;Q138542252;38.391304347826086;strong_title|name_similarity:0.74|econ_context|role_hint;rejected;0
Charles Nyonyintono Kikonyogo;Charles Kikonyogo;BWA;charles;kikonyogo;BWA;;;;;2;0;;;;;;;;President / Governor;;Charles Kikonyogo Nyonyintono;https://en.wikipedia.org/wiki/Charles_Kikonyogo_Nyonyintono;Q138542252;38.391304347826086;strong_title|name_similarity:0.74|econ_context|role_hint;rejected;0
Hermans;Christopher Hermans;BWA;christopher;hermans;BWA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Quill Hermans;Quill Hermans;BWA;quill;hermans;BWA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Festus Mogae;Festus Mogae;BWA;festus;mogae;BWA;1998;2008;4;4;2;0;1939;2;Oxford University of Sussex;;;Botswana;Serowe;President / Governor;8;Festus Mogae;https://en.wikipedia.org/wiki/Festus_Mogae;Q193238;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Mogae;Festus Mogae;BWA;festus;mogae;BWA;1998;2008;4;4;2;0;1939;2;Oxford University of Sussex;;;Botswana;Serowe;President / Governor;8;Festus Mogae;https://en.wikipedia.org/wiki/Festus_Mogae;Q193238;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Gaolathe;Baledzi Gaolathe;BWA;baledzi;gaolathe;BWA;;;;;2;0;;;;;;;;President / Governor;;Ndaba Gaolathe;https://en.wikipedia.org/wiki/Ndaba_Gaolathe;Q117843828;30.333333333333332;shared_last_name|name_similarity:0.73|econ_context|country_hint|role_hint;rejected;0
U. Corea;U Corea;BWA;u;corea;BWA;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Linah K Mohohlo;Linah Mohohlo;BWA;linah;mohohlo;BWA;1999;2016;10;;2;1;1952;1;;;;Botswana;Ramotswa;President / Governor;2;Linah Mohohlo;https://en.wikipedia.org/wiki/Linah_Mohohlo;Q6550228;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
G Cunliffe;G Cunliffe;BWA;g;cunliffe;BWA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Linah Mohohlo;Linah Mohohlo;BWA;linah;mohohlo;BWA;1999;2016;10;;2;1;1952;1;;;;Botswana;Ramotswa;President / Governor;2;Linah Mohohlo;https://en.wikipedia.org/wiki/Linah_Mohohlo;Q6550228;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Keith Jefferis;Keith Jefferis;BWA;keith;jefferis;BWA;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Moses Dinekere Pelaelo;Moses Pelaelo;BWA;moses;pelaelo;BWA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Moses Dinekere Pelaelo;Moses Pelaelo;BWA;moses;pelaelo;BWA;;;;;2;1;;;;;;;;President / Governor;;;;;;;rejected;0
Cornelius Dekop;Cornelius Dekop;BWA;cornelius;dekop;BWA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Victoria Lekoma;Victoria Lekoma;BWA;victoria;lekoma;BWA;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Malebogo Bakwena;Malebogo Bakwena;BWA;malebogo;bakwena;BWA;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Brenton C. Leavitt;Brenton Leavitt;BWA;brenton;leavitt;BWA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
K.R. Jefferis;K Jefferis;BWA;k;jefferis;BWA;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
R. G. M Mmutle;R Mmutle;BWA;r;mmutle;BWA;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
B. Moeletsi;B Moeletsi;BWA;b;moeletsi;BWA;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
C. S. Botlhole-Mmopi;C Botlholemmopi;BWA;c;botlholemmopi;BWA;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
R.N. Matthews;R Matthews;BWA;r;matthews;BWA;;;;;0;0;;;;;;;;Board member;;D. R. Matthews;https://en.wikipedia.org/wiki/D._R._Matthews;Q1240249;24.09090909090909;partial_title|name_similarity:0.91|role_hint;rejected;0
J. Sentsho;J Sentsho;BWA;j;sentsho;BWA;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Jean-Félix Mamalepot;Jean Mamalepot;CAF;jean;mamalepot;CAF;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Michael Mukete;Michael Mukete;CAF;michael;mukete;CAF;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Rigobert Roger Andely;Rigobert Andely;CAF;rigobert;andely;CAF;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Philibert Andzembe;Philibert Andzembe;CAF;philibert;andzembe;CAF;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Lucas Abaga Nchama;Lucas Nchama;CAF;lucas;nchama;CAF;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Ali Chaibou;Ali Chaibou;CAF;ali;chaibou;CAF;;;;;0;0;;;;;;;;Board member;;Ali Saibou;https://en.wikipedia.org/wiki/Ali_Saibou;Q448655;21.57142857142857;name_similarity:0.86|econ_context|role_hint;rejected;0
Abbas Mahamat Tolli;Abbas Tolli;CAF;abbas;tolli;CAF;2017;;2;;2;0;1972;1;;;;Chad;Abéché;President / Governor;4;Abbas Tolli;https://en.wikipedia.org/wiki/Abbas_Tolli;Q55606323;48.0;exact_title|name_similarity:1.00|econ_context|role_hint;matched;1
Yvon Sana Bangui;Yvon Bangui;CAF;yvon;bangui;CAF;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Georges Gautier;Georges Gautier;CAF;georges;gautier;CAF;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Tahir Hamid Nguilin;Tahir Nguilin;CAF;tahir;nguilin;CAF;;;;;0;0;;;;;;;;Board member;;Tahir Hamid Nguilin;https://en.wikipedia.org/wiki/Tahir_Hamid_Nguilin;Q89875464;31.125;partial_title|name_similarity:0.81|econ_context|role_hint;matched;1
Emmanuel Rocher;Emmanuel Rocher;CAF;emmanuel;rocher;CAF;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Allamine Bourma Treye;Allamine Treye;CAF;allamine;treye;CAF;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Gervais-Magloire Doungoupou;Gervais Doungoupou;CAF;gervais;doungoupou;CAF;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Pascal Fourcaut;Pascal Fourcaut;CAF;pascal;fourcaut;CAF;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Graham Towers;Graham Towers;CAN;graham;towers;CAN;1934;1954;9;12;2;0;1897;2;Gill University;;;Canada;Montreal;President / Governor;9;Graham Towers;https://en.wikipedia.org/wiki/Graham_Towers;Q2423265;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Louis Rasminsky;Louis Rasminsky;CAN;louis;rasminsky;CAN;1961;1973;7;2;2;0;1908;2;London School of Economics;;;Canada;Montreal;President / Governor;2;Louis Rasminsky;https://en.wikipedia.org/wiki/Louis_Rasminsky;Q6688034;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
James Coyne;James Coyne;CAN;james;coyne;CAN;;;;;0;0;;;;;;;;Board member;;James Coyne;https://en.wikipedia.org/wiki/James_Coyne;Q92784300;35.0;exact_title|name_similarity:1.00;matched;1
James Coyne;James Coyne;CAN;james;coyne;CAN;;;;;2;0;;;;;;;;President / Governor;;James Coyne;https://en.wikipedia.org/wiki/James_Coyne;Q92784300;35.0;exact_title|name_similarity:1.00;matched;1
Gerald Bouey;Gerald Reapp;CAN;gerald;reapp;CAN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Gilles Loiselle;Gilles Loiselle;CAN;gilles;loiselle;CAN;1988;1993;11;10;0;0;1929;;;;;Canada;Ville-Marie;Board member;5;Gilles Loiselle;https://en.wikipedia.org/wiki/Gilles_Loiselle;Q3106364;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Bernard Bonin;Bernard Bonin;CAN;bernard;bonin;CAN;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
John Crow;John Crow;CAN;john;crow;CAN;1987;1994;2;2;2;0;1937;2;Balliol College;;;Roman Empire;London;President / Governor;1;John Crow;https://en.wikipedia.org/wiki/John_Crow;Q6227768;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
John Crow;John Crow;CAN;john;crow;CAN;1987;1994;2;2;2;0;1937;2;Balliol College;;;Roman Empire;London;President / Governor;1;John Crow;https://en.wikipedia.org/wiki/John_Crow;Q6227768;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
"Paul Martin
";Paul Martin;CAN;paul;martin;CAN;1988;1993;11;10;0;0;1938;3;"University of; Ottawa University of Toronto";;;Canada;Windsor;Board member;8;Paul Martin;https://en.wikipedia.org/wiki/Paul_Martin;Q128529;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Gordon Thiessen;Gordon Thiessen;CAN;gordon;thiessen;CAN;1994;2001;2;1;2;0;1938;2;"University of; London School of Economics";;;Canada;Ontario;President / Governor;8;Gordon Thiessen;https://en.wikipedia.org/wiki/Gordon_Thiessen;Q3110930;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Monique Jeromeforget;Monique Jeromeforget;CAN;monique;jeromeforget;CAN;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
John Horsley Palmer;John Palmer;CAN;john;palmer;CAN;;;;;2;0;;;;;;;;President / Governor;;John Palmer MacBeth;https://en.wikipedia.org/wiki/John_Palmer_MacBeth;Q6251828;42.33333333333333;strong_title|name_similarity:0.73|econ_context|country_hint|role_hint;rejected;0
