country,central_bank_name,PName_original,PName,first,last,Position,category_name,category_url
Malta,European Central Bank ( Central Bank of Malta ),Anthony Galdes,Anthony Galdes,Anthony,Galdes,Governor,Governors of the Central Bank of Malta,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Malta
Malta,European Central Bank ( Central Bank of Malta ),Edward Scicluna,Edward Scicluna,Edward,Scicluna,Governor,Governors of the Central Bank of Malta,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Malta
Malta,European Central Bank ( Central Bank of Malta ),Emanuel Ellul,Emanuel Ellul,Emanuel,Ellul,Governor,Governors of the Central Bank of Malta,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Malta
Malta,European Central Bank ( Central Bank of Malta ),Francis J. Vassallo,Francis J. Vassallo,Francis,J. Vassallo,Governor,Governors of the Central Bank of Malta,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Malta
Malta,European Central Bank ( Central Bank of Malta ),Mario Vella,Mario Vella,Mario,Vella,Governor,Governors of the Central Bank of Malta,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Malta
Malta,European Central Bank ( Central Bank of Malta ),Michael C. Bonello,Michael C. Bonello,Michael,C. Bonello,Governor,Governors of the Central Bank of Malta,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Malta
Mauritania,Central Bank of Mauritania,Ahmed Ould Daddah,Ahmed Ould Daddah,Ahmed,Ould Daddah,Governor,Governors of the Central Bank of Mauritania,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Mauritania
Mauritania,Central Bank of Mauritania,Sid Ahmed Ould Bneijara,Sid Ahmed Ould Bneijara,Sid,Ahmed Ould Bneijara,Governor,Governors of the Central Bank of Mauritania,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Mauritania
Mauritania,Central Bank of Mauritania,Zeine Ould Zeidane,Zeine Ould Zeidane,Zeine,Ould Zeidane,Governor,Governors of the Central Bank of Mauritania,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Mauritania
Mauritius,Bank of Mauritius,Dan Maraye,Dan Maraye,Dan,Maraye,Governor,Governors of the Bank of Mauritius,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Mauritius
Mauritius,Bank of Mauritius,Indur Ramphul,Indur Ramphul,Indur,Ramphul,Governor,Governors of the Bank of Mauritius,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Mauritius
Mauritius,Bank of Mauritius,Rama Sithanen,Rama Sithanen,Rama,Sithanen,Governor,Governors of the Bank of Mauritius,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Mauritius
Moldova,National Bank of Moldova,Anca Dragu,Anca Dragu,Anca,Dragu,Governor,Governors of the National Bank of Moldova,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Moldova
Moldova,National Bank of Moldova,Dorin Drăguțanu,Dorin Drăguțanu,Dorin,Drăguțanu,Governor,Governors of the National Bank of Moldova,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Moldova
Moldova,National Bank of Moldova,Leonid Talmaci,Leonid Talmaci,Leonid,Talmaci,Governor,Governors of the National Bank of Moldova,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Moldova
Moldova,National Bank of Moldova,Octavian Armașu,Octavian Armașu,Octavian,Armașu,Governor,Governors of the National Bank of Moldova,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Moldova
Moldova,National Bank of Moldova,Sergiu Cioclea,Sergiu Cioclea,Sergiu,Cioclea,Governor,Governors of the National Bank of Moldova,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Moldova
Mongolia,Bank of Mongolia,Enkhbayaryn Batshugar,Enkhbayaryn Batshugar,Enkhbayaryn,Batshugar,Governor,Governors of the Bank of Mongolia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Mongolia
Mongolia,Bank of Mongolia,Nadmidyn Bayartsaikhan,Nadmidyn Bayartsaikhan,Nadmidyn,Bayartsaikhan,Governor,Governors of the Bank of Mongolia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Mongolia
Mongolia,Bank of Mongolia,Yumjaagiin Tsedenbal,Yumjaagiin Tsedenbal,Yumjaagiin,Tsedenbal,Governor,Governors of the Bank of Mongolia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Mongolia
Montenegro,Central Bank of Montenegro,Irena Radović,Irena Radović,Irena,Radović,Governor,Governors of the Central Bank of Montenegro,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Montenegro
Morocco,Bank Al-Maghrib,Abdellatif Jouahri,Abdellatif Jouahri,Abdellatif,Jouahri,Governor,Governors of Bank Al-Maghrib,https://en.wikipedia.org/wiki/Category:Governors_of_Bank_Al-Maghrib
Mozambique,Bank of Mozambique,Adriano Maleiane,Adriano Maleiane,Adriano,Maleiane,Governor,Governors of the Bank of Mozambique,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Mozambique
Mozambique,Bank of Mozambique,Sérgio Vieira (politician),Sérgio Vieira (politician),Sérgio,Vieira (politician),Governor,Governors of the Bank of Mozambique,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Mozambique
Namibia,Bank of Namibia,Erik Lennart Karlsson,Erik Lennart Karlsson,Erik,Lennart Karlsson,Governor,Governors of the Bank of Namibia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Namibia
Namibia,Bank of Namibia,Governor of the Bank of Namibia,Governor of the Bank of Namibia,Governor,of the Bank of Namibia,Governor,Governors of the Bank of Namibia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Namibia
Namibia,Bank of Namibia,Iipumbu Shiimi,Iipumbu Shiimi,Iipumbu,Shiimi,Governor,Governors of the Bank of Namibia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Namibia
Namibia,Bank of Namibia,Johannes ǃGawaxab,Johannes ǃGawaxab,Johannes,ǃGawaxab,Governor,Governors of the Bank of Namibia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Namibia
Namibia,Bank of Namibia,Tom Alweendo,Tom Alweendo,Tom,Alweendo,Governor,Governors of the Bank of Namibia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Namibia
Nepal,Nepal Rastra Bank,Bhesh Bahadur Thapa,Bhesh Bahadur Thapa,Bhesh,Bahadur Thapa,Governor,Governors of Nepal Rastra Bank,https://en.wikipedia.org/wiki/Category:Governors_of_Nepal_Rastra_Bank
Nepal,Nepal Rastra Bank,Biswo Nath Poudel,Biswo Nath Poudel,Biswo,Nath Poudel,Governor,Governors of Nepal Rastra Bank,https://en.wikipedia.org/wiki/Category:Governors_of_Nepal_Rastra_Bank
Nepal,Nepal Rastra Bank,Maha Prasad Adhikari,Maha Prasad Adhikari,Maha,Prasad Adhikari,Governor,Governors of Nepal Rastra Bank,https://en.wikipedia.org/wiki/Category:Governors_of_Nepal_Rastra_Bank
Nepal,Nepal Rastra Bank,Yadav Pant,Yadav Pant,Yadav,Pant,Governor,Governors of Nepal Rastra Bank,https://en.wikipedia.org/wiki/Category:Governors_of_Nepal_Rastra_Bank
Nepal,Nepal Rastra Bank,Yuba Raj Khatiwada,Yuba Raj Khatiwada,Yuba,Raj Khatiwada,Governor,Governors of Nepal Rastra Bank,https://en.wikipedia.org/wiki/Category:Governors_of_Nepal_Rastra_Bank
Netherlands,European Central Bank ( De Nederlandsche Bank ),Gerard Vissering,Gerard Vissering,Gerard,Vissering,President,Presidents of the Central Bank of the Netherlands,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_the_Netherlands
Netherlands,European Central Bank ( De Nederlandsche Bank ),Jelle Zijlstra,Jelle Zijlstra,Jelle,Zijlstra,President,Presidents of the Central Bank of the Netherlands,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_the_Netherlands
Netherlands,European Central Bank ( De Nederlandsche Bank ),Klaas Knot,Klaas Knot,Klaas,Knot,President,Presidents of the Central Bank of the Netherlands,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_the_Netherlands
Netherlands,European Central Bank ( De Nederlandsche Bank ),Meinoud Rost van Tonningen,Meinoud Rost van Tonningen,Meinoud,Rost van Tonningen,President,Presidents of the Central Bank of the Netherlands,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_the_Netherlands
Netherlands,European Central Bank ( De Nederlandsche Bank ),Nicolaas Pierson,Nicolaas Pierson,Nicolaas,Pierson,President,Presidents of the Central Bank of the Netherlands,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_the_Netherlands
Netherlands,European Central Bank ( De Nederlandsche Bank ),Nout Wellink,Nout Wellink,Nout,Wellink,President,Presidents of the Central Bank of the Netherlands,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_the_Netherlands
Netherlands,European Central Bank ( De Nederlandsche Bank ),Olaf Sleijpen,Olaf Sleijpen,Olaf,Sleijpen,President,Presidents of the Central Bank of the Netherlands,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_the_Netherlands
Netherlands,European Central Bank ( De Nederlandsche Bank ),Wim Duisenberg,Wim Duisenberg,Wim,Duisenberg,President,Presidents of the Central Bank of the Netherlands,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_the_Netherlands
New Zealand,Reserve Bank of New Zealand,Adrian Orr,Adrian Orr,Adrian,Orr,Governor,Governors of the Reserve Bank of New Zealand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_New_Zealand
New Zealand,Reserve Bank of New Zealand,Alan Bollard,Alan Bollard,Alan,Bollard,Governor,Governors of the Reserve Bank of New Zealand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_New_Zealand
New Zealand,Reserve Bank of New Zealand,Alan Low,Alan Low,Alan,Low,Governor,Governors of the Reserve Bank of New Zealand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_New_Zealand
New Zealand,Reserve Bank of New Zealand,Don Brash,Don Brash,Don,Brash,Governor,Governors of the Reserve Bank of New Zealand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_New_Zealand
New Zealand,Reserve Bank of New Zealand,Gilbert Wilson (banker),Gilbert Wilson (banker),Gilbert,Wilson (banker),Governor,Governors of the Reserve Bank of New Zealand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_New_Zealand
New Zealand,Reserve Bank of New Zealand,Graeme Wheeler,Graeme Wheeler,Graeme,Wheeler,Governor,Governors of the Reserve Bank of New Zealand,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_New_Zealand
Nicaragua,Central Bank of Nicaragua,Alfredo César Aguirre,Alfredo César Aguirre,Alfredo,César Aguirre,President,Presidents of Central Bank of Nicaragua,https://en.wikipedia.org/wiki/Category:Presidents_of_Central_Bank_of_Nicaragua
Nicaragua,Central Bank of Nicaragua,Arturo Cruz,Arturo Cruz,Arturo,Cruz,President,Presidents of Central Bank of Nicaragua,https://en.wikipedia.org/wiki/Category:Presidents_of_Central_Bank_of_Nicaragua
Nicaragua,Central Bank of Nicaragua,Francisco Mayorga,Francisco Mayorga,Francisco,Mayorga,President,Presidents of Central Bank of Nicaragua,https://en.wikipedia.org/wiki/Category:Presidents_of_Central_Bank_of_Nicaragua
Nigeria,Central Bank of Nigeria,Abdulkadir Ahmed,Abdulkadir Ahmed,Abdulkadir,Ahmed,Governor,Governors of the Central Bank of Nigeria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Nigeria
Nigeria,Central Bank of Nigeria,Adamu Ciroma,Adamu Ciroma,Adamu,Ciroma,Governor,Governors of the Central Bank of Nigeria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Nigeria
Nigeria,Central Bank of Nigeria,Aliyu Mai-Bornu,Aliyu Mai-Bornu,Aliyu,Mai-Bornu,Governor,Governors of the Central Bank of Nigeria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Nigeria
Nigeria,Central Bank of Nigeria,Charles Soludo,Charles Soludo,Charles,Soludo,Governor,Governors of the Central Bank of Nigeria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Nigeria
Nigeria,Central Bank of Nigeria,Clement Isong,Clement Isong,Clement,Isong,Governor,Governors of the Central Bank of Nigeria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Nigeria
Nigeria,Central Bank of Nigeria,Folashodun Shonubi,Folashodun Shonubi,Folashodun,Shonubi,Governor,Governors of the Central Bank of Nigeria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Nigeria
Nigeria,Central Bank of Nigeria,Godwin Emefiele,Godwin Emefiele,Godwin,Emefiele,Governor,Governors of the Central Bank of Nigeria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Nigeria
Nigeria,Central Bank of Nigeria,Governor of the Central Bank of Nigeria,Governor of the Central Bank of Nigeria,Governor,of the Central Bank of Nigeria,Governor,Governors of the Central Bank of Nigeria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Nigeria
Nigeria,Central Bank of Nigeria,Joseph Oladele Sanusi,Joseph Oladele Sanusi,Joseph,Oladele Sanusi,Governor,Governors of the Central Bank of Nigeria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Nigeria
Nigeria,Central Bank of Nigeria,Ola Vincent,Ola Vincent,Ola,Vincent,Governor,Governors of the Central Bank of Nigeria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Nigeria
Nigeria,Central Bank of Nigeria,Paul Agbai Ogwuma,Paul Agbai Ogwuma,Paul,Agbai Ogwuma,Governor,Governors of the Central Bank of Nigeria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Nigeria
Nigeria,Central Bank of Nigeria,Roy Pentelow Fenton,Roy Pentelow Fenton,Roy,Pentelow Fenton,Governor,Governors of the Central Bank of Nigeria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Nigeria
Nigeria,Central Bank of Nigeria,Sanusi Lamido Sanusi,Sanusi Lamido Sanusi,Sanusi,Lamido Sanusi,Governor,Governors of the Central Bank of Nigeria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Nigeria
Nigeria,Central Bank of Nigeria,Yemi Cardoso,Yemi Cardoso,Yemi,Cardoso,Governor,Governors of the Central Bank of Nigeria,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Nigeria
Norway,Norges Bank,Erik Brofoss,Erik Brofoss,Erik,Brofoss,Governor,Governors of the Central Bank of Norway,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Norway
Norway,Norges Bank,Gunnar Jahn,Gunnar Jahn,Gunnar,Jahn,Governor,Governors of the Central Bank of Norway,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Norway
Norway,Norges Bank,Hermod Skånland,Hermod Skånland,Hermod,Skånland,Governor,Governors of the Central Bank of Norway,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Norway
Norway,Norges Bank,Ida Wolden Bache,Ida Wolden Bache,Ida,Wolden Bache,Governor,Governors of the Central Bank of Norway,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Norway
Norway,Norges Bank,Karl Gether Bomhoff,Karl Gether Bomhoff,Karl,Gether Bomhoff,Governor,Governors of the Central Bank of Norway,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Norway
Norway,Norges Bank,Kjell Storvik,Kjell Storvik,Kjell,Storvik,Governor,Governors of the Central Bank of Norway,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Norway
Norway,Norges Bank,Knut Getz Wold,Knut Getz Wold,Knut,Getz Wold,Governor,Governors of the Central Bank of Norway,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Norway
Norway,Norges Bank,Nicolai Rygg,Nicolai Rygg,Nicolai,Rygg,Governor,Governors of the Central Bank of Norway,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Norway
Norway,Norges Bank,Svein Gjedrem,Svein Gjedrem,Svein,Gjedrem,Governor,Governors of the Central Bank of Norway,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Norway
Norway,Norges Bank,Torstein Moland,Torstein Moland,Torstein,Moland,Governor,Governors of the Central Bank of Norway,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Norway
Norway,Norges Bank,Øystein Olsen (economist),Øystein Olsen (economist),Øystein,Olsen (economist),Governor,Governors of the Central Bank of Norway,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Norway
Oman,Central Bank of Oman,Haitham bin Tariq,Haitham bin Tariq,Haitham,bin Tariq,Chair,Chairmen of the Central Bank of Oman,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_Central_Bank_of_Oman
Oman,Central Bank of Oman,Qaboos bin Said,Qaboos bin Said,Qaboos,bin Said,Chair,Chairmen of the Central Bank of Oman,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_Central_Bank_of_Oman
Oman,Central Bank of Oman,Taimur bin Asa'ad,Taimur bin Asa'ad,Taimur,bin Asa'ad,Chair,Chairmen of the Central Bank of Oman,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_Central_Bank_of_Oman
Oman,Central Bank of Oman,Tariq bin Taimur,Tariq bin Taimur,Tariq,bin Taimur,Chair,Chairmen of the Central Bank of Oman,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_Central_Bank_of_Oman
Pakistan,State Bank of Pakistan,Abdul Qadir (banker),Abdul Qadir (banker),Abdul,Qadir (banker),Governor,Governors of the State Bank of Pakistan,https://en.wikipedia.org/wiki/Category:Governors_of_the_State_Bank_of_Pakistan
Pakistan,State Bank of Pakistan,Aftab Ghulam Nabi Kazi,Aftab Ghulam Nabi Kazi,Aftab,Ghulam Nabi Kazi,Governor,Governors of the State Bank of Pakistan,https://en.wikipedia.org/wiki/Category:Governors_of_the_State_Bank_of_Pakistan
Pakistan,State Bank of Pakistan,Ashraf Mahmood Wathra,Ashraf Mahmood Wathra,Ashraf,Mahmood Wathra,Governor,Governors of the State Bank of Pakistan,https://en.wikipedia.org/wiki/Category:Governors_of_the_State_Bank_of_Pakistan
Pakistan,State Bank of Pakistan,Ghulam Ishaq Khan,Ghulam Ishaq Khan,Ghulam,Ishaq Khan,Governor,Governors of the State Bank of Pakistan,https://en.wikipedia.org/wiki/Category:Governors_of_the_State_Bank_of_Pakistan
Pakistan,State Bank of Pakistan,Imtiaz Alam Hanfi,Imtiaz Alam Hanfi,Imtiaz,Alam Hanfi,Governor,Governors of the State Bank of Pakistan,https://en.wikipedia.org/wiki/Category:Governors_of_the_State_Bank_of_Pakistan
Pakistan,State Bank of Pakistan,Ishrat Husain,Ishrat Husain,Ishrat,Husain,Governor,Governors of the State Bank of Pakistan,https://en.wikipedia.org/wiki/Category:Governors_of_the_State_Bank_of_Pakistan
Pakistan,State Bank of Pakistan,Jameel Ahmad,Jameel Ahmad,Jameel,Ahmad,Governor,Governors of the State Bank of Pakistan,https://en.wikipedia.org/wiki/Category:Governors_of_the_State_Bank_of_Pakistan
Pakistan,State Bank of Pakistan,Kassim Parekh,Kassim Parekh,Kassim,Parekh,Governor,Governors of the State Bank of Pakistan,https://en.wikipedia.org/wiki/Category:Governors_of_the_State_Bank_of_Pakistan
Pakistan,State Bank of Pakistan,List of governors of the State Bank of Pakistan,List of governors of the State Bank of Pakistan,List,of governors of the State Bank of Pakistan,Governor,Governors of the State Bank of Pakistan,https://en.wikipedia.org/wiki/Category:Governors_of_the_State_Bank_of_Pakistan
