country,central_bank_name,PName_original,PName,first,last,Position,category_name,category_url
Israel,Bank of Israel,Bank of Israel,Bank of Israel,Bank,of Israel,Governor,Governors of the Bank of Israel,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Israel
Israel,Bank of Israel,David Horowitz (economist),David Horowitz (economist),David,Horowitz (economist),Governor,Governors of the Bank of Israel,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Israel
Israel,Bank of Israel,David Klein (economist),David Klein (economist),David,Klein (economist),Governor,Governors of the Bank of Israel,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Israel
Israel,Bank of Israel,Jacob A. Frenkel,Jacob A. Frenkel,Jacob,A. Frenkel,Governor,Governors of the Bank of Israel,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Israel
Israel,Bank of Israel,Karnit Flug,Karnit Flug,Karnit,Flug,Governor,Governors of the Bank of Israel,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Israel
Israel,Bank of Israel,Michael Bruno (economist),Michael Bruno (economist),Michael,Bruno (economist),Governor,Governors of the Bank of Israel,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Israel
Israel,Bank of Israel,Moshe Sanbar,Moshe Sanbar,Moshe,Sanbar,Governor,Governors of the Bank of Israel,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Israel
Israel,Bank of Israel,Stanley Fischer,Stanley Fischer,Stanley,Fischer,Governor,Governors of the Bank of Israel,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Israel
Italy,European Central Bank ( Bank of Italy ),Antonio Fazio,Antonio Fazio,Antonio,Fazio,Governor,Governors of the Bank of Italy,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Italy
Italy,European Central Bank ( Bank of Italy ),Bonaldo Stringher,Bonaldo Stringher,Bonaldo,Stringher,Governor,Governors of the Bank of Italy,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Italy
Italy,European Central Bank ( Bank of Italy ),Carlo Azeglio Ciampi,Carlo Azeglio Ciampi,Carlo,Azeglio Ciampi,Governor,Governors of the Bank of Italy,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Italy
Italy,European Central Bank ( Bank of Italy ),Giuseppe Guarino (politician),Giuseppe Guarino (politician),Giuseppe,Guarino (politician),Governor,Governors of the Bank of Italy,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Italy
Italy,European Central Bank ( Bank of Italy ),Governor of the Bank of Italy,Governor of the Bank of Italy,Governor,of the Bank of Italy,Governor,Governors of the Bank of Italy,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Italy
Italy,European Central Bank ( Bank of Italy ),Guido Carli,Guido Carli,Guido,Carli,Governor,Governors of the Bank of Italy,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Italy
Italy,European Central Bank ( Bank of Italy ),Ignazio Visco,Ignazio Visco,Ignazio,Visco,Governor,Governors of the Bank of Italy,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Italy
Italy,European Central Bank ( Bank of Italy ),Luigi Einaudi,Luigi Einaudi,Luigi,Einaudi,Governor,Governors of the Bank of Italy,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Italy
Italy,European Central Bank ( Bank of Italy ),Mario Draghi,Mario Draghi,Mario,Draghi,Governor,Governors of the Bank of Italy,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Italy
Italy,European Central Bank ( Bank of Italy ),Paolo Baffi,Paolo Baffi,Paolo,Baffi,Governor,Governors of the Bank of Italy,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Italy
Italy,European Central Bank ( Bank of Italy ),Vincenzo Azzolini,Vincenzo Azzolini,Vincenzo,Azzolini,Governor,Governors of the Bank of Italy,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Italy
Jamaica,Bank of Jamaica,Brian Wynter,Brian Wynter,Brian,Wynter,Governor,Governors of the Bank of Jamaica,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Jamaica
Jamaica,Bank of Jamaica,Derick Latibeaudiere,Derick Latibeaudiere,Derick,Latibeaudiere,Governor,Governors of the Bank of Jamaica,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Jamaica
Japan,Bank of Japan,Eigo Fukai,Eigo Fukai,Eigo,Fukai,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Eikichi Araki,Eikichi Araki,Eikichi,Araki,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Haruhiko Kuroda,Haruhiko Kuroda,Haruhiko,Kuroda,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Haruo Maekawa,Haruo Maekawa,Haruo,Maekawa,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Hisaakira Hijikata,Hisaakira Hijikata,Hisaakira,Hijikata,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Hisato Ichimada,Hisato Ichimada,Hisato,Ichimada,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Iwasaki Yanosuke,Iwasaki Yanosuke,Iwasaki,Yanosuke,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Junnosuke Inoue,Junnosuke Inoue,Junnosuke,Inoue,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Kawada Koichiro,Kawada Koichiro,Kawada,Koichiro,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Kazuo Ueda,Kazuo Ueda,Kazuo,Ueda,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Keizo Shibusawa,Keizo Shibusawa,Keizo,Shibusawa,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Makoto Usami,Makoto Usami,Makoto,Usami,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Masaaki Shirakawa,Masaaki Shirakawa,Masaaki,Shirakawa,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Masamichi Yamagiwa,Masamichi Yamagiwa,Masamichi,Yamagiwa,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Masaru Hayami,Masaru Hayami,Masaru,Hayami,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Otohiko Ichiki,Otohiko Ichiki,Otohiko,Ichiki,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Satoshi Sumita,Satoshi Sumita,Satoshi,Sumita,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Shigeyoshi Matsuo,Shigeyoshi Matsuo,Shigeyoshi,Matsuo,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Tadashi Sasaki (banker),Tadashi Sasaki (banker),Tadashi,Sasaki (banker),Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Takahashi Korekiyo,Takahashi Korekiyo,Takahashi,Korekiyo,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Teiichiro Morinaga,Teiichiro Morinaga,Teiichiro,Morinaga,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Tomita Tetsunosuke,Tomita Tetsunosuke,Tomita,Tetsunosuke,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Toshihiko Fukui,Toshihiko Fukui,Toshihiko,Fukui,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Toyotarō Yūki,Toyotarō Yūki,Toyotarō,Yūki,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Yamamoto Tatsuo,Yamamoto Tatsuo,Yamamoto,Tatsuo,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Yasuo Matsushita,Yasuo Matsushita,Yasuo,Matsushita,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Yasushi Mieno,Yasushi Mieno,Yasushi,Mieno,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Yatarō Mishima,Yatarō Mishima,Yatarō,Mishima,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Japan,Bank of Japan,Yoshihara Shigetoshi,Yoshihara Shigetoshi,Yoshihara,Shigetoshi,Governor,Governors of the Bank of Japan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Japan
Jordan,Central Bank of Jordan,Mohammed Said Nabulsi,Mohammed Said Nabulsi,Mohammed,Said Nabulsi,Governor,Governors of the Central Bank of Jordan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Jordan
Jordan,Central Bank of Jordan,Umayya Toukan,Umayya Toukan,Umayya,Toukan,Governor,Governors of the Central Bank of Jordan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Jordan
Jordan,Central Bank of Jordan,Ziad Fariz,Ziad Fariz,Ziad,Fariz,Governor,Governors of the Central Bank of Jordan,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Jordan
Kazakhstan,National Bank of Kazakhstan,Anvar Saidenov,Anvar Saidenov,Anvar,Saidenov,Chair,Chairmen of the National Bank of Kazakhstan,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_National_Bank_of_Kazakhstan
Kazakhstan,National Bank of Kazakhstan,Daulet Sembaev,Daulet Sembaev,Daulet,Sembaev,Chair,Chairmen of the National Bank of Kazakhstan,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_National_Bank_of_Kazakhstan
Kazakhstan,National Bank of Kazakhstan,Erbolat Dosaev,Erbolat Dosaev,Erbolat,Dosaev,Chair,Chairmen of the National Bank of Kazakhstan,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_National_Bank_of_Kazakhstan
Kazakhstan,National Bank of Kazakhstan,Grigori Marchenko,Grigori Marchenko,Grigori,Marchenko,Chair,Chairmen of the National Bank of Kazakhstan,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_National_Bank_of_Kazakhstan
Kazakhstan,National Bank of Kazakhstan,Kadyrzhan Damitov,Kadyrzhan Damitov,Kadyrzhan,Damitov,Chair,Chairmen of the National Bank of Kazakhstan,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_National_Bank_of_Kazakhstan
Kazakhstan,National Bank of Kazakhstan,Kairat Kelimbetov,Kairat Kelimbetov,Kairat,Kelimbetov,Chair,Chairmen of the National Bank of Kazakhstan,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_National_Bank_of_Kazakhstan
Kazakhstan,National Bank of Kazakhstan,National Bank of Kazakhstan,National Bank of Kazakhstan,National,Bank of Kazakhstan,Chair,Chairmen of the National Bank of Kazakhstan,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_National_Bank_of_Kazakhstan
Kazakhstan,National Bank of Kazakhstan,Oraz Jandosov,Oraz Jandosov,Oraz,Jandosov,Chair,Chairmen of the National Bank of Kazakhstan,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_National_Bank_of_Kazakhstan
Kenya,Central Bank of Kenya,Duncan Ndegwa,Duncan Ndegwa,Duncan,Ndegwa,Governor,Governors of the Central Bank of Kenya,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Kenya
Kenya,Central Bank of Kenya,Eric Kotut,Eric Kotut,Eric,Kotut,Governor,Governors of the Central Bank of Kenya,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Kenya
Kenya,Central Bank of Kenya,Governor of the Central Bank of Kenya,Governor of the Central Bank of Kenya,Governor,of the Central Bank of Kenya,Governor,Governors of the Central Bank of Kenya,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Kenya
Kenya,Central Bank of Kenya,Kamau Thugge,Kamau Thugge,Kamau,Thugge,Governor,Governors of the Central Bank of Kenya,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Kenya
Kenya,Central Bank of Kenya,Micah Cheserem,Micah Cheserem,Micah,Cheserem,Governor,Governors of the Central Bank of Kenya,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Kenya
Kenya,Central Bank of Kenya,Njuguna Ndung'u,Njuguna Ndung'u,Njuguna,Ndung'u,Governor,Governors of the Central Bank of Kenya,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Kenya
Kenya,Central Bank of Kenya,Patrick Njoroge,Patrick Njoroge,Patrick,Njoroge,Governor,Governors of the Central Bank of Kenya,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Kenya
Kenya,Central Bank of Kenya,Philip Ndegwa,Philip Ndegwa,Philip,Ndegwa,Governor,Governors of the Central Bank of Kenya,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Kenya
"Korea, Democratic People's Republic of",Central Bank of the Democratic People's Republic of Korea,Chae Song-hak,Chae Song-hak,Chae,Song-hak,President,President of the Central Bank of the Democratic People's Republic of Korea,https://en.wikipedia.org/wiki/Category:President_of_the_Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea
"Korea, Democratic People's Republic of",Central Bank of the Democratic People's Republic of Korea,Kim Chon-gyun,Kim Chon-gyun,Kim,Chon-gyun,President,President of the Central Bank of the Democratic People's Republic of Korea,https://en.wikipedia.org/wiki/Category:President_of_the_Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea
"Korea, Democratic People's Republic of",Central Bank of the Democratic People's Republic of Korea,Kim Wan-su,Kim Wan-su,Kim,Wan-su,President,President of the Central Bank of the Democratic People's Republic of Korea,https://en.wikipedia.org/wiki/Category:President_of_the_Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea
"Korea, Republic of",Bank of Korea,Cho Soon,Cho Soon,Cho,Soon,Governor,Governors of the Bank of Korea,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Korea
"Korea, Republic of",Bank of Korea,Kim Choong-soo,Kim Choong-soo,Kim,Choong-soo,Governor,Governors of the Bank of Korea,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Korea
"Korea, Republic of",Bank of Korea,Lee Ju-yeol,Lee Ju-yeol,Lee,Ju-yeol,Governor,Governors of the Bank of Korea,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Korea
"Korea, Republic of",Bank of Korea,Park Seung,Park Seung,Park,Seung,Governor,Governors of the Bank of Korea,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Korea
"Korea, Republic of",Bank of Korea,Rhee Chang-yong,Rhee Chang-yong,Rhee,Chang-yong,Governor,Governors of the Bank of Korea,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Korea
"Korea, Republic of",Bank of Korea,Yoo Chang-soon,Yoo Chang-soon,Yoo,Chang-soon,Governor,Governors of the Bank of Korea,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Korea
Kuwait,Central Bank of Kuwait,Salem Abdulaziz Al Sabah,Salem Abdulaziz Al Sabah,Salem,Abdulaziz Al Sabah,Governor,Governors of the Central Bank of Kuwait,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Kuwait
Kyrgyzstan,National Bank of the Kyrgyz Republic,Baktygul Jeenbaeva,Baktygul Jeenbaeva,Baktygul,Jeenbaeva,Chair,Chairmen of National Bank of the Kyrgyz Republic,https://en.wikipedia.org/wiki/Category:Chairmen_of_National_Bank_of_the_Kyrgyz_Republic
Kyrgyzstan,National Bank of the Kyrgyz Republic,Kemelbek Nanaev,Kemelbek Nanaev,Kemelbek,Nanaev,Chair,Chairmen of National Bank of the Kyrgyz Republic,https://en.wikipedia.org/wiki/Category:Chairmen_of_National_Bank_of_the_Kyrgyz_Republic
Kyrgyzstan,National Bank of the Kyrgyz Republic,Kubanychbek Bokontayev,Kubanychbek Bokontayev,Kubanychbek,Bokontayev,Chair,Chairmen of National Bank of the Kyrgyz Republic,https://en.wikipedia.org/wiki/Category:Chairmen_of_National_Bank_of_the_Kyrgyz_Republic
Kyrgyzstan,National Bank of the Kyrgyz Republic,Marat Sultanov,Marat Sultanov,Marat,Sultanov,Chair,Chairmen of National Bank of the Kyrgyz Republic,https://en.wikipedia.org/wiki/Category:Chairmen_of_National_Bank_of_the_Kyrgyz_Republic
Latvia,European Central Bank ( Bank of Latvia ),Einars Repše,Einars Repše,Einars,Repše,Governor,Governors of the Bank of Latvia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Latvia
Latvia,European Central Bank ( Bank of Latvia ),Ilmārs Rimšēvičs,Ilmārs Rimšēvičs,Ilmārs,Rimšēvičs,Governor,Governors of the Bank of Latvia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Latvia
Latvia,European Central Bank ( Bank of Latvia ),Mārtiņš Kazāks,Mārtiņš Kazāks,Mārtiņš,Kazāks,Governor,Governors of the Bank of Latvia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Latvia
Lebanon,Banque du Liban,Banque du Liban,Banque du Liban,Banque,du Liban,Governor,Governors of Banque du Liban,https://en.wikipedia.org/wiki/Category:Governors_of_Banque_du_Liban
Lebanon,Banque du Liban,Edmond Naïm,Edmond Naïm,Edmond,Naïm,Governor,Governors of Banque du Liban,https://en.wikipedia.org/wiki/Category:Governors_of_Banque_du_Liban
Lebanon,Banque du Liban,Élias Sarkis,Élias Sarkis,Élias,Sarkis,Governor,Governors of Banque du Liban,https://en.wikipedia.org/wiki/Category:Governors_of_Banque_du_Liban
Lebanon,Banque du Liban,Michel El Khoury,Michel El Khoury,Michel,El Khoury,Governor,Governors of Banque du Liban,https://en.wikipedia.org/wiki/Category:Governors_of_Banque_du_Liban
Lebanon,Banque du Liban,Philippe Takla,Philippe Takla,Philippe,Takla,Governor,Governors of Banque du Liban,https://en.wikipedia.org/wiki/Category:Governors_of_Banque_du_Liban
Lebanon,Banque du Liban,Riad Salameh,Riad Salameh,Riad,Salameh,Governor,Governors of Banque du Liban,https://en.wikipedia.org/wiki/Category:Governors_of_Banque_du_Liban
Lesotho,Central Bank of Lesotho,Erik Lennart Karlsson,Erik Lennart Karlsson,Erik,Lennart Karlsson,Governor,Governors of the Central Bank of Lesotho,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Lesotho
Lesotho,Central Bank of Lesotho,Retselisitsoe Matlanyane,Retselisitsoe Matlanyane,Retselisitsoe,Matlanyane,Governor,Governors of the Central Bank of Lesotho,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Lesotho
Libya,Central Bank of Libya,Abd-al-Hafid Mahmud al-Zulaytini,Abd-al-Hafid Mahmud al-Zulaytini,Abd-al-Hafid,Mahmud al-Zulaytini,Governor,Governors of the Central Bank of Libya,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Libya
Libya,Central Bank of Libya,Ali Aneizi,Ali Aneizi,Ali,Aneizi,Governor,Governors of the Central Bank of Libya,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Libya
Libya,Central Bank of Libya,Farhat Bengdara,Farhat Bengdara,Farhat,Bengdara,Governor,Governors of the Central Bank of Libya,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Libya
Libya,Central Bank of Libya,Muhammad az-Zaruq Rajab,Muhammad az-Zaruq Rajab,Muhammad,az-Zaruq Rajab,Governor,Governors of the Central Bank of Libya,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Libya
Lithuania,European Central Bank ( Bank of Lithuania ),Juozas Tūbelis,Juozas Tūbelis,Juozas,Tūbelis,Chair,Chairmen of the Bank of Lithuania,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_Bank_of_Lithuania
Lithuania,European Central Bank ( Bank of Lithuania ),Reinoldijus Šarkinas,Reinoldijus Šarkinas,Reinoldijus,Šarkinas,Chair,Chairmen of the Bank of Lithuania,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_Bank_of_Lithuania
Lithuania,European Central Bank ( Bank of Lithuania ),Vilius Baldišis,Vilius Baldišis,Vilius,Baldišis,Chair,Chairmen of the Bank of Lithuania,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_Bank_of_Lithuania
Lithuania,European Central Bank ( Bank of Lithuania ),Vladas Jurgutis,Vladas Jurgutis,Vladas,Jurgutis,Chair,Chairmen of the Bank of Lithuania,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_Bank_of_Lithuania
Luxembourg,European Central Bank ( Central Bank of Luxembourg ),Gaston Reinesch,Gaston Reinesch,Gaston,Reinesch,Governor,Governors of the Central Bank of Luxembourg,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Luxembourg
Luxembourg,European Central Bank ( Central Bank of Luxembourg ),Yves Mersch,Yves Mersch,Yves,Mersch,Governor,Governors of the Central Bank of Luxembourg,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Luxembourg
Malawi,Reserve Bank of Malawi,Chakakala Chaziya,Chakakala Chaziya,Chakakala,Chaziya,Governor,Governors of the Reserve Bank of Malawi,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_Malawi
Malawi,Reserve Bank of Malawi,Charles Chuka,Charles Chuka,Charles,Chuka,Governor,Governors of the Reserve Bank of Malawi,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_Malawi
Malawi,Reserve Bank of Malawi,Dalitso Kabambe,Dalitso Kabambe,Dalitso,Kabambe,Governor,Governors of the Reserve Bank of Malawi,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_Malawi
Malawi,Reserve Bank of Malawi,Francis Perekamoya,Francis Perekamoya,Francis,Perekamoya,Governor,Governors of the Reserve Bank of Malawi,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_Malawi
Malawi,Reserve Bank of Malawi,John Tembo,John Tembo,John,Tembo,Governor,Governors of the Reserve Bank of Malawi,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_Malawi
Malawi,Reserve Bank of Malawi,MacDonald Mafuta Mwale,MacDonald Mafuta Mwale,MacDonald,Mafuta Mwale,Governor,Governors of the Reserve Bank of Malawi,https://en.wikipedia.org/wiki/Category:Governors_of_the_Reserve_Bank_of_Malawi
Malaysia,Central Bank of Malaysia,Abdul Aziz Taha,Abdul Aziz Taha,Abdul,Aziz Taha,Governor,Governors of the Central Bank of Malaysia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Malaysia
Malaysia,Central Bank of Malaysia,Ahmad Mohd Don,Ahmad Mohd Don,Ahmad,Mohd Don,Governor,Governors of the Central Bank of Malaysia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Malaysia
Malaysia,Central Bank of Malaysia,Governor of the Central Bank of Malaysia,Governor of the Central Bank of Malaysia,Governor,of the Central Bank of Malaysia,Governor,Governors of the Central Bank of Malaysia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Malaysia
Malaysia,Central Bank of Malaysia,Ismail Mohamed Ali,Ismail Mohamed Ali,Ismail,Mohamed Ali,Governor,Governors of the Central Bank of Malaysia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Malaysia
Malaysia,Central Bank of Malaysia,Jaffar Hussein,Jaffar Hussein,Jaffar,Hussein,Governor,Governors of the Central Bank of Malaysia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Malaysia
Malaysia,Central Bank of Malaysia,Muhammad Ibrahim (banker),Muhammad Ibrahim (banker),Muhammad,Ibrahim (banker),Governor,Governors of the Central Bank of Malaysia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Malaysia
Malaysia,Central Bank of Malaysia,Nor Shamsiah Mohd Yunus,Nor Shamsiah Mohd Yunus,Nor,Shamsiah Mohd Yunus,Governor,Governors of the Central Bank of Malaysia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Malaysia
Malaysia,Central Bank of Malaysia,Shaik Abdul Rasheed Abdul Ghaffour,Shaik Abdul Rasheed Abdul Ghaffour,Shaik,Abdul Rasheed Abdul Ghaffour,Governor,Governors of the Central Bank of Malaysia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Malaysia
Malaysia,Central Bank of Malaysia,W. H. Wilcock,W. H. Wilcock,W.,H. Wilcock,Governor,Governors of the Central Bank of Malaysia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Malaysia
Malaysia,Central Bank of Malaysia,Zeti Akhtar Aziz,Zeti Akhtar Aziz,Zeti,Akhtar Aziz,Governor,Governors of the Central Bank of Malaysia,https://en.wikipedia.org/wiki/Category:Governors_of_the_Central_Bank_of_Malaysia
Maldives,Maldives Monetary Authority,Abdulla Jihad,Abdulla Jihad,Abdulla,Jihad,Governor,Governors of the Maldives Monetary Authority,https://en.wikipedia.org/wiki/Category:Governors_of_the_Maldives_Monetary_Authority
Maldives,Maldives Monetary Authority,Ahmed Naseer,Ahmed Naseer,Ahmed,Naseer,Governor,Governors of the Maldives Monetary Authority,https://en.wikipedia.org/wiki/Category:Governors_of_the_Maldives_Monetary_Authority
Maldives,Maldives Monetary Authority,Fazeel Najeeb,Fazeel Najeeb,Fazeel,Najeeb,Governor,Governors of the Maldives Monetary Authority,https://en.wikipedia.org/wiki/Category:Governors_of_the_Maldives_Monetary_Authority
Maldives,Maldives Monetary Authority,Maumoon Abdul Gayoom,Maumoon Abdul Gayoom,Maumoon,Abdul Gayoom,Governor,Governors of the Maldives Monetary Authority,https://en.wikipedia.org/wiki/Category:Governors_of_the_Maldives_Monetary_Authority
Maldives,Maldives Monetary Authority,Qasim Ibrahim,Qasim Ibrahim,Qasim,Ibrahim,Governor,Governors of the Maldives Monetary Authority,https://en.wikipedia.org/wiki/Category:Governors_of_the_Maldives_Monetary_Authority
